time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,6.497594e-08,4.804765e+00,-2.742584e+01
2.000000e-03,1.302060e-07,9.609820e+00,-5.485125e+01
3.500000e-03,2.281959e-07,1.681717e+01,-9.598957e+01
5.750000e-03,3.757222e-07,2.762817e+01,-1.576969e+02
9.125000e-03,5.982409e-07,4.384460e+01,-2.502574e+02
1.418750e-02,9.348188e-07,6.816913e+01,-3.890974e+02
2.178125e-02,1.446104e-06,1.046556e+02,-5.973552e+02
3.317187e-02,2.227896e-06,1.593847e+02,-9.097374e+02
5.025781e-02,3.435554e-06,2.414767e+02,-1.378300e+03
7.025781e-02,4.906699e-06,3.375675e+02,-1.926762e+03
9.025782e-02,6.445909e-06,4.336558e+02,-2.475207e+03
1.102578e-01,8.059320e-06,5.297415e+02,-3.023634e+03
1.302578e-01,9.754186e-06,6.258246e+02,-3.572044e+03
1.502578e-01,1.153906e-05,7.219052e+02,-4.120437e+03
1.702578e-01,1.342387e-05,8.179832e+02,-4.668812e+03
1.902578e-01,1.542018e-05,9.140585e+02,-5.217170e+03
2.102578e-01,1.754155e-05,1.010131e+03,-5.765510e+03
2.302578e-01,1.980407e-05,1.106201e+03,-6.313833e+03
2.502578e-01,2.222695e-05,1.202269e+03,-6.862138e+03
2.702578e-01,2.483337e-05,1.298334e+03,-7.410425e+03
2.902578e-01,2.765162e-05,1.394396e+03,-7.958694e+03
3.102578e-01,3.071670e-05,1.490455e+03,-8.506945e+03
3.302578e-01,3.407253e-05,1.586512e+03,-9.055178e+03
3.502578e-01,3.777517e-05,1.682566e+03,-9.603392e+03
3.702578e-01,4.189757e-05,1.778617e+03,-1.015159e+04
3.902578e-01,4.653690e-05,1.874665e+03,-1.069976e+04
4.102578e-01,5.182614e-05,1.970710e+03,-1.124792e+04
4.302578e-01,5.795321e-05,2.066752e+03,-1.179606e+04
4.502578e-01,6.519438e-05,2.162790e+03,-1.234417e+04
4.702578e-01,7.397598e-05,2.258825e+03,-1.289226e+04
4.902578e-01,8.536023e-05,2.354855e+03,-1.344032e+04
5.102578e-01,1.002008e-04,2.450879e+03,-1.398834e+04
5.302578e-01,1.214920e-04,2.546892e+03,-1.453630e+04
5.502578e-01,1.561948e-04,2.642881e+03,-1.508411e+04
5.702578e-01,2.283691e-04,2.738778e+03,-1.563140e+04
5.902578e-01,5.148659e-04,2.833613e+03,-1.617255e+04
6.102578e-01,2.766194e-03,2.881300e+03,-1.644155e+04
6.302578e-01,4.652603e-03,2.883604e+03,-1.644852e+04
6.502578e-01,6.021946e-03,2.881633e+03,-1.643088e+04
6.702578e-01,7.220557e-03,2.873485e+03,-1.637752e+04
6.752578e-01,7.542510e-03,2.868136e+03,-1.634506e+04
6.827578e-01,8.214016e-03,2.847186e+03,-1.622166e+04
6.855703e-01,8.799667e-03,2.818445e+03,-1.605475e+04
6.858340e-01,8.925542e-03,2.811556e+03,-1.601488e+04
6.859329e-01,8.994767e-03,2.807746e+03,-1.599284e+04
6.859699e-01,9.028905e-03,2.805871e+03,-1.598199e+04
6.860256e-01,9.106128e-03,2.801659e+03,-1.595765e+04
6.860356e-01,9.132774e-03,2.800221e+03,-1.594934e+04
6.860356e-01,9.132774e-03,2.800221e+03,-1.594934e+04
