time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,5.284192e-08,6.018518e+00,-3.435318e+01
2.000000e-03,1.058874e-07,1.203712e+01,-6.870605e+01
3.500000e-03,1.855720e-07,2.106494e+01,-1.202355e+02
5.750000e-03,3.055331e-07,3.460667e+01,-1.975296e+02
9.125000e-03,4.864618e-07,5.491922e+01,-3.134705e+02
1.418750e-02,7.601050e-07,8.538797e+01,-4.873812e+02
2.178125e-02,1.175732e-06,1.310909e+02,-7.482459e+02
3.317187e-02,1.811135e-06,1.996449e+02,-1.139540e+03
5.025781e-02,2.792374e-06,3.024749e+02,-1.726475e+03
7.025781e-02,3.987154e-06,4.228415e+02,-2.413503e+03
9.025782e-02,5.236396e-06,5.432066e+02,-3.100520e+03
1.102578e-01,6.544786e-06,6.635700e+02,-3.787526e+03
1.302578e-01,7.917822e-06,7.839319e+02,-4.474520e+03
1.502578e-01,9.361930e-06,9.042921e+02,-5.161504e+03
1.702578e-01,1.088449e-05,1.024651e+03,-5.848477e+03
1.902578e-01,1.249399e-05,1.145008e+03,-6.535438e+03
2.102578e-01,1.420029e-05,1.265363e+03,-7.222388e+03
2.302578e-01,1.601489e-05,1.385717e+03,-7.909327e+03
2.502578e-01,1.795131e-05,1.506069e+03,-8.596255e+03
2.702578e-01,2.002554e-05,1.626420e+03,-9.283171e+03
2.902578e-01,2.225669e-05,1.746769e+03,-9.970076e+03
3.102578e-01,2.466778e-05,1.867116e+03,-1.065697e+04
3.302578e-01,2.728685e-05,1.987461e+03,-1.134385e+04
3.502578e-01,3.014842e-05,2.107805e+03,-1.203072e+04
3.702578e-01,3.329557e-05,2.228147e+03,-1.271758e+04
3.902578e-01,3.678284e-05,2.348488e+03,-1.340442e+04
4.102578e-01,4.068044e-05,2.468826e+03,-1.409126e+04
4.302578e-01,4.508049e-05,2.589162e+03,-1.477808e+04
4.502578e-01,5.010654e-05,2.709497e+03,-1.546488e+04
4.702578e-01,5.592870e-05,2.829829e+03,-1.615168e+04
4.902578e-01,6.278855e-05,2.950159e+03,-1.683845e+04
5.102578e-01,7.104218e-05,3.070486e+03,-1.752521e+04
5.302578e-01,8.150632e-05,3.190809e+03,-1.821195e+04
5.502578e-01,9.474401e-05,3.311127e+03,-1.889865e+04
5.702578e-01,1.126444e-04,3.431437e+03,-1.958530e+04
5.902578e-01,1.387412e-04,3.551730e+03,-2.027186e+04
6.102578e-01,1.818030e-04,3.671979e+03,-2.095816e+04
6.302578e-01,2.723257e-04,3.792041e+03,-2.164338e+04
6.502578e-01,6.465027e-04,3.909568e+03,-2.231400e+04
6.702578e-01,2.730630e-03,3.960761e+03,-2.260259e+04
6.902578e-01,4.327552e-03,3.966404e+03,-2.262883e+04
7.102578e-01,5.498277e-03,3.968667e+03,-2.263555e+04
7.302578e-01,6.463337e-03,3.970084e+03,-2.263749e+04
7.502578e-01,7.303959e-03,3.971013e+03,-2.263657e+04
7.702578e-01,8.059238e-03,3.971603e+03,-2.263369e+04
7.902578e-01,8.752264e-03,3.971872e+03,-2.262896e+04
8.102578e-01,9.398857e-03,3.971760e+03,-2.262203e+04
8.302578e-01,1.001275e-02,3.971096e+03,-2.261190e+04
8.502578e-01,1.061440e-02,3.969447e+03,-2.259610e+04
8.702578e-01,1.129603e-02,3.965480e+03,-2.256691e+04
8.752578e-01,1.158652e-02,3.963392e+03,-2.255329e+04
8.757266e-01,1.163192e-02,3.963083e+03,-2.255136e+04
8.764297e-01,1.172331e-02,3.962475e+03,-2.254763e+04
8.766934e-01,1.177578e-02,3.962132e+03,-2.254556e+04
8.767923e-01,1.180251e-02,3.961957e+03,-2.254452e+04
8.769405e-01,1.186895e-02,3.961521e+03,-2.254196e+04
8.769544e-01,1.188112e-02,3.961440e+03,-2.254149e+04
8.769644e-01,1.189538e-02,3.961346e+03,-2.254094e+04
8.769644e-01,1.189538e-02,3.961346e+03,-2.254094e+04
