time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.983732e-08,4.186963e+00,-2.389862e+01
2.000000e-03,5.976808e-08,8.373931e+00,-4.779719e+01
3.500000e-03,1.047286e-07,1.465438e+01,-8.364508e+01
5.750000e-03,1.723813e-07,2.407506e+01,-1.374169e+02
9.125000e-03,2.743674e-07,3.820607e+01,-2.180747e+02
1.418750e-02,4.284742e-07,5.940260e+01,-3.390613e+02
2.178125e-02,6.622124e-07,9.119738e+01,-5.205412e+02
3.317187e-02,1.018689e-06,1.388895e+02,-7.927608e+02
5.025781e-02,1.567143e-06,2.104277e+02,-1.201090e+03
7.025781e-02,2.231607e-06,2.941669e+02,-1.679059e+03
9.025782e-02,2.922651e-06,3.779059e+02,-2.157027e+03
1.102578e-01,3.642529e-06,4.616448e+02,-2.634995e+03
1.302578e-01,4.393967e-06,5.453836e+02,-3.112961e+03
1.502578e-01,5.180085e-06,6.291222e+02,-3.590925e+03
1.702578e-01,6.004491e-06,7.128607e+02,-4.068889e+03
1.902578e-01,6.871324e-06,7.965991e+02,-4.546851e+03
2.102578e-01,7.785400e-06,8.803373e+02,-5.024812e+03
2.302578e-01,8.752348e-06,9.640753e+02,-5.502771e+03
2.502578e-01,9.778807e-06,1.047813e+03,-5.980730e+03
2.702578e-01,1.087267e-05,1.131551e+03,-6.458687e+03
2.902578e-01,1.204343e-05,1.215289e+03,-6.936642e+03
3.102578e-01,1.330255e-05,1.299026e+03,-7.414597e+03
3.302578e-01,1.466414e-05,1.382763e+03,-7.892550e+03
3.502578e-01,1.614566e-05,1.466501e+03,-8.370502e+03
3.702578e-01,1.776912e-05,1.550238e+03,-8.848452e+03
3.902578e-01,1.956259e-05,1.633974e+03,-9.326401e+03
4.102578e-01,2.156257e-05,1.717711e+03,-9.804348e+03
4.302578e-01,2.381744e-05,1.801448e+03,-1.028229e+04
4.502578e-01,2.639275e-05,1.885184e+03,-1.076024e+04
4.702578e-01,2.937972e-05,1.968920e+03,-1.123818e+04
4.902578e-01,3.296801e-05,2.052656e+03,-1.171612e+04
5.102578e-01,3.726657e-05,2.136391e+03,-1.219406e+04
5.302578e-01,4.263033e-05,2.220126e+03,-1.267199e+04
5.502578e-01,4.958497e-05,2.303861e+03,-1.314993e+04
5.702578e-01,5.907907e-05,2.387594e+03,-1.362785e+04
5.902578e-01,7.301808e-05,2.471325e+03,-1.410576e+04
6.102578e-01,9.588203e-05,2.555051e+03,-1.458364e+04
6.302578e-01,1.412947e-04,2.638760e+03,-1.506142e+04
6.502578e-01,2.794219e-04,2.722344e+03,-1.553849e+04
6.702578e-01,2.216491e-03,2.792932e+03,-1.594069e+04
6.852578e-01,5.045488e-03,2.799521e+03,-1.597523e+04
7.002578e-01,6.916204e-03,2.800984e+03,-1.598045e+04
7.202578e-01,8.818170e-03,2.802613e+03,-1.598545e+04
7.402578e-01,1.038202e-02,2.803904e+03,-1.598845e+04
7.602578e-01,1.174065e-02,2.805056e+03,-1.599070e+04
7.802578e-01,1.295849e-02,2.806099e+03,-1.599230e+04
8.002578e-01,1.407194e-02,2.807059e+03,-1.599341e+04
8.202578e-01,1.510418e-02,2.807939e+03,-1.599405e+04
8.402578e-01,1.607110e-02,2.808730e+03,-1.599418e+04
8.602578e-01,1.698428e-02,2.809417e+03,-1.599371e+04
8.802578e-01,1.785264e-02,2.809962e+03,-1.599220e+04
9.002578e-01,1.868320e-02,2.810331e+03,-1.598993e+04
9.202578e-01,1.948290e-02,2.810403e+03,-1.598592e+04
9.402578e-01,2.025940e-02,2.809950e+03,-1.597883e+04
9.602578e-01,2.103378e-02,2.807817e+03,-1.596219e+04
9.802578e-01,2.185682e-02,2.800984e+03,-1.591822e+04
1.000000e+00,2.276049e-02,2.786782e+03,-1.583161e+04
