time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,7.579503e-08,1.148429e+01,-6.564713e+01
2.000000e-03,1.518105e-07,2.296849e+01,-1.312938e+02
3.500000e-03,2.662309e-07,4.019465e+01,-2.297629e+02
5.750000e-03,4.387349e-07,6.603354e+01,-3.774646e+02
9.125000e-03,6.993914e-07,1.047911e+02,-5.990124e+02
1.418750e-02,1.094538e-06,1.629255e+02,-9.313235e+02
2.178125e-02,1.696482e-06,2.501230e+02,-1.429766e+03
3.317187e-02,2.620290e-06,3.809095e+02,-2.177373e+03
5.025781e-02,4.054829e-06,5.770669e+02,-3.298653e+03
7.025781e-02,5.815360e-06,8.066442e+02,-4.610969e+03
9.025782e-02,7.675181e-06,1.036182e+03,-5.923057e+03
1.102578e-01,9.646779e-06,1.265680e+03,-7.234912e+03
1.302578e-01,1.174578e-05,1.495135e+03,-8.546525e+03
1.502578e-01,1.399158e-05,1.724548e+03,-9.857888e+03
1.702578e-01,1.640813e-05,1.953915e+03,-1.116899e+04
1.902578e-01,1.902516e-05,2.183236e+03,-1.247983e+04
2.102578e-01,2.188011e-05,2.412510e+03,-1.379040e+04
2.302578e-01,2.502078e-05,2.641734e+03,-1.510068e+04
2.502578e-01,2.850924e-05,2.870907e+03,-1.641067e+04
2.702578e-01,3.242763e-05,3.100027e+03,-1.772035e+04
2.902578e-01,3.688697e-05,3.329093e+03,-1.902972e+04
3.102578e-01,4.204128e-05,3.558101e+03,-2.033876e+04
3.302578e-01,4.820964e-05,3.787050e+03,-2.164746e+04
3.502578e-01,5.557217e-05,4.015939e+03,-2.295581e+04
3.702578e-01,6.471877e-05,4.244763e+03,-2.426379e+04
3.902578e-01,7.651278e-05,4.473521e+03,-2.557139e+04
4.102578e-01,9.249159e-05,4.702207e+03,-2.687858e+04
4.302578e-01,1.156890e-04,4.930815e+03,-2.818531e+04
4.502578e-01,1.530301e-04,5.159328e+03,-2.949151e+04
4.702578e-01,2.245599e-04,5.387695e+03,-3.079685e+04
4.902578e-01,4.219473e-04,5.615552e+03,-3.209925e+04
5.102578e-01,2.311946e-03,5.821303e+03,-3.327356e+04
5.302578e-01,7.379232e-03,5.834396e+03,-3.333242e+04
5.502578e-01,1.051719e-02,5.817120e+03,-3.321565e+04
5.702578e-01,1.295283e-02,5.796244e+03,-3.307817e+04
5.902578e-01,1.502538e-02,5.772880e+03,-3.292639e+04
6.102578e-01,1.687463e-02,5.746790e+03,-3.275892e+04
6.302578e-01,1.858855e-02,5.715777e+03,-3.256300e+04
6.502578e-01,2.025535e-02,5.673959e+03,-3.230450e+04
6.702578e-01,2.223449e-02,5.579729e+03,-3.174192e+04
6.752578e-01,2.315231e-02,5.502259e+03,-3.128833e+04
6.771328e-01,2.365988e-02,5.453024e+03,-3.100105e+04
6.778359e-01,2.388649e-02,5.430096e+03,-3.086740e+04
6.788906e-01,2.430834e-02,5.385724e+03,-3.060899e+04
6.792861e-01,2.454614e-02,5.359477e+03,-3.045631e+04
6.794344e-01,2.470323e-02,5.341471e+03,-3.035166e+04
6.794484e-01,2.473048e-02,5.338278e+03,-3.033312e+04
6.794623e-01,2.476741e-02,5.333925e+03,-3.030784e+04
6.794623e-01,2.476741e-02,5.333925e+03,-3.030784e+04
