time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.641142e-08,4.517988e+00,-2.562427e+01
2.000000e-03,7.301616e-08,9.035797e+00,-5.124830e+01
3.500000e-03,1.280443e-07,1.581241e+01,-8.968317e+01
5.750000e-03,2.110179e-07,2.597693e+01,-1.473333e+02
9.125000e-03,3.364877e-07,4.122281e+01,-2.338033e+02
1.418750e-02,5.270120e-07,6.408957e+01,-3.634967e+02
2.178125e-02,8.181613e-07,9.838499e+01,-5.580102e+02
3.317187e-02,1.267330e-06,1.498174e+02,-8.497192e+02
5.025781e-02,1.970463e-06,2.269412e+02,-1.287143e+03
7.025781e-02,2.842368e-06,3.171806e+02,-1.798953e+03
9.025782e-02,3.773431e-06,4.073782e+02,-2.310525e+03
1.102578e-01,4.770675e-06,4.975332e+02,-2.821856e+03
1.302578e-01,5.842669e-06,5.876452e+02,-3.332941e+03
1.502578e-01,6.999932e-06,6.777136e+02,-3.843778e+03
1.702578e-01,8.255151e-06,7.677378e+02,-4.354363e+03
1.902578e-01,9.623746e-06,8.577173e+02,-4.864694e+03
2.102578e-01,1.112461e-05,9.476514e+02,-5.374767e+03
2.302578e-01,1.278117e-05,1.037540e+03,-5.884579e+03
2.502578e-01,1.462279e-05,1.127381e+03,-6.394126e+03
2.702578e-01,1.668676e-05,1.217176e+03,-6.903406e+03
2.902578e-01,1.902125e-05,1.306923e+03,-7.412414e+03
3.102578e-01,2.168945e-05,1.396622e+03,-7.921148e+03
3.302578e-01,2.477601e-05,1.486273e+03,-8.429604e+03
3.502578e-01,2.839693e-05,1.575873e+03,-8.937778e+03
3.702578e-01,3.278484e-05,1.665424e+03,-9.445665e+03
3.902578e-01,3.807269e-05,1.754923e+03,-9.953264e+03
4.102578e-01,4.467772e-05,1.844371e+03,-1.046057e+04
4.302578e-01,5.319001e-05,1.933766e+03,-1.096757e+04
4.502578e-01,6.461467e-05,2.023106e+03,-1.147426e+04
4.702578e-01,8.081460e-05,2.112388e+03,-1.198062e+04
4.902578e-01,1.056777e-04,2.201608e+03,-1.248662e+04
5.102578e-01,1.488600e-04,2.290745e+03,-1.299216e+04
5.302578e-01,2.428039e-04,2.379717e+03,-1.349675e+04
5.502578e-01,5.985161e-04,2.467527e+03,-1.399470e+04
5.702578e-01,3.261521e-03,2.513748e+03,-1.425558e+04
5.902578e-01,5.764409e-03,2.508863e+03,-1.422535e+04
6.102578e-01,7.533833e-03,2.500093e+03,-1.417304e+04
6.302578e-01,8.970897e-03,2.490547e+03,-1.411637e+04
6.502578e-01,1.021113e-02,2.480713e+03,-1.405807e+04
6.702578e-01,1.131749e-02,2.470773e+03,-1.399922e+04
6.902578e-01,1.232553e-02,2.460788e+03,-1.394014e+04
7.102578e-01,1.325739e-02,2.450797e+03,-1.388104e+04
7.302578e-01,1.412799e-02,2.440819e+03,-1.382204e+04
7.502578e-01,1.494797e-02,2.430868e+03,-1.376322e+04
7.702578e-01,1.572520e-02,2.420953e+03,-1.370462e+04
7.902578e-01,1.646570e-02,2.411078e+03,-1.364627e+04
8.102578e-01,1.717423e-02,2.401249e+03,-1.358820e+04
8.302578e-01,1.785458e-02,2.391468e+03,-1.353043e+04
8.502578e-01,1.850986e-02,2.381736e+03,-1.347296e+04
8.702578e-01,1.914263e-02,2.372057e+03,-1.341580e+04
8.902578e-01,1.975508e-02,2.362430e+03,-1.335896e+04
9.102578e-01,2.034903e-02,2.352858e+03,-1.330245e+04
9.302578e-01,2.092606e-02,2.343341e+03,-1.324627e+04
9.502578e-01,2.148754e-02,2.333879e+03,-1.319043e+04
9.702578e-01,2.203466e-02,2.324474e+03,-1.313492e+04
9.902578e-01,2.256847e-02,2.315125e+03,-1.307976e+04
1.000000e+00,2.282408e-02,2.310550e+03,-1.305303e+04
