time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.722114e-07,2.813196e+01,-1.612076e+02
2.000000e-03,7.453756e-07,5.625741e+01,-3.223778e+02
3.500000e-03,1.307064e-06,9.843286e+01,-5.640602e+02
5.750000e-03,2.153966e-06,1.616670e+02,-9.264172e+02
9.125000e-03,3.434522e-06,2.564514e+02,-1.469570e+03
1.418750e-02,5.378709e-06,3.984752e+02,-2.283423e+03
2.178125e-02,8.349482e-06,6.111586e+02,-3.502182e+03
3.317187e-02,1.293336e-05,9.293673e+02,-5.325641e+03
5.025781e-02,2.012693e-05,1.404747e+03,-8.049756e+03
7.025781e-02,2.906499e-05,1.958118e+03,-1.122079e+04
9.025782e-02,3.863214e-05,2.507939e+03,-1.437148e+04
1.102578e-01,4.891024e-05,3.053971e+03,-1.750045e+04
1.302578e-01,5.999605e-05,3.595962e+03,-2.060627e+04
1.502578e-01,7.200495e-05,4.133645e+03,-2.368740e+04
1.702578e-01,8.507590e-05,4.666737e+03,-2.674222e+04
1.902578e-01,9.931212e-05,5.195001e+03,-2.976934e+04
2.102578e-01,1.150301e-04,5.718008e+03,-3.276637e+04
2.302578e-01,1.324501e-04,6.235482e+03,-3.573169e+04
2.502578e-01,1.518877e-04,6.747083e+03,-3.866335e+04
2.702578e-01,1.737623e-04,7.252453e+03,-4.155931e+04
2.902578e-01,1.986221e-04,7.751221e+03,-4.441743e+04
3.102578e-01,2.271995e-04,8.243007e+03,-4.723554e+04
3.302578e-01,2.604973e-04,8.727421e+03,-5.001140e+04
3.502578e-01,2.999303e-04,9.204064e+03,-5.274272e+04
3.702578e-01,3.475645e-04,9.672534e+03,-5.542720e+04
3.902578e-01,4.080257e-04,1.013231e+04,-5.806192e+04
4.102578e-01,4.843557e-04,1.058319e+04,-6.064558e+04
4.302578e-01,5.866297e-04,1.102464e+04,-6.317513e+04
4.502578e-01,7.322428e-04,1.145614e+04,-6.564768e+04
4.702578e-01,9.586862e-04,1.187701e+04,-6.805915e+04
4.902578e-01,1.365476e-03,1.228570e+04,-7.040037e+04
5.102578e-01,2.313890e-03,1.267527e+04,-7.263013e+04
5.302578e-01,5.811883e-03,1.297033e+04,-7.429976e+04
5.502578e-01,1.275623e-02,1.292634e+04,-7.395358e+04
5.702578e-01,1.856894e-02,1.273439e+04,-7.273191e+04
5.902578e-01,2.518930e-02,1.235807e+04,-7.043575e+04
6.102578e-01,3.443812e-02,1.176660e+04,-6.690973e+04
6.115078e-01,3.501019e-02,1.173338e+04,-6.671195e+04
6.133828e-01,3.595595e-02,1.168031e+04,-6.639635e+04
6.140859e-01,3.653872e-02,1.165065e+04,-6.622093e+04
6.140859e-01,3.653872e-02,1.164969e+04,-6.621529e+04
