time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.760210e-08,3.838308e+00,-2.182262e+01
2.000000e-03,3.531086e-08,7.676557e+00,-4.364513e+01
3.500000e-03,6.193155e-08,1.343390e+01,-7.637853e+01
5.750000e-03,1.020824e-07,2.206977e+01,-1.254779e+02
9.125000e-03,1.627981e-07,3.502330e+01,-1.991253e+02
1.418750e-02,2.549566e-07,5.445290e+01,-3.095925e+02
2.178125e-02,3.955952e-07,8.359574e+01,-4.752844e+02
3.317187e-02,6.118818e-07,1.273064e+02,-7.238020e+02
5.025781e-02,9.483304e-07,1.928643e+02,-1.096532e+03
7.025781e-02,1.361237e-06,2.695907e+02,-1.532760e+03
9.025782e-02,1.796622e-06,3.463033e+02,-1.968909e+03
1.102578e-01,2.256717e-06,4.230018e+02,-2.404978e+03
1.302578e-01,2.744332e-06,4.996861e+02,-2.840966e+03
1.502578e-01,3.263010e-06,5.763561e+02,-3.276872e+03
1.702578e-01,3.817075e-06,6.530115e+02,-3.712695e+03
1.902578e-01,4.411812e-06,7.296522e+02,-4.148433e+03
2.102578e-01,5.053709e-06,8.062781e+02,-4.584087e+03
2.302578e-01,5.750803e-06,8.828888e+02,-5.019654e+03
2.502578e-01,6.513149e-06,9.594844e+02,-5.455134e+03
2.702578e-01,7.353483e-06,1.036065e+03,-5.890527e+03
2.902578e-01,8.288171e-06,1.112629e+03,-6.325830e+03
3.102578e-01,9.338587e-06,1.189178e+03,-6.761044e+03
3.302578e-01,1.053319e-05,1.265711e+03,-7.196166e+03
3.502578e-01,1.191069e-05,1.342228e+03,-7.631197e+03
3.702578e-01,1.352512e-05,1.418729e+03,-8.066135e+03
3.902578e-01,1.545423e-05,1.495213e+03,-8.500978e+03
4.102578e-01,1.786661e-05,1.571680e+03,-8.935726e+03
4.302578e-01,2.087051e-05,1.648131e+03,-9.370377e+03
4.502578e-01,2.481309e-05,1.724564e+03,-9.804930e+03
4.702578e-01,3.025881e-05,1.800980e+03,-1.023938e+04
4.902578e-01,3.834019e-05,1.877377e+03,-1.067373e+04
5.102578e-01,5.170685e-05,1.953755e+03,-1.110796e+04
5.302578e-01,7.836051e-05,2.030104e+03,-1.154203e+04
5.502578e-01,1.588008e-04,2.106369e+03,-1.197562e+04
5.702578e-01,1.522473e-03,2.172914e+03,-1.235366e+04
5.852578e-01,3.877555e-03,2.175856e+03,-1.236883e+04
6.002578e-01,5.402861e-03,2.172608e+03,-1.234909e+04
6.202578e-01,6.923011e-03,2.168846e+03,-1.232523e+04
6.402578e-01,8.163547e-03,2.165080e+03,-1.230255e+04
6.602578e-01,9.241025e-03,2.161133e+03,-1.227832e+04
6.802578e-01,1.020543e-02,2.157144e+03,-1.225381e+04
7.002578e-01,1.108599e-02,2.153143e+03,-1.222923e+04
7.202578e-01,1.190124e-02,2.149140e+03,-1.220466e+04
7.402578e-01,1.266374e-02,2.145144e+03,-1.218012e+04
7.602578e-01,1.338249e-02,2.141157e+03,-1.215566e+04
7.802578e-01,1.406418e-02,2.137183e+03,-1.213127e+04
8.002578e-01,1.471396e-02,2.133224e+03,-1.210697e+04
8.202578e-01,1.533588e-02,2.129279e+03,-1.208276e+04
8.402578e-01,1.593320e-02,2.125352e+03,-1.205866e+04
8.602578e-01,1.650858e-02,2.121441e+03,-1.203466e+04
8.802578e-01,1.706426e-02,2.117548e+03,-1.201077e+04
9.002578e-01,1.760209e-02,2.113672e+03,-1.198698e+04
9.202578e-01,1.812366e-02,2.109815e+03,-1.196331e+04
9.402578e-01,1.863035e-02,2.105975e+03,-1.193975e+04
9.602578e-01,1.912334e-02,2.102155e+03,-1.191629e+04
9.802578e-01,1.960365e-02,2.098352e+03,-1.189295e+04
1.000000e+00,2.006624e-02,2.094617e+03,-1.187002e+04
