time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.329902e-08,4.697301e+00,-2.676315e+01
2.000000e-03,2.669895e-08,9.394581e+00,-5.352621e+01
3.500000e-03,4.684361e-08,1.644049e+01,-9.367069e+01
5.750000e-03,7.724825e-08,2.700929e+01,-1.538871e+02
9.125000e-03,1.232347e-07,4.286238e+01,-2.442111e+02
1.418750e-02,1.929943e-07,6.664174e+01,-3.796954e+02
2.178125e-02,2.991961e-07,1.023102e+02,-5.829183e+02
3.317187e-02,4.616165e-07,1.558113e+02,-8.877444e+02
5.025781e-02,7.115355e-07,2.360598e+02,-1.344965e+03
7.025781e-02,1.012967e-06,3.299899e+02,-1.880136e+03
9.025782e-02,1.324247e-06,4.239143e+02,-2.415274e+03
1.102578e-01,1.645904e-06,5.178330e+02,-2.950380e+03
1.302578e-01,1.978779e-06,6.117460e+02,-3.485452e+03
1.502578e-01,2.324053e-06,7.056532e+02,-4.020491e+03
1.702578e-01,2.683265e-06,7.995544e+02,-4.555495e+03
1.902578e-01,3.058355e-06,8.934496e+02,-5.090465e+03
2.102578e-01,3.451763e-06,9.873387e+02,-5.625399e+03
2.302578e-01,3.866565e-06,1.081222e+03,-6.160297e+03
2.502578e-01,4.306665e-06,1.175098e+03,-6.695159e+03
2.702578e-01,4.777082e-06,1.268969e+03,-7.229985e+03
2.902578e-01,5.284360e-06,1.362833e+03,-7.764773e+03
3.102578e-01,5.837188e-06,1.456690e+03,-8.299523e+03
3.302578e-01,6.447349e-06,1.550541e+03,-8.834236e+03
3.502578e-01,7.131217e-06,1.644385e+03,-9.368910e+03
3.702578e-01,7.912230e-06,1.738222e+03,-9.903544e+03
3.902578e-01,8.825135e-06,1.832053e+03,-1.043814e+04
4.102578e-01,9.923686e-06,1.925876e+03,-1.097269e+04
4.302578e-01,1.129557e-05,2.019693e+03,-1.150721e+04
4.502578e-01,1.317582e-05,2.113502e+03,-1.204168e+04
4.702578e-01,1.578160e-05,2.207304e+03,-1.257611e+04
4.902578e-01,1.989491e-05,2.301099e+03,-1.311050e+04
5.102578e-01,2.764459e-05,2.394885e+03,-1.364483e+04
5.302578e-01,4.875545e-05,2.488659e+03,-1.417910e+04
5.502578e-01,3.960926e-04,2.581772e+03,-1.470958e+04
5.702578e-01,4.471419e-03,2.589225e+03,-1.474936e+04
5.902578e-01,6.507065e-03,2.585660e+03,-1.472615e+04
6.102578e-01,8.046352e-03,2.581871e+03,-1.470167e+04
6.302578e-01,9.336426e-03,2.578008e+03,-1.467677e+04
6.502578e-01,1.046969e-02,2.574092e+03,-1.465157e+04
6.702578e-01,1.149241e-02,2.570148e+03,-1.462623e+04
6.902578e-01,1.243200e-02,2.566174e+03,-1.460072e+04
7.102578e-01,1.330613e-02,2.562170e+03,-1.457506e+04
7.302578e-01,1.412698e-02,2.558137e+03,-1.454923e+04
7.502578e-01,1.490343e-02,2.554075e+03,-1.452324e+04
7.702578e-01,1.564214e-02,2.549982e+03,-1.449708e+04
7.902578e-01,1.634828e-02,2.545856e+03,-1.447073e+04
8.102578e-01,1.702598e-02,2.541695e+03,-1.444419e+04
8.302578e-01,1.767857e-02,2.537497e+03,-1.441745e+04
8.502578e-01,1.830880e-02,2.533258e+03,-1.439048e+04
8.702578e-01,1.891897e-02,2.528977e+03,-1.436327e+04
8.902578e-01,1.951104e-02,2.524650e+03,-1.433580e+04
9.102578e-01,2.008693e-02,2.520226e+03,-1.430791e+04
9.302578e-01,2.064759e-02,2.515799e+03,-1.427987e+04
9.502578e-01,2.119452e-02,2.511317e+03,-1.425153e+04
9.702578e-01,2.172887e-02,2.506775e+03,-1.422284e+04
9.902578e-01,2.225162e-02,2.502169e+03,-1.419380e+04
1.000000e+00,2.250223e-02,2.499923e+03,-1.417959e+04
