time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.533959e-07,1.681338e+01,-9.622041e+01
2.000000e-03,3.072199e-07,3.362615e+01,-1.924372e+02
3.500000e-03,5.387541e-07,5.884408e+01,-3.367555e+02
5.750000e-03,8.878376e-07,9.666822e+01,-5.532170e+02
9.125000e-03,1.415452e-06,1.533981e+02,-8.778726e+02
1.418750e-02,2.215847e-06,2.384782e+02,-1.364772e+03
2.178125e-02,3.436916e-06,3.660649e+02,-2.094929e+03
3.317187e-02,5.316084e-06,5.573678e+02,-3.189721e+03
5.025781e-02,8.248289e-06,8.441428e+02,-4.830881e+03
7.025781e-02,1.187242e-05,1.179543e+03,-6.750310e+03
9.025782e-02,1.573208e-05,1.514620e+03,-8.667889e+03
1.102578e-01,1.985779e-05,1.849360e+03,-1.058353e+04
1.302578e-01,2.428728e-05,2.183745e+03,-1.249715e+04
1.502578e-01,2.906719e-05,2.517759e+03,-1.440863e+04
1.702578e-01,3.425486e-05,2.851384e+03,-1.631789e+04
1.902578e-01,3.992136e-05,3.184600e+03,-1.822480e+04
2.102578e-01,4.615606e-05,3.517387e+03,-2.012926e+04
2.302578e-01,5.307306e-05,3.849724e+03,-2.203114e+04
2.502578e-01,6.082051e-05,4.181587e+03,-2.393030e+04
2.702578e-01,6.959456e-05,4.512951e+03,-2.582661e+04
2.902578e-01,7.966083e-05,4.843792e+03,-2.771991e+04
3.102578e-01,9.138849e-05,5.174081e+03,-2.961006e+04
3.302578e-01,1.055476e-04,5.503782e+03,-3.149684e+04
3.502578e-01,1.225728e-04,5.832874e+03,-3.338013e+04
3.702578e-01,1.438996e-04,6.161317e+03,-3.525971e+04
3.902578e-01,1.716499e-04,6.489071e+03,-3.713533e+04
4.102578e-01,2.096520e-04,6.816088e+03,-3.900673e+04
4.302578e-01,2.656005e-04,7.142303e+03,-4.087353e+04
4.502578e-01,3.575860e-04,7.467597e+03,-4.273505e+04
4.702578e-01,5.405900e-04,7.791611e+03,-4.458918e+04
4.902578e-01,1.091766e-03,8.111667e+03,-4.642029e+04
5.102578e-01,4.893907e-03,8.338424e+03,-4.770706e+04
5.302578e-01,1.014357e-02,8.327555e+03,-4.760795e+04
5.502578e-01,1.377303e-02,8.285019e+03,-4.732464e+04
5.702578e-01,1.668943e-02,8.235863e+03,-4.700312e+04
5.902578e-01,1.920705e-02,8.182864e+03,-4.665977e+04
6.102578e-01,2.149535e-02,8.122558e+03,-4.627406e+04
6.302578e-01,2.370913e-02,8.043490e+03,-4.577903e+04
6.352578e-01,2.429907e-02,8.014509e+03,-4.560143e+04
6.427578e-01,2.543120e-02,7.931936e+03,-4.510623e+04
6.434609e-01,2.562190e-02,7.911633e+03,-4.498627e+04
6.437246e-01,2.571694e-02,7.900592e+03,-4.492122e+04
6.441201e-01,2.594572e-02,7.871547e+03,-4.475057e+04
6.441572e-01,2.598919e-02,7.865642e+03,-4.471595e+04
6.441711e-01,2.600891e-02,7.862937e+03,-4.470008e+04
6.441920e-01,2.604685e-02,7.857674e+03,-4.466924e+04
6.442019e-01,2.607645e-02,7.853503e+03,-4.464481e+04
6.442019e-01,2.607645e-02,7.853503e+03,-4.464481e+04
