time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.992627e-08,7.290296e+00,-4.161180e+01
2.000000e-03,6.005325e-08,1.458060e+01,-8.322344e+01
3.500000e-03,1.053336e-07,2.551604e+01,-1.456410e+02
5.750000e-03,1.736319e-07,4.191919e+01,-2.392672e+02
9.125000e-03,2.768435e-07,6.652390e+01,-3.797064e+02
1.418750e-02,4.332689e-07,1.034309e+02,-5.903649e+02
2.178125e-02,6.712472e-07,1.587913e+02,-9.063516e+02
3.317187e-02,1.035302e-06,2.418315e+02,-1.380330e+03
5.025781e-02,1.596894e-06,3.663912e+02,-2.091292e+03
7.025781e-02,2.278608e-06,5.121939e+02,-2.923504e+03
9.025782e-02,2.989192e-06,6.579954e+02,-3.755709e+03
1.102578e-01,3.731654e-06,8.037956e+02,-4.587905e+03
1.302578e-01,4.509940e-06,9.495947e+02,-5.420093e+03
1.502578e-01,5.329053e-06,1.095393e+03,-6.252274e+03
1.702578e-01,6.195224e-06,1.241189e+03,-7.084446e+03
1.902578e-01,7.116193e-06,1.386985e+03,-7.916610e+03
2.102578e-01,8.101674e-06,1.532779e+03,-8.748766e+03
2.302578e-01,9.163987e-06,1.678572e+03,-9.580914e+03
2.502578e-01,1.031897e-05,1.824363e+03,-1.041305e+04
2.702578e-01,1.158735e-05,1.970154e+03,-1.124519e+04
2.902578e-01,1.299673e-05,2.115943e+03,-1.207731e+04
3.102578e-01,1.458472e-05,2.261731e+03,-1.290942e+04
3.302578e-01,1.640394e-05,2.407517e+03,-1.374153e+04
3.502578e-01,1.853029e-05,2.553303e+03,-1.457363e+04
3.702578e-01,2.107736e-05,2.699087e+03,-1.540572e+04
3.902578e-01,2.430950e-05,2.844869e+03,-1.623780e+04
4.102578e-01,2.841324e-05,2.990650e+03,-1.706987e+04
4.302578e-01,3.400796e-05,3.136429e+03,-1.790193e+04
4.502578e-01,4.224688e-05,3.282206e+03,-1.873397e+04
4.702578e-01,5.588942e-05,3.427979e+03,-1.956599e+04
4.902578e-01,8.361004e-05,3.573740e+03,-2.039794e+04
5.102578e-01,1.739884e-04,3.719418e+03,-2.122941e+04
5.152578e-01,2.420796e-04,3.755741e+03,-2.143672e+04
5.227578e-01,5.867202e-04,3.809165e+03,-2.174157e+04
5.340078e-01,3.566295e-03,3.836710e+03,-2.189616e+04
5.452578e-01,5.646443e-03,3.834302e+03,-2.187846e+04
5.565078e-01,7.170607e-03,3.830311e+03,-2.185166e+04
5.733828e-01,8.996692e-03,3.823503e+03,-2.180677e+04
5.933828e-01,1.077745e-02,3.814738e+03,-2.174960e+04
6.133828e-01,1.231239e-02,3.805359e+03,-2.168891e+04
6.333828e-01,1.368595e-02,3.795298e+03,-2.162432e+04
6.533828e-01,1.494463e-02,3.784459e+03,-2.155527e+04
6.733828e-01,1.611892e-02,3.772573e+03,-2.148021e+04
6.933828e-01,1.723116e-02,3.759242e+03,-2.139684e+04
7.133828e-01,1.830090e-02,3.743786e+03,-2.130125e+04
7.333828e-01,1.934966e-02,3.724947e+03,-2.118616e+04
7.533828e-01,2.039724e-02,3.701498e+03,-2.104358e+04
7.733828e-01,2.152417e-02,3.665356e+03,-2.082981e+04
7.933828e-01,2.273524e-02,3.616807e+03,-2.054353e+04
8.133828e-01,2.405863e-02,3.553503e+03,-2.017223e+04
8.333828e-01,2.576797e-02,3.450639e+03,-1.957296e+04
8.533828e-01,2.819895e-02,3.278587e+03,-1.857519e+04
8.733828e-01,3.002371e-02,3.160539e+03,-1.788898e+04
8.933828e-01,3.141714e-02,3.080106e+03,-1.742049e+04
9.133828e-01,3.259944e-02,3.017345e+03,-1.705381e+04
9.333828e-01,3.364747e-02,2.965390e+03,-1.674951e+04
9.533828e-01,3.460151e-02,2.920726e+03,-1.648735e+04
9.733828e-01,3.548508e-02,2.881340e+03,-1.625570e+04
9.933828e-01,3.631318e-02,2.845968e+03,-1.604727e+04
1.000000e+00,3.657671e-02,2.835015e+03,-1.598252e+04
