time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.564732e-08,3.477864e+00,-1.985116e+01
2.000000e-03,5.138014e-08,6.955738e+00,-3.970235e+01
3.500000e-03,9.004556e-08,1.217255e+01,-6.947917e+01
5.750000e-03,1.482294e-07,1.999778e+01,-1.141444e+02
9.125000e-03,2.359414e-07,3.173563e+01,-1.811424e+02
1.418750e-02,3.684025e-07,4.934243e+01,-2.816394e+02
2.178125e-02,5.691894e-07,7.575265e+01,-4.323850e+02
3.317187e-02,8.751955e-07,1.153680e+02,-6.585035e+02
5.025781e-02,1.345906e-06,1.747910e+02,-9.976811e+02
7.025781e-02,1.916422e-06,2.443488e+02,-1.394706e+03
9.025782e-02,2.510290e-06,3.139066e+02,-1.791731e+03
1.102578e-01,3.129597e-06,3.834644e+02,-2.188755e+03
1.302578e-01,3.776918e-06,4.530221e+02,-2.585779e+03
1.502578e-01,4.455123e-06,5.225797e+02,-2.982802e+03
1.702578e-01,5.167573e-06,5.921373e+02,-3.379824e+03
1.902578e-01,5.918107e-06,6.616949e+02,-3.776846e+03
2.102578e-01,6.711224e-06,7.312524e+02,-4.173868e+03
2.302578e-01,7.552194e-06,8.008099e+02,-4.570889e+03
2.502578e-01,8.447263e-06,8.703673e+02,-4.967909e+03
2.702578e-01,9.403889e-06,9.399247e+02,-5.364929e+03
2.902578e-01,1.043106e-05,1.009482e+03,-5.761948e+03
3.102578e-01,1.153971e-05,1.079039e+03,-6.158967e+03
3.302578e-01,1.274331e-05,1.148597e+03,-6.555985e+03
3.502578e-01,1.405861e-05,1.218154e+03,-6.953003e+03
3.702578e-01,1.550679e-05,1.287711e+03,-7.350020e+03
3.902578e-01,1.711497e-05,1.357268e+03,-7.747036e+03
4.102578e-01,1.891849e-05,1.426825e+03,-8.144052e+03
4.302578e-01,2.096434e-05,1.496382e+03,-8.541067e+03
4.502578e-01,2.331636e-05,1.565939e+03,-8.938081e+03
4.702578e-01,2.606360e-05,1.635496e+03,-9.335095e+03
4.902578e-01,2.939161e-05,1.705052e+03,-9.732107e+03
5.102578e-01,3.340733e-05,1.774609e+03,-1.012912e+04
5.302578e-01,3.845885e-05,1.844165e+03,-1.052613e+04
5.502578e-01,4.506252e-05,1.913721e+03,-1.092314e+04
5.702578e-01,5.415066e-05,1.983277e+03,-1.132014e+04
5.902578e-01,6.759671e-05,2.052831e+03,-1.171714e+04
6.102578e-01,8.980477e-05,2.122382e+03,-1.211412e+04
6.302578e-01,1.341600e-04,2.191924e+03,-1.251105e+04
6.502578e-01,2.695556e-04,2.261397e+03,-1.290757e+04
6.702578e-01,2.503079e-03,2.321285e+03,-1.324867e+04
6.852578e-01,6.038926e-03,2.326145e+03,-1.327291e+04
7.002578e-01,8.292255e-03,2.327671e+03,-1.327753e+04
7.202578e-01,1.058746e-02,2.329179e+03,-1.328144e+04
7.402578e-01,1.247158e-02,2.330435e+03,-1.328346e+04
7.602578e-01,1.410562e-02,2.331636e+03,-1.328532e+04
7.802578e-01,1.556872e-02,2.332778e+03,-1.328677e+04
8.002578e-01,1.690477e-02,2.333889e+03,-1.328803e+04
8.202578e-01,1.814169e-02,2.334980e+03,-1.328917e+04
8.402578e-01,1.929847e-02,2.336057e+03,-1.329023e+04
8.602578e-01,2.038943e-02,2.337085e+03,-1.329052e+04
8.802578e-01,2.142313e-02,2.338148e+03,-1.329161e+04
9.002578e-01,2.240827e-02,2.339202e+03,-1.329262e+04
9.202578e-01,2.335103e-02,2.340247e+03,-1.329354e+04
9.402578e-01,2.425635e-02,2.341283e+03,-1.329439e+04
9.602578e-01,2.512829e-02,2.342310e+03,-1.329517e+04
9.802578e-01,2.597025e-02,2.343328e+03,-1.329589e+04
1.000000e+00,2.677473e-02,2.344323e+03,-1.329653e+04
