time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,8.489977e-08,3.741373e+00,-2.135757e+01
2.000000e-03,1.701763e-07,7.483555e+00,-4.271463e+01
3.500000e-03,2.983068e-07,1.309620e+01,-7.475045e+01
5.750000e-03,4.913067e-07,2.151513e+01,-1.228040e+02
9.125000e-03,7.826371e-07,3.414345e+01,-1.948837e+02
1.418750e-02,1.223811e-06,5.308576e+01,-3.030021e+02
2.178125e-02,1.895188e-06,8.149881e+01,-4.651770e+02
3.317187e-02,2.924642e-06,1.241175e+02,-7.084332e+02
5.025781e-02,4.521947e-06,1.880435e+02,-1.073304e+03
7.025781e-02,6.480339e-06,2.628692e+02,-1.500384e+03
9.025782e-02,8.545643e-06,3.376915e+02,-1.927441e+03
1.102578e-01,1.072972e-05,4.125104e+02,-2.354475e+03
1.302578e-01,1.304692e-05,4.873258e+02,-2.781486e+03
1.502578e-01,1.551468e-05,5.621379e+02,-3.208475e+03
1.702578e-01,1.815391e-05,6.369464e+02,-3.635440e+03
1.902578e-01,2.098986e-05,7.117515e+02,-4.062382e+03
2.102578e-01,2.405334e-05,7.865530e+02,-4.489301e+03
2.302578e-01,2.738243e-05,8.613510e+02,-4.916196e+03
2.502578e-01,3.102477e-05,9.361454e+02,-5.343068e+03
2.702578e-01,3.504087e-05,1.010936e+03,-5.769916e+03
2.902578e-01,3.950888e-05,1.085723e+03,-6.196740e+03
3.102578e-01,4.453175e-05,1.160507e+03,-6.623539e+03
3.302578e-01,5.024817e-05,1.235286e+03,-7.050313e+03
3.502578e-01,5.684999e-05,1.310062e+03,-7.477062e+03
3.702578e-01,6.461103e-05,1.384834e+03,-7.903785e+03
3.902578e-01,7.393731e-05,1.459601e+03,-8.330480e+03
4.102578e-01,8.545937e-05,1.534364e+03,-8.757145e+03
4.302578e-01,1.007573e-04,1.609121e+03,-9.183773e+03
4.502578e-01,1.210900e-04,1.683870e+03,-9.610359e+03
4.702578e-01,1.508703e-04,1.758609e+03,-1.003688e+04
4.902578e-01,2.002436e-04,1.833325e+03,-1.046326e+04
5.102578e-01,3.041759e-04,1.907960e+03,-1.088917e+04
5.302578e-01,7.571548e-04,1.981509e+03,-1.130877e+04
5.502578e-01,3.894722e-03,2.006696e+03,-1.144787e+04
5.702578e-01,6.336880e-03,1.995904e+03,-1.137824e+04
5.715078e-01,6.540129e-03,1.993344e+03,-1.136294e+04
5.719765e-01,6.633193e-03,1.992047e+03,-1.135525e+04
5.726797e-01,6.821249e-03,1.989237e+03,-1.133871e+04
5.729433e-01,6.943773e-03,1.987309e+03,-1.132743e+04
5.730422e-01,7.048401e-03,1.985623e+03,-1.131761e+04
5.730422e-01,7.048401e-03,1.985623e+03,-1.131761e+04
