time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,4.888302e-08,6.198273e+00,-3.537909e+01
2.000000e-03,9.795585e-08,1.239659e+01,-7.075791e+01
3.500000e-03,1.716742e-07,2.169403e+01,-1.238263e+02
5.750000e-03,2.826578e-07,3.564017e+01,-2.034288e+02
9.125000e-03,4.500590e-07,5.655936e+01,-3.228323e+02
1.418750e-02,7.032748e-07,8.793809e+01,-5.019372e+02
2.178125e-02,1.087958e-06,1.350060e+02,-7.705935e+02
3.317187e-02,1.676259e-06,2.056077e+02,-1.173576e+03
5.025781e-02,2.585261e-06,3.115095e+02,-1.778044e+03
7.025781e-02,3.692939e-06,4.354721e+02,-2.485599e+03
9.025782e-02,4.852179e-06,5.594336e+02,-3.193146e+03
1.102578e-01,6.067540e-06,6.833939e+02,-3.900685e+03
1.302578e-01,7.344388e-06,8.073531e+02,-4.608215e+03
1.502578e-01,8.689021e-06,9.313112e+02,-5.315737e+03
1.702578e-01,1.010870e-05,1.055268e+03,-6.023251e+03
1.902578e-01,1.161182e-05,1.179224e+03,-6.730756e+03
2.102578e-01,1.320818e-05,1.303178e+03,-7.438253e+03
2.302578e-01,1.490925e-05,1.427132e+03,-8.145742e+03
2.502578e-01,1.672859e-05,1.551084e+03,-8.853222e+03
2.702578e-01,1.868235e-05,1.675035e+03,-9.560693e+03
2.902578e-01,2.078992e-05,1.798985e+03,-1.026816e+04
3.102578e-01,2.307483e-05,1.922933e+03,-1.097561e+04
3.302578e-01,2.556592e-05,2.046880e+03,-1.168306e+04
3.502578e-01,2.829896e-05,2.170827e+03,-1.239049e+04
3.702578e-01,3.131897e-05,2.294771e+03,-1.309792e+04
3.902578e-01,3.468343e-05,2.418715e+03,-1.380534e+04
4.102578e-01,3.846699e-05,2.542657e+03,-1.451275e+04
4.302578e-01,4.276860e-05,2.666598e+03,-1.522015e+04
4.502578e-01,4.772246e-05,2.790537e+03,-1.592754e+04
4.702578e-01,5.351557e-05,2.914475e+03,-1.663492e+04
4.902578e-01,6.041703e-05,3.038410e+03,-1.734229e+04
5.102578e-01,6.901885e-05,3.162344e+03,-1.804964e+04
5.302578e-01,7.969855e-05,3.286275e+03,-1.875698e+04
5.502578e-01,9.370308e-05,3.410203e+03,-1.946429e+04
5.702578e-01,1.131377e-04,3.534124e+03,-2.017157e+04
5.902578e-01,1.425212e-04,3.658035e+03,-2.087879e+04
6.102578e-01,1.939912e-04,3.781918e+03,-2.158584e+04
6.302578e-01,3.179717e-04,3.905667e+03,-2.229212e+04
6.502578e-01,1.350961e-03,4.023526e+03,-2.296445e+04
6.702578e-01,5.308890e-03,4.043591e+03,-2.307321e+04
6.902578e-01,7.669765e-03,4.044584e+03,-2.307204e+04
7.102578e-01,9.480971e-03,4.043522e+03,-2.305903e+04
7.302578e-01,1.102464e-02,4.040356e+03,-2.303385e+04
7.502578e-01,1.245901e-02,4.031305e+03,-2.297474e+04
7.552578e-01,1.284857e-02,4.025280e+03,-2.293825e+04
7.571328e-01,1.301392e-02,4.021583e+03,-2.291626e+04
7.599453e-01,1.331862e-02,4.012108e+03,-2.286061e+04
7.610000e-01,1.347606e-02,4.005576e+03,-2.282255e+04
7.625820e-01,1.395975e-02,3.977663e+03,-2.266090e+04
7.626191e-01,1.400211e-02,3.974632e+03,-2.264341e+04
7.626330e-01,1.402354e-02,3.973066e+03,-2.263436e+04
7.626539e-01,1.407956e-02,3.968862e+03,-2.261009e+04
7.626539e-01,1.407956e-02,3.968862e+03,-2.261009e+04
