time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.442910e-08,4.759845e-01,-5.584536e+00
2.000000e-03,2.888930e-08,9.519741e-01,-1.116915e+01
3.500000e-03,5.062947e-08,1.665960e+00,-1.954608e+01
5.750000e-03,8.339077e-08,2.736942e+00,-3.211151e+01
9.125000e-03,1.329009e-07,4.343421e+00,-5.095971e+01
1.418750e-02,2.080296e-07,6.753146e+00,-7.923210e+01
2.178125e-02,3.227152e-07,1.036774e+01,-1.216408e+02
3.317187e-02,4.993373e-07,1.578965e+01,-1.852539e+02
5.025781e-02,7.750022e-07,2.392252e+01,-2.806738e+02
7.025781e-02,1.115016e-06,3.344249e+01,-3.923678e+02
9.025782e-02,1.474625e-06,4.296246e+01,-5.040619e+02
1.102578e-01,1.856658e-06,5.248243e+01,-6.157560e+02
1.302578e-01,2.262791e-06,6.200241e+01,-7.274501e+02
1.502578e-01,2.695356e-06,7.152238e+01,-8.391441e+02
1.702578e-01,3.157115e-06,8.104235e+01,-9.508381e+02
1.902578e-01,3.651248e-06,9.056233e+01,-1.062532e+03
2.102578e-01,4.181436e-06,1.000823e+02,-1.174226e+03
2.302578e-01,4.751965e-06,1.096023e+02,-1.285920e+03
2.502578e-01,5.367865e-06,1.191222e+02,-1.397614e+03
2.702578e-01,6.035077e-06,1.286422e+02,-1.509307e+03
2.902578e-01,6.760677e-06,1.381622e+02,-1.621001e+03
3.102578e-01,7.553171e-06,1.476821e+02,-1.732695e+03
3.302578e-01,8.422881e-06,1.572021e+02,-1.844388e+03
3.502578e-01,9.382488e-06,1.667220e+02,-1.956082e+03
3.702578e-01,1.044776e-05,1.762420e+02,-2.067775e+03
3.902578e-01,1.163860e-05,1.857619e+02,-2.179468e+03
4.102578e-01,1.298054e-05,1.952819e+02,-2.291162e+03
4.302578e-01,1.450697e-05,2.048018e+02,-2.402855e+03
4.502578e-01,1.626252e-05,2.143217e+02,-2.514548e+03
4.702578e-01,1.830844e-05,2.238417e+02,-2.626241e+03
4.902578e-01,2.073135e-05,2.333616e+02,-2.737933e+03
5.102578e-01,2.371672e-05,2.428815e+02,-2.849626e+03
5.302578e-01,2.737817e-05,2.524013e+02,-2.961318e+03
5.502578e-01,3.208736e-05,2.619211e+02,-3.073009e+03
5.702578e-01,3.843808e-05,2.714409e+02,-3.184700e+03
5.902578e-01,4.760897e-05,2.809604e+02,-3.296388e+03
6.102578e-01,6.233950e-05,2.904796e+02,-3.408072e+03
6.302578e-01,9.085498e-05,2.999974e+02,-3.519740e+03
6.502578e-01,1.746577e-04,3.095059e+02,-3.631298e+03
6.702578e-01,1.477973e-03,3.178268e+02,-3.728850e+03
6.902578e-01,4.203736e-03,3.186217e+02,-3.737639e+03
7.102578e-01,5.841820e-03,3.188485e+02,-3.739730e+03
7.302578e-01,7.118281e-03,3.190174e+02,-3.741138e+03
7.502578e-01,8.200393e-03,3.191627e+02,-3.742255e+03
7.702578e-01,9.156574e-03,3.192938e+02,-3.743225e+03
7.902578e-01,1.002337e-02,3.194089e+02,-3.743996e+03
8.102578e-01,1.082303e-02,3.195032e+02,-3.744521e+03
8.302578e-01,1.157129e-02,3.195626e+02,-3.744633e+03
8.502578e-01,1.228212e-02,3.195486e+02,-3.743876e+03
8.702578e-01,1.297042e-02,3.193916e+02,-3.741329e+03
8.802578e-01,1.335187e-02,3.188458e+02,-3.734690e+03
8.840078e-01,1.351139e-02,3.184617e+02,-3.730043e+03
8.896328e-01,1.381904e-02,3.171946e+02,-3.714908e+03
8.917422e-01,1.400553e-02,3.160948e+02,-3.701854e+03
8.925332e-01,1.411547e-02,3.153567e+02,-3.693111e+03
8.928298e-01,1.417264e-02,3.149470e+02,-3.688261e+03
8.932748e-01,1.432878e-02,3.137224e+02,-3.673781e+03
8.932852e-01,1.433820e-02,3.136432e+02,-3.672845e+03
8.933008e-01,1.435720e-02,3.134813e+02,-3.670932e+03
8.933108e-01,1.438487e-02,3.132410e+02,-3.668093e+03
8.933108e-01,1.438487e-02,3.132410e+02,-3.668093e+03
