time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.766180e-09,1.330422e-01,-2.741614e+00
2.000000e-03,5.667170e-09,2.660866e-01,-5.483293e+00
3.500000e-03,1.000713e-08,4.656536e-01,-9.595806e+00
5.750000e-03,1.658350e-08,7.650058e-01,-1.576461e+01
9.125000e-03,2.654617e-08,1.214036e+00,-2.501786e+01
1.418750e-02,4.166821e-08,1.887584e+00,-3.889778e+01
2.178125e-02,6.473483e-08,2.897910e+00,-5.971774e+01
3.317187e-02,1.002305e-07,4.413403e+00,-9.094777e+01
5.025781e-02,1.556233e-07,6.686648e+00,-1.377929e+02
7.025781e-02,2.239942e-07,9.347607e+00,-1.926277e+02
9.025782e-02,2.965049e-07,1.200857e+01,-2.474626e+02
1.102578e-01,3.734094e-07,1.466953e+01,-3.022975e+02
1.302578e-01,4.553848e-07,1.733049e+01,-3.571324e+02
1.502578e-01,5.428543e-07,1.999146e+01,-4.119673e+02
1.702578e-01,6.363874e-07,2.265242e+01,-4.668022e+02
1.902578e-01,7.366730e-07,2.531339e+01,-5.216371e+02
2.102578e-01,8.445086e-07,2.797435e+01,-5.764720e+02
2.302578e-01,9.608297e-07,3.063532e+01,-6.313068e+02
2.502578e-01,1.086739e-06,3.329628e+01,-6.861417e+02
2.702578e-01,1.223547e-06,3.595724e+01,-7.409766e+02
2.902578e-01,1.372823e-06,3.861821e+01,-7.958114e+02
3.102578e-01,1.536462e-06,4.127917e+01,-8.506462e+02
3.302578e-01,1.716780e-06,4.394014e+01,-9.054811e+02
3.502578e-01,1.916630e-06,4.660110e+01,-9.603159e+02
3.702578e-01,2.139577e-06,4.926206e+01,-1.015151e+03
3.902578e-01,2.390136e-06,5.192303e+01,-1.069985e+03
4.102578e-01,2.674116e-06,5.458399e+01,-1.124820e+03
4.302578e-01,2.999123e-06,5.724495e+01,-1.179655e+03
4.502578e-01,3.375321e-06,5.990591e+01,-1.234490e+03
4.702578e-01,3.816618e-06,6.256687e+01,-1.289324e+03
4.902578e-01,4.342579e-06,6.522783e+01,-1.344159e+03
5.102578e-01,4.994542e-06,6.788879e+01,-1.398994e+03
5.302578e-01,5.797037e-06,7.054974e+01,-1.453828e+03
5.502578e-01,6.829918e-06,7.321070e+01,-1.508663e+03
5.702578e-01,8.215327e-06,7.587164e+01,-1.563497e+03
5.902578e-01,1.018199e-05,7.853257e+01,-1.618331e+03
6.102578e-01,1.321455e-05,8.119347e+01,-1.673165e+03
6.302578e-01,1.855227e-05,8.385429e+01,-1.727996e+03
6.502578e-01,3.059837e-05,8.651473e+01,-1.782820e+03
6.702578e-01,8.465379e-05,8.917021e+01,-1.837542e+03
6.902578e-01,-1.053871e-03,9.085806e+01,-1.872274e+03
7.102578e-01,-2.004248e-03,9.095681e+01,-1.874180e+03
7.302578e-01,-2.623157e-03,9.109354e+01,-1.876869e+03
7.502578e-01,-3.121014e-03,9.123477e+01,-1.879651e+03
7.702578e-01,-3.549951e-03,9.137577e+01,-1.882429e+03
7.902578e-01,-3.932979e-03,9.151441e+01,-1.885153e+03
8.102578e-01,-4.282721e-03,9.164929e+01,-1.887805e+03
8.302578e-01,-4.607160e-03,9.177844e+01,-1.890337e+03
8.502578e-01,-4.911794e-03,9.189951e+01,-1.892700e+03
8.702578e-01,-5.200803e-03,9.200898e+01,-1.894823e+03
8.902578e-01,-5.477720e-03,9.210130e+01,-1.896591e+03
9.102578e-01,-5.745637e-03,9.216924e+01,-1.897835e+03
9.302578e-01,-6.008606e-03,9.219821e+01,-1.898294e+03
9.502578e-01,-6.272192e-03,9.215969e+01,-1.897345e+03
9.702578e-01,-6.548448e-03,9.198005e+01,-1.893516e+03
9.902578e-01,-6.845027e-03,9.161851e+01,-1.885896e+03
1.000000e+00,-7.002955e-03,9.133958e+01,-1.880057e+03
