    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.91126e-09	 2.61798e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83259e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000010e-01	 0.00000e+00	 6.53418e-05	 1.86746e-04	 1.96555e-04	 1.39333e-04	 8.61708e-05	 5.09489e-05	 2.64414e-05	 8.82760e-06	-1.77483e-06	-5.59554e-06	-4.19826e-06	 1.11751e-09	 4.20041e-06	 5.59771e-06	 1.77592e-06	-8.82665e-06	-2.64397e-05	-5.09468e-05	-8.61690e-05	-1.39331e-04	-1.96555e-04	-1.86746e-04	-6.53421e-05
U  1	1.000010e-01	 8.68265e-04	 4.12741e-04	 8.36069e-05	 5.59351e-05	 9.34607e-05	 1.10987e-04	 1.11234e-04	 1.03428e-04	 9.11776e-05	 7.72819e-05	 6.48150e-05	 5.62876e-05	 5.32652e-05	 5.62867e-05	 6.48149e-05	 7.72816e-05	 9.11785e-05	 1.03428e-04	 1.11234e-04	 1.10987e-04	 9.34605e-05	 5.59353e-05	 8.36061e-05	 4.12742e-04
U  2	1.000010e-01	 1.34844e-05	 1.17025e-05	 7.35313e-06	 2.26204e-06	-2.08275e-06	-4.79389e-06	-5.64221e-06	-4.91026e-06	-3.17831e-06	-1.09989e-06	 7.66184e-07	 2.02512e-06	 2.46696e-06	 2.02767e-06	 7.71288e-07	-1.09274e-06	-3.16923e-06	-4.90046e-06	-5.63331e-06	-4.78534e-06	-2.07315e-06	 2.27285e-06	 7.36171e-06	 1.17072e-05
UR 0	1.000010e-01	-1.81241e-04	-1.53119e-04	-1.07820e-04	-6.84885e-05	-3.75949e-05	-1.49864e-05	 2.10333e-07	 9.86631e-06	 1.61610e-05	 2.09936e-05	 2.51962e-05	 2.83499e-05	 2.95528e-05	 2.83378e-05	 2.51778e-05	 2.09846e-05	 1.61613e-05	 9.87392e-06	 2.25389e-07	-1.49836e-05	-3.76110e-05	-6.84756e-05	-1.07747e-04	-1.53071e-04
