,f_rim,hub_diam1,hub_diam2,hub_width1,hub_width2,jobname,rim_I11,rim_I22,rim_I33,rim_Iw,rim_area,rim_perturb,rim_radius,rim_shear_mod,rim_young_mod,sim_time,sim_u2,spk_T,spk_Tn,spk_diameter,spk_eltype,spk_num,spk_paired,spk_young_mod,wheel_pickle
fr0.8_Tn0.20,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.20,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,556.9256170551558,0.2,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.20.pkl
fr0.8_Tn0.30,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.30,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,835.3884255827337,0.3,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.30.pkl
fr0.8_Tn0.40,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.40,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,1113.8512341103117,0.4,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.40.pkl
fr0.8_Tn0.50,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.50,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,1392.3140426378895,0.5,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.50.pkl
fr0.8_Tn0.60,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.60,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,1670.7768511654674,0.6,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.60.pkl
fr0.8_Tn0.70,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.70,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,1949.2396596930453,0.7,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.70.pkl
fr0.8_Tn0.80,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.80,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,2227.7024682206234,0.8,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.80.pkl
fr0.8_Tn0.90,0.8,0.05,0.05,0.025,0.025,fr0.8_Tn0.90,1.0058396108678616e-08,5.029198054339308e-09,5.029198054339308e-09,0.0,0.00012575205380100372,,0.3,26000000000.0,69000000000.0,1.0,0.01,2506.1652767482014,0.9,0.0016005116686959454,beam,36.0,0.0,200000000000.0,fr0.8_Tn0.90.pkl
fr0.9_Tn0.00,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.00,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,0.0,0.0,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.00.pkl
fr0.9_Tn0.10,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.10,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,231.11031812188227,0.1,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.10.pkl
fr0.9_Tn0.20,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.20,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,462.22063624376455,0.2,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.20.pkl
fr0.9_Tn0.30,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.30,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,693.3309543656468,0.3,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.30.pkl
fr0.9_Tn0.40,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.40,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,924.4412724875291,0.4,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.40.pkl
fr0.9_Tn0.50,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.50,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,1155.5515906094113,0.5,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.50.pkl
fr0.9_Tn0.60,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.60,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,1386.6619087312936,0.6,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.60.pkl
fr0.9_Tn0.70,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.70,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,1617.7722268531757,0.7,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.70.pkl
fr0.9_Tn0.80,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.80,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,1848.8825449750582,0.8,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.80.pkl
fr0.9_Tn0.90,0.9,0.05,0.05,0.025,0.025,fr0.9_Tn0.90,1.0961769318469759e-08,5.480884659234879e-09,5.480884659234879e-09,0.0,0.0001414710605261292,,0.3,26000000000.0,69000000000.0,1.0,0.01,2079.9928630969403,0.9,0.0011317326543030999,beam,36.0,0.0,200000000000.0,fr0.9_Tn0.90.pkl
