time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.711662e-08,1.070812e+00,-1.867235e+01
2.000000e-03,7.443317e-08,2.141628e+00,-3.734466e+01
3.500000e-03,1.305197e-07,3.747849e+00,-6.535315e+01
5.750000e-03,2.150701e-07,6.157180e+00,-1.073659e+02
9.125000e-03,3.428411e-07,9.771177e+00,-1.703850e+02
1.418750e-02,5.366318e-07,1.519217e+01,-2.649136e+02
2.178125e-02,8.321608e-07,2.332366e+01,-4.067064e+02
3.317187e-02,1.286556e-06,3.552089e+01,-6.193954e+02
5.025781e-02,1.994001e-06,5.381671e+01,-9.384283e+02
7.025781e-02,2.864135e-06,7.523292e+01,-1.311872e+03
9.025782e-02,3.783505e-06,9.664908e+01,-1.685315e+03
1.102578e-01,4.756062e-06,1.180652e+02,-2.058757e+03
1.302578e-01,5.786466e-06,1.394813e+02,-2.432198e+03
1.502578e-01,6.880149e-06,1.608973e+02,-2.805638e+03
1.702578e-01,8.043326e-06,1.823133e+02,-3.179076e+03
1.902578e-01,9.283121e-06,2.037293e+02,-3.552514e+03
2.102578e-01,1.060775e-05,2.251451e+02,-3.925950e+03
2.302578e-01,1.202671e-05,2.465610e+02,-4.299384e+03
2.502578e-01,1.355109e-05,2.679768e+02,-4.672818e+03
2.702578e-01,1.519388e-05,2.893925e+02,-5.046249e+03
2.902578e-01,1.697046e-05,3.108081e+02,-5.419680e+03
3.102578e-01,1.889913e-05,3.322237e+02,-5.793108e+03
3.302578e-01,2.100190e-05,3.536392e+02,-6.166535e+03
3.502578e-01,2.330553e-05,3.750546e+02,-6.539960e+03
3.702578e-01,2.584291e-05,3.964699e+02,-6.913382e+03
3.902578e-01,2.865498e-05,4.178850e+02,-7.286803e+03
4.102578e-01,3.179349e-05,4.393001e+02,-7.660220e+03
4.302578e-01,3.532492e-05,4.607149e+02,-8.033634e+03
4.502578e-01,3.933636e-05,4.821296e+02,-8.407043e+03
4.702578e-01,4.394451e-05,5.035439e+02,-8.780448e+03
4.902578e-01,4.930997e-05,5.249580e+02,-9.153846e+03
5.102578e-01,5.566082e-05,5.463715e+02,-9.527235e+03
5.302578e-01,6.333385e-05,5.677843e+02,-9.900611e+03
5.502578e-01,7.310421e-05,5.891960e+02,-1.027397e+04
5.702578e-01,8.551472e-05,6.106059e+02,-1.064729e+04
5.902578e-01,1.023893e-04,6.320126e+02,-1.102056e+04
6.102578e-01,1.272130e-04,6.534123e+02,-1.139371e+04
6.302578e-01,1.689101e-04,6.747927e+02,-1.176651e+04
6.502578e-01,2.603458e-04,6.960883e+02,-1.213784e+04
6.702578e-01,6.666582e-04,7.161221e+02,-1.248707e+04
6.902578e-01,1.989624e-03,7.228702e+02,-1.260374e+04
7.102578e-01,2.955032e-03,7.237161e+02,-1.261708e+04
7.302578e-01,3.691274e-03,7.238710e+02,-1.261831e+04
7.502578e-01,4.309549e-03,7.237413e+02,-1.261459e+04
7.702578e-01,4.857148e-03,7.233344e+02,-1.260600e+04
7.902578e-01,5.365814e-03,7.224184e+02,-1.258849e+04
8.102578e-01,5.945563e-03,7.187715e+02,-1.252315e+04
8.115078e-01,6.004406e-03,7.180589e+02,-1.251058e+04
8.133828e-01,6.123869e-03,7.164663e+02,-1.248254e+04
8.140860e-01,6.190637e-03,7.155319e+02,-1.246612e+04
8.151406e-01,6.387686e-03,7.127373e+02,-1.241708e+04
8.152395e-01,6.451248e-03,7.118328e+02,-1.240124e+04
8.152495e-01,6.467360e-03,7.116032e+02,-1.239721e+04
8.152495e-01,6.467360e-03,7.116032e+02,-1.239721e+04
