time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.795394e-08,6.386067e-01,-7.087774e+00
2.000000e-03,5.612721e-08,1.277217e+00,-1.417560e+01
3.500000e-03,9.844341e-08,2.235134e+00,-2.480734e+01
5.750000e-03,1.622155e-07,3.672012e+00,-4.075499e+01
9.125000e-03,2.585059e-07,5.827332e+00,-6.467649e+01
1.418750e-02,4.043326e-07,9.060317e+00,-1.005588e+02
2.178125e-02,6.262060e-07,1.390980e+01,-1.543823e+02
3.317187e-02,9.662056e-07,2.118404e+01,-2.351177e+02
5.025781e-02,1.493028e-06,3.209540e+01,-3.562208e+02
7.025781e-02,2.136220e-06,4.486773e+01,-4.979784e+02
9.025782e-02,2.811466e-06,5.764006e+01,-6.397360e+02
1.102578e-01,3.521106e-06,7.041240e+01,-7.814936e+02
1.302578e-01,4.268054e-06,8.318473e+01,-9.232511e+02
1.502578e-01,5.055828e-06,9.595706e+01,-1.065008e+03
1.702578e-01,5.888411e-06,1.087294e+02,-1.206766e+03
1.902578e-01,6.770390e-06,1.215017e+02,-1.348523e+03
2.102578e-01,7.707049e-06,1.342740e+02,-1.490280e+03
2.302578e-01,8.704527e-06,1.470463e+02,-1.632037e+03
2.502578e-01,9.769997e-06,1.598187e+02,-1.773794e+03
2.702578e-01,1.091190e-05,1.725910e+02,-1.915551e+03
2.902578e-01,1.214027e-05,1.853633e+02,-2.057308e+03
3.102578e-01,1.346709e-05,1.981356e+02,-2.199064e+03
3.302578e-01,1.490691e-05,2.109078e+02,-2.340821e+03
3.502578e-01,1.647749e-05,2.236801e+02,-2.482577e+03
3.702578e-01,1.820085e-05,2.364524e+02,-2.624333e+03
3.902578e-01,2.010470e-05,2.492246e+02,-2.766089e+03
4.102578e-01,2.222441e-05,2.619969e+02,-2.907845e+03
4.302578e-01,2.460605e-05,2.747691e+02,-3.049600e+03
4.502578e-01,2.731096e-05,2.875413e+02,-3.191355e+03
4.702578e-01,3.042286e-05,3.003135e+02,-3.333110e+03
4.902578e-01,3.405959e-05,3.130856e+02,-3.474865e+03
5.102578e-01,3.847182e-05,3.258577e+02,-3.616619e+03
5.302578e-01,4.381155e-05,3.386298e+02,-3.758372e+03
5.502578e-01,5.057646e-05,3.514017e+02,-3.900124e+03
5.702578e-01,5.955620e-05,3.641735e+02,-4.041874e+03
5.902578e-01,7.231049e-05,3.769448e+02,-4.183619e+03
6.102578e-01,9.245099e-05,3.897153e+02,-4.325355e+03
6.302578e-01,1.308017e-04,4.024828e+02,-4.467057e+03
6.502578e-01,2.420352e-04,4.152297e+02,-4.608529e+03
6.702578e-01,1.670060e-03,4.260798e+02,-4.728835e+03
6.902578e-01,4.350154e-03,4.272172e+02,-4.740757e+03
7.102578e-01,6.010152e-03,4.275262e+02,-4.743434e+03
7.302578e-01,7.309006e-03,4.277403e+02,-4.745051e+03
7.502578e-01,8.411715e-03,4.279165e+02,-4.746239e+03
7.702578e-01,9.386937e-03,4.280693e+02,-4.747174e+03
7.902578e-01,1.027139e-02,4.281987e+02,-4.747844e+03
8.102578e-01,1.108763e-02,4.282985e+02,-4.748182e+03
8.302578e-01,1.185162e-02,4.283499e+02,-4.747978e+03
8.502578e-01,1.257603e-02,4.283219e+02,-4.746743e+03
8.702578e-01,1.328000e-02,4.280788e+02,-4.743211e+03
8.752578e-01,1.348825e-02,4.275762e+02,-4.737579e+03
8.827578e-01,1.382085e-02,4.265168e+02,-4.725290e+03
8.855703e-01,1.400199e-02,4.252648e+02,-4.711341e+03
8.866250e-01,1.408559e-02,4.246102e+02,-4.703950e+03
8.882070e-01,1.429971e-02,4.227070e+02,-4.682645e+03
8.883554e-01,1.433611e-02,4.223632e+02,-4.678798e+03
8.885778e-01,1.441375e-02,4.216087e+02,-4.670356e+03
8.886613e-01,1.447052e-02,4.210352e+02,-4.663941e+03
8.886712e-01,1.448407e-02,4.208950e+02,-4.662374e+03
8.886712e-01,1.448407e-02,4.208950e+02,-4.662374e+03
