time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.196154e-08,7.359205e-01,-8.867499e+00
2.000000e-03,6.403152e-08,1.471843e+00,-1.773502e+01
3.500000e-03,1.122160e-07,2.575728e+00,-3.103631e+01
5.750000e-03,1.847785e-07,4.231557e+00,-5.098828e+01
9.125000e-03,2.942932e-07,6.715304e+00,-8.091625e+01
1.418750e-02,4.601386e-07,1.044093e+01,-1.258083e+02
2.178125e-02,7.125784e-07,1.602937e+01,-1.931463e+02
3.317187e-02,1.099688e-06,2.441204e+01,-2.941535e+02
5.025781e-02,1.700612e-06,3.698604e+01,-4.456642e+02
7.025781e-02,2.437109e-06,5.170459e+01,-6.230156e+02
9.025782e-02,3.212675e-06,6.642314e+01,-8.003668e+02
1.102578e-01,4.030581e-06,8.114168e+01,-9.777180e+02
1.302578e-01,4.894781e-06,9.586022e+01,-1.155069e+03
1.502578e-01,5.809796e-06,1.105788e+02,-1.332420e+03
1.702578e-01,6.780860e-06,1.252973e+02,-1.509771e+03
1.902578e-01,7.813961e-06,1.400158e+02,-1.687121e+03
2.102578e-01,8.916044e-06,1.547343e+02,-1.864471e+03
2.302578e-01,1.009519e-05,1.694528e+02,-2.041822e+03
2.502578e-01,1.136088e-05,1.841713e+02,-2.219172e+03
2.702578e-01,1.272430e-05,1.988898e+02,-2.396521e+03
2.902578e-01,1.419877e-05,2.136083e+02,-2.573871e+03
3.102578e-01,1.580031e-05,2.283267e+02,-2.751220e+03
3.302578e-01,1.754831e-05,2.430452e+02,-2.928569e+03
3.502578e-01,1.946658e-05,2.577636e+02,-3.105918e+03
3.702578e-01,2.158465e-05,2.724820e+02,-3.283267e+03
3.902578e-01,2.393968e-05,2.872004e+02,-3.460615e+03
4.102578e-01,2.657912e-05,3.019188e+02,-3.637963e+03
4.302578e-01,2.956466e-05,3.166371e+02,-3.815310e+03
4.502578e-01,3.297811e-05,3.313554e+02,-3.992657e+03
4.702578e-01,3.693056e-05,3.460736e+02,-4.170003e+03
4.902578e-01,4.157703e-05,3.607918e+02,-4.347348e+03
5.102578e-01,4.724222e-05,3.755099e+02,-4.524691e+03
5.302578e-01,5.411670e-05,3.902278e+02,-4.702033e+03
5.502578e-01,6.282319e-05,4.049455e+02,-4.879372e+03
5.702578e-01,7.431527e-05,4.196628e+02,-5.056707e+03
5.902578e-01,9.040436e-05,4.343795e+02,-5.234033e+03
6.102578e-01,1.150838e-04,4.490947e+02,-5.411342e+03
6.302578e-01,1.596192e-04,4.638056e+02,-5.588599e+03
6.502578e-01,2.766637e-04,4.784924e+02,-5.765563e+03
6.702578e-01,1.579956e-03,4.913167e+02,-5.919967e+03
6.902578e-01,4.276139e-03,4.927759e+02,-5.936701e+03
7.102578e-01,5.929043e-03,4.931246e+02,-5.939982e+03
7.302578e-01,7.217471e-03,4.933513e+02,-5.941784e+03
7.502578e-01,8.310060e-03,4.935242e+02,-5.942929e+03
7.702578e-01,9.276518e-03,4.936557e+02,-5.943579e+03
7.902578e-01,1.015442e-02,4.937360e+02,-5.943603e+03
8.102578e-01,1.096822e-02,4.937332e+02,-5.942619e+03
8.302578e-01,1.174078e-02,4.935415e+02,-5.939345e+03
8.502578e-01,1.255593e-02,4.923642e+02,-5.924114e+03
8.552578e-01,1.284734e-02,4.910535e+02,-5.907975e+03
8.565078e-01,1.295734e-02,4.903737e+02,-5.899671e+03
8.569766e-01,1.301582e-02,4.899749e+02,-5.894811e+03
8.571523e-01,1.304385e-02,4.897756e+02,-5.892385e+03
8.574160e-01,1.309990e-02,4.893623e+02,-5.887359e+03
8.575149e-01,1.313028e-02,4.891304e+02,-5.884540e+03
8.576632e-01,1.323095e-02,4.883218e+02,-5.874724e+03
8.576632e-01,1.323095e-02,4.883218e+02,-5.874724e+03
