time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.454672e-08,8.802573e-01,-1.339652e+01
2.000000e-03,6.925255e-08,1.760516e+00,-2.679302e+01
3.500000e-03,1.214032e-07,3.080904e+00,-4.688779e+01
5.750000e-03,1.999720e-07,5.061487e+00,-7.702996e+01
9.125000e-03,3.186060e-07,8.032362e+00,-1.222432e+02
1.418750e-02,4.983375e-07,1.248868e+01,-1.900631e+02
2.178125e-02,7.720128e-07,1.917315e+01,-2.917930e+02
3.317187e-02,1.191940e-06,2.919986e+01,-4.443878e+02
5.025781e-02,1.843851e-06,4.423993e+01,-6.732799e+02
7.025781e-02,2.642823e-06,6.184512e+01,-9.412099e+02
9.025782e-02,3.483771e-06,7.945031e+01,-1.209140e+03
1.102578e-01,4.369996e-06,9.705547e+01,-1.477069e+03
1.302578e-01,5.305354e-06,1.146606e+02,-1.744998e+03
1.502578e-01,6.294321e-06,1.322658e+02,-2.012926e+03
1.702578e-01,7.341996e-06,1.498709e+02,-2.280854e+03
1.902578e-01,8.454201e-06,1.674760e+02,-2.548781e+03
2.102578e-01,9.637620e-06,1.850810e+02,-2.816708e+03
2.302578e-01,1.089998e-05,2.026861e+02,-3.084634e+03
2.502578e-01,1.225026e-05,2.202911e+02,-3.352560e+03
2.702578e-01,1.369897e-05,2.378961e+02,-3.620485e+03
2.902578e-01,1.525853e-05,2.555010e+02,-3.888410e+03
3.102578e-01,1.694371e-05,2.731060e+02,-4.156333e+03
3.302578e-01,1.877227e-05,2.907108e+02,-4.424256e+03
3.502578e-01,2.076582e-05,3.083157e+02,-4.692178e+03
3.702578e-01,2.295096e-05,3.259205e+02,-4.960099e+03
3.902578e-01,2.536091e-05,3.435252e+02,-5.228019e+03
4.102578e-01,2.803781e-05,3.611299e+02,-5.495938e+03
4.302578e-01,3.103619e-05,3.787344e+02,-5.763855e+03
4.502578e-01,3.442808e-05,3.963389e+02,-6.031770e+03
4.702578e-01,3.831108e-05,4.139432e+02,-6.299683e+03
4.902578e-01,4.282148e-05,4.315474e+02,-6.567593e+03
5.102578e-01,4.815646e-05,4.491512e+02,-6.835499e+03
5.302578e-01,5.475507e-05,4.667546e+02,-7.103398e+03
5.502578e-01,6.290629e-05,4.843574e+02,-7.371286e+03
5.702578e-01,7.356626e-05,5.019590e+02,-7.639157e+03
5.902578e-01,8.840328e-05,5.195583e+02,-7.906991e+03
6.102578e-01,1.111266e-04,5.371520e+02,-8.174741e+03
6.302578e-01,1.520630e-04,5.547282e+02,-8.442223e+03
6.502578e-01,2.546956e-04,5.722097e+02,-8.708258e+03
6.702578e-01,8.370550e-04,5.876703e+02,-8.943420e+03
6.902578e-01,2.152126e-03,5.913519e+02,-8.998624e+03
7.102578e-01,3.057619e-03,5.920505e+02,-9.008263e+03
7.302578e-01,3.762500e-03,5.923654e+02,-9.012022e+03
7.502578e-01,4.357968e-03,5.925499e+02,-9.013813e+03
7.702578e-01,4.883096e-03,5.926587e+02,-9.014435e+03
7.902578e-01,5.358323e-03,5.927128e+02,-9.014219e+03
8.102578e-01,5.796201e-03,5.927164e+02,-9.012970e+03
8.302578e-01,6.204732e-03,5.926654e+02,-9.011243e+03
8.502578e-01,6.590510e-03,5.925382e+02,-9.008310e+03
8.702578e-01,6.959158e-03,5.922915e+02,-9.003508e+03
8.902578e-01,7.322019e-03,5.917082e+02,-8.993647e+03
9.102578e-01,7.707594e-03,5.901637e+02,-8.968983e+03
9.302578e-01,8.278430e-03,5.849677e+02,-8.888423e+03
9.352578e-01,8.519808e-03,5.824697e+02,-8.849952e+03
9.371328e-01,8.640169e-03,5.813098e+02,-8.832151e+03
9.399453e-01,9.011713e-03,5.784956e+02,-8.788948e+03
9.400112e-01,9.044088e-03,5.782925e+02,-8.785841e+03
9.400359e-01,9.059308e-03,5.781980e+02,-8.784395e+03
9.400730e-01,9.089046e-03,5.780150e+02,-8.781592e+03
9.400870e-01,9.104821e-03,5.779185e+02,-8.780116e+03
9.400969e-01,9.120301e-03,5.778243e+02,-8.778674e+03
9.400969e-01,9.120301e-03,5.778243e+02,-8.778674e+03
