time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.964103e-08,1.198820e+00,-2.280444e+01
2.000000e-03,7.950923e-08,2.397646e+00,-4.560880e+01
3.500000e-03,1.394387e-07,4.195880e+00,-7.981538e+01
5.750000e-03,2.298114e-07,6.893231e+00,-1.311253e+02
9.125000e-03,3.664462e-07,1.093926e+01,-2.080900e+02
1.418750e-02,5.738274e-07,1.700829e+01,-3.235371e+02
2.178125e-02,8.904104e-07,2.611184e+01,-4.967075e+02
3.317187e-02,1.377918e-06,3.976715e+01,-7.564628e+02
5.025781e-02,2.138630e-06,6.025008e+01,-1.146095e+03
7.025781e-02,3.077100e-06,8.422639e+01,-1.602178e+03
9.025782e-02,4.072083e-06,1.082026e+02,-2.058260e+03
1.102578e-01,5.128389e-06,1.321788e+02,-2.514339e+03
1.302578e-01,6.251713e-06,1.561550e+02,-2.970418e+03
1.502578e-01,7.448739e-06,1.801310e+02,-3.426494e+03
1.702578e-01,8.727160e-06,2.041070e+02,-3.882568e+03
1.902578e-01,1.009585e-05,2.280829e+02,-4.338640e+03
2.102578e-01,1.156512e-05,2.520587e+02,-4.794711e+03
2.302578e-01,1.314697e-05,2.760345e+02,-5.250779e+03
2.502578e-01,1.485551e-05,3.000102e+02,-5.706845e+03
2.702578e-01,1.670742e-05,3.239857e+02,-6.162908e+03
2.902578e-01,1.872256e-05,3.479612e+02,-6.618970e+03
3.102578e-01,2.092484e-05,3.719366e+02,-7.075028e+03
3.302578e-01,2.334323e-05,3.959118e+02,-7.531083e+03
3.502578e-01,2.601332e-05,4.198869e+02,-7.987135e+03
3.702578e-01,2.897924e-05,4.438618e+02,-8.443184e+03
3.902578e-01,3.229658e-05,4.678365e+02,-8.899228e+03
4.102578e-01,3.603630e-05,4.918110e+02,-9.355267e+03
4.302578e-01,4.029073e-05,5.157852e+02,-9.811300e+03
4.502578e-01,4.518223e-05,5.397591e+02,-1.026733e+04
4.702578e-01,5.087692e-05,5.637324e+02,-1.072334e+04
4.902578e-01,5.760636e-05,5.877052e+02,-1.117935e+04
5.102578e-01,6.570396e-05,6.116770e+02,-1.163533e+04
5.302578e-01,7.590222e-05,6.356474e+02,-1.209129e+04
5.502578e-01,8.866598e-05,6.596157e+02,-1.254721e+04
5.702578e-01,1.055242e-04,6.835804e+02,-1.300305e+04
5.902578e-01,1.290146e-04,7.075382e+02,-1.345877e+04
6.102578e-01,1.643967e-04,7.314811e+02,-1.391420e+04
6.302578e-01,2.246807e-04,7.553844e+02,-1.436888e+04
6.502578e-01,3.531375e-04,7.791350e+02,-1.482063e+04
6.702578e-01,8.029077e-04,8.015693e+02,-1.524724e+04
6.902578e-01,2.257544e-03,8.112960e+02,-1.543113e+04
7.102578e-01,3.397383e-03,8.123461e+02,-1.544919e+04
7.302578e-01,4.254415e-03,8.122123e+02,-1.544478e+04
7.502578e-01,5.049896e-03,8.110295e+02,-1.542025e+04
7.552578e-01,5.336528e-03,8.098239e+02,-1.539674e+04
7.571328e-01,5.590664e-03,8.078791e+02,-1.535941e+04
7.573086e-01,5.673294e-03,8.070283e+02,-1.534314e+04
7.573251e-01,5.687494e-03,8.068717e+02,-1.534015e+04
7.573498e-01,5.718455e-03,8.065201e+02,-1.533343e+04
7.573598e-01,5.743560e-03,8.062249e+02,-1.532779e+04
7.573598e-01,5.743560e-03,8.062249e+02,-1.532779e+04
