time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.910982e-08,1.267912e+00,-2.612822e+01
2.000000e-03,7.844704e-08,2.535833e+00,-5.225633e+01
3.500000e-03,1.375804e-07,4.437708e+00,-9.144856e+01
5.750000e-03,2.267597e-07,7.290519e+00,-1.502369e+02
9.125000e-03,3.616066e-07,1.156973e+01,-2.384193e+02
1.418750e-02,5.663085e-07,1.798855e+01,-3.706929e+02
2.178125e-02,8.788690e-07,2.761678e+01,-5.691029e+02
3.317187e-02,1.360295e-06,4.205909e+01,-8.667174e+02
5.025781e-02,2.111638e-06,6.372251e+01,-1.313138e+03
7.025781e-02,3.038486e-06,8.908064e+01,-1.835694e+03
9.025782e-02,4.020859e-06,1.144387e+02,-2.358248e+03
1.102578e-01,5.063315e-06,1.397966e+02,-2.880800e+03
1.302578e-01,6.171257e-06,1.651545e+02,-3.403349e+03
1.502578e-01,7.351030e-06,1.905123e+02,-3.925896e+03
1.702578e-01,8.609928e-06,2.158700e+02,-4.448440e+03
1.902578e-01,9.956347e-06,2.412276e+02,-4.970981e+03
2.102578e-01,1.139999e-05,2.665851e+02,-5.493520e+03
2.302578e-01,1.295213e-05,2.919425e+02,-6.016055e+03
2.502578e-01,1.462595e-05,3.172998e+02,-6.538588e+03
2.702578e-01,1.643694e-05,3.426570e+02,-7.061117e+03
2.902578e-01,1.840343e-05,3.680140e+02,-7.583644e+03
3.102578e-01,2.054733e-05,3.933709e+02,-8.106166e+03
3.302578e-01,2.289500e-05,4.187277e+02,-8.628685e+03
3.502578e-01,2.547851e-05,4.440843e+02,-9.151199e+03
3.702578e-01,2.833727e-05,4.694407e+02,-9.673709e+03
3.902578e-01,3.152034e-05,4.947968e+02,-1.019621e+04
4.102578e-01,3.508962e-05,5.201527e+02,-1.071871e+04
4.302578e-01,3.912451e-05,5.455083e+02,-1.124120e+04
4.502578e-01,4.372867e-05,5.708635e+02,-1.176368e+04
4.702578e-01,4.904041e-05,5.962181e+02,-1.228615e+04
4.902578e-01,5.524892e-05,6.215721e+02,-1.280861e+04
5.102578e-01,6.262094e-05,6.469252e+02,-1.333104e+04
5.302578e-01,7.154651e-05,6.722769e+02,-1.385345e+04
5.502578e-01,8.290955e-05,6.976262e+02,-1.437581e+04
5.702578e-01,9.731007e-05,7.229721e+02,-1.489809e+04
5.902578e-01,1.167567e-04,7.483112e+02,-1.542024e+04
6.102578e-01,1.449559e-04,7.736357e+02,-1.594208e+04
6.302578e-01,1.909686e-04,7.989201e+02,-1.646309e+04
6.502578e-01,2.854242e-04,8.240361e+02,-1.698062e+04
6.702578e-01,6.151468e-04,8.473847e+02,-1.746154e+04
6.902578e-01,1.529849e-03,8.568968e+02,-1.765624e+04
7.102578e-01,2.264474e-03,8.585103e+02,-1.768743e+04
7.302578e-01,2.830283e-03,8.589434e+02,-1.769426e+04
7.502578e-01,3.306838e-03,8.589389e+02,-1.769202e+04
7.702578e-01,3.731262e-03,8.585953e+02,-1.768274e+04
7.902578e-01,4.127850e-03,8.578755e+02,-1.766498e+04
7.952578e-01,4.240307e-03,8.573717e+02,-1.765473e+04
8.027578e-01,4.418140e-03,8.565558e+02,-1.763700e+04
8.055703e-01,4.505388e-03,8.560696e+02,-1.762666e+04
8.066250e-01,4.544247e-03,8.558390e+02,-1.762178e+04
8.082070e-01,4.618243e-03,8.553816e+02,-1.761214e+04
8.088003e-01,4.656806e-03,8.551351e+02,-1.760697e+04
8.090228e-01,4.674789e-03,8.550185e+02,-1.760453e+04
8.093565e-01,4.709497e-03,8.547904e+02,-1.759977e+04
8.094816e-01,4.727657e-03,8.546694e+02,-1.759725e+04
8.095285e-01,4.736102e-03,8.546127e+02,-1.759608e+04
8.095989e-01,4.752268e-03,8.545034e+02,-1.759381e+04
8.096253e-01,4.760597e-03,8.544467e+02,-1.759263e+04
8.096649e-01,4.784290e-03,8.542838e+02,-1.758925e+04
8.096649e-01,4.784290e-03,8.542838e+02,-1.758925e+04
