Angle,, 3.28947e-09, 1.74534e-01, 3.49049e-01, 5.23602e-01, 6.98133e-01, 8.72663e-01, 1.04719e+00, 1.22175e+00, 1.39626e+00, 1.57080e+00, 1.74533e+00, 1.91985e+00, 2.09440e+00, 2.26893e+00, 2.44346e+00, 2.61799e+00, 2.79254e+00, 2.96706e+00, 3.14159e+00, 3.31613e+00, 3.49064e+00, 3.66519e+00, 3.83973e+00, 4.01426e+00, 4.18879e+00, 4.36334e+00, 4.53786e+00, 4.71239e+00, 4.88692e+00, 5.06144e+00, 5.23599e+00, 5.41052e+00, 5.58505e+00, 5.75958e+00, 5.93414e+00, 6.10865e+00
DOF,Time [s],           1,           3,           5,           7,           9,          11,          13,          15,          17,          19,          21,          23,          25,          27,          29,          31,          33,          35,          37,          39,          41,          43,          45,          47,          49,          51,          53,          55,          57,          59,          61,          63,          65,          67,          69,          71
U1,2.220000e-16, 4.93663e-19,-2.80472e-09, 4.46119e-09,-5.10198e-09, 4.04261e-09,-2.66251e-09, 5.44971e-10, 9.94979e-10,-2.26942e-09, 2.69330e-09,-2.64764e-09, 2.09094e-09,-1.38813e-09, 6.62742e-10,-1.02081e-10,-2.18432e-10, 3.13872e-10,-2.04302e-10,-4.94483e-19, 2.04302e-10,-3.13872e-10, 2.18432e-10, 1.02081e-10,-6.62742e-10, 1.38813e-09,-2.09094e-09, 2.64764e-09,-2.69330e-09, 2.26942e-09,-9.94979e-10,-5.44971e-10, 2.66251e-09,-4.04261e-09, 5.10198e-09,-4.46119e-09, 2.80472e-09
U2,2.220000e-16,-1.67943e-08, 1.46226e-08,-1.19573e-08, 8.10915e-09,-4.61341e-09, 1.82704e-09,-2.35044e-10,-5.69442e-10, 3.78556e-10,-8.44924e-11,-5.49515e-10, 7.45926e-10,-9.14959e-10, 5.73980e-10,-2.47658e-10,-3.48233e-10, 7.32329e-10,-1.12624e-09, 1.17204e-09,-1.12624e-09, 7.32329e-10,-3.48233e-10,-2.47658e-10, 5.73980e-10,-9.14959e-10, 7.45926e-10,-5.49515e-10,-8.44924e-11, 3.78556e-10,-5.69442e-10,-2.35044e-10, 1.82704e-09,-4.61341e-09, 8.10915e-09,-1.19573e-08, 1.46226e-08
U3,2.220000e-16, 1.00041e-05, 9.46485e-06, 8.08314e-06, 6.21253e-06, 4.18999e-06, 2.28787e-06, 6.94367e-07,-4.90212e-07,-1.24073e-06,-1.59183e-06,-1.61464e-06,-1.39882e-06,-1.03554e-06,-6.07445e-07,-1.81616e-07, 1.91799e-07, 4.78771e-07, 6.58141e-07, 7.19092e-07, 6.58141e-07, 4.78771e-07, 1.91799e-07,-1.81616e-07,-6.07445e-07,-1.03554e-06,-1.39882e-06,-1.61464e-06,-1.59183e-06,-1.24073e-06,-4.90212e-07, 6.94367e-07, 2.28787e-06, 4.18999e-06, 6.21253e-06, 8.08314e-06, 9.46485e-06
UR1,2.220000e-16,-7.57588e-05,-6.89737e-05,-5.43303e-05,-3.79699e-05,-2.38897e-05,-1.38880e-05,-7.99896e-06,-5.18354e-06,-4.04078e-06,-3.32108e-06,-2.22769e-06,-4.74829e-07, 1.82497e-06, 4.34203e-06, 6.71624e-06, 8.67680e-06, 1.00876e-05, 1.09183e-05, 1.11907e-05, 1.09183e-05, 1.00876e-05, 8.67680e-06, 6.71624e-06, 4.34203e-06, 1.82497e-06,-4.74829e-07,-2.22769e-06,-3.32108e-06,-4.04078e-06,-5.18354e-06,-7.99896e-06,-1.38880e-05,-2.38897e-05,-3.79699e-05,-5.43303e-05,-6.89737e-05
UR2,2.220000e-16,-1.06101e-17, 7.12270e-06, 1.38310e-05, 2.13894e-05, 2.90528e-05, 3.53211e-05, 3.88706e-05, 3.90849e-05, 3.61499e-05, 3.08951e-05, 2.44504e-05, 1.79227e-05, 1.21477e-05, 7.58679e-06, 4.34402e-06, 2.26269e-06, 1.05183e-06, 3.95048e-07, 3.14972e-18,-3.95048e-07,-1.05183e-06,-2.26269e-06,-4.34402e-06,-7.58679e-06,-1.21477e-05,-1.79227e-05,-2.44504e-05,-3.08951e-05,-3.61499e-05,-3.90849e-05,-3.88706e-05,-3.53211e-05,-2.90528e-05,-2.13894e-05,-1.38310e-05,-7.12270e-06
UR3,2.220000e-16, 1.66224e-18, 5.19866e-08,-7.34973e-08, 8.93611e-08,-8.76036e-08, 7.58928e-08,-6.03157e-08, 3.99463e-08,-2.23059e-08, 5.83520e-09, 5.86621e-09,-1.41683e-08, 1.81067e-08,-1.93076e-08, 1.75493e-08,-1.45485e-08, 1.00451e-08,-5.23230e-09, 1.63478e-18, 5.23230e-09,-1.00451e-08, 1.45485e-08,-1.75493e-08, 1.93076e-08,-1.81067e-08, 1.41683e-08,-5.86621e-09,-5.83520e-09, 2.23059e-08,-3.99463e-08, 6.03157e-08,-7.58928e-08, 8.76036e-08,-8.93611e-08, 7.34973e-08,-5.19866e-08
