Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,1.885140e-06,0.000000e+00,0
1.000000e+00,1.691874e-05,1.000094e+00,0
2.000000e+00,3.195233e-05,2.000177e+00,0
3.500000e+00,5.450276e-05,3.500307e+00,0
5.750000e+00,8.832863e-05,5.750515e+00,0
9.125000e+00,1.390681e-04,9.125871e+00,0
1.418750e+01,2.151797e-04,1.418907e+01,0
2.178125e+01,3.293551e-04,2.178444e+01,0
3.178125e+01,4.797309e-04,3.178814e+01,0
4.178125e+01,6.301409e-04,4.179437e+01,0
5.178125e+01,7.805963e-04,5.180397e+01,0
6.178125e+01,9.311087e-04,6.181779e+01,0
7.178125e+01,1.081691e-03,7.183672e+01,0
8.178125e+01,1.232357e-03,8.186171e+01,0
9.178125e+01,1.383120e-03,9.189372e+01,0
1.017812e+02,1.533999e-03,1.019338e+02,0
1.117812e+02,1.685012e-03,1.119832e+02,0
1.217812e+02,1.836180e-03,1.220430e+02,0
1.317812e+02,1.987527e-03,1.321146e+02,0
1.417812e+02,2.139081e-03,1.421995e+02,0
1.517812e+02,2.290877e-03,1.522995e+02,0
1.617812e+02,2.442953e-03,1.624163e+02,0
1.717812e+02,2.595357e-03,1.725522e+02,0
1.817812e+02,2.748145e-03,1.827094e+02,0
1.917812e+02,2.901387e-03,1.928905e+02,0
2.017812e+02,3.055165e-03,2.030981e+02,0
2.117812e+02,3.209572e-03,2.133336e+02,0
2.217812e+02,3.364699e-03,2.235961e+02,0
2.317812e+02,3.520586e-03,2.338762e+02,0
2.417812e+02,3.677044e-03,2.441391e+02,0
2.517812e+02,3.833090e-03,2.542782e+02,0
2.617812e+02,3.985454e-03,2.639947e+02,0
2.717812e+02,4.127183e-03,2.727182e+02,0
2.817812e+02,4.253596e-03,2.800653e+02,1
2.917812e+02,4.369597e-03,2.863615e+02,1
3.017812e+02,4.482802e-03,2.921400e+02,1
3.117812e+02,4.598005e-03,2.977521e+02,1
3.217812e+02,4.717342e-03,3.033730e+02,1
3.317812e+02,4.841272e-03,3.090602e+02,1
3.417812e+02,4.969107e-03,3.147877e+02,1
3.517812e+02,5.098661e-03,3.204265e+02,1
3.617812e+02,5.225027e-03,3.256843e+02,1
3.717812e+02,5.341006e-03,3.301517e+02,3
3.817812e+02,5.443591e-03,3.336565e+02,3
3.917812e+02,5.536856e-03,3.363930e+02,3
4.017812e+02,5.626382e-03,3.386348e+02,3
4.117812e+02,5.716098e-03,3.405822e+02,3
4.217812e+02,5.808239e-03,3.423591e+02,3
4.317812e+02,5.903936e-03,3.440404e+02,3
4.417812e+02,6.003655e-03,3.456704e+02,3
4.517812e+02,6.107477e-03,3.472751e+02,3
4.617812e+02,6.215284e-03,3.488702e+02,3
4.717812e+02,6.326853e-03,3.504644e+02,3
4.817812e+02,6.441913e-03,3.520627e+02,3
4.917812e+02,6.560176e-03,3.536674e+02,3
5.017812e+02,6.681363e-03,3.552795e+02,3
5.117812e+02,6.805205e-03,3.568989e+02,3
5.217812e+02,6.931455e-03,3.585251e+02,3
5.317812e+02,7.059888e-03,3.601573e+02,3
5.417812e+02,7.190295e-03,3.617943e+02,3
5.517812e+02,7.322492e-03,3.634355e+02,3
5.617812e+02,7.456313e-03,3.650795e+02,3
5.717812e+02,7.591608e-03,3.667253e+02,3
5.817812e+02,7.728240e-03,3.683722e+02,3
5.917812e+02,7.866089e-03,3.700193e+02,3
6.017812e+02,8.005046e-03,3.716657e+02,3
6.117812e+02,8.145015e-03,3.733108e+02,3
6.217812e+02,8.285906e-03,3.749539e+02,3
6.317812e+02,8.427640e-03,3.765946e+02,3
6.417812e+02,8.570146e-03,3.782323e+02,3
6.517812e+02,8.713357e-03,3.798665e+02,3
6.617812e+02,8.857216e-03,3.814969e+02,3
6.717812e+02,9.001667e-03,3.831231e+02,3
6.817812e+02,9.146662e-03,3.847448e+02,3
6.917812e+02,9.292156e-03,3.863618e+02,3
7.017812e+02,9.438107e-03,3.879738e+02,3
7.117812e+02,9.584476e-03,3.895806e+02,3
7.217812e+02,9.731228e-03,3.911819e+02,3
7.317812e+02,9.878329e-03,3.927777e+02,3
7.417812e+02,1.002575e-02,3.943676e+02,3
7.517812e+02,1.017345e-02,3.959514e+02,3
7.617812e+02,1.032141e-02,3.975290e+02,3
7.717812e+02,1.046960e-02,3.991001e+02,3
7.817812e+02,1.061799e-02,4.006645e+02,3
