Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,9.043637e-06,0.000000e+00,0
1.000000e+00,2.545239e-05,1.000151e+00,0
2.000000e+00,4.186101e-05,2.000282e+00,0
3.500000e+00,6.647401e-05,3.500489e+00,0
5.750000e+00,1.033937e-04,5.750819e+00,0
9.125000e+00,1.587739e-04,9.126378e+00,0
1.418750e+01,2.418463e-04,1.418994e+01,0
2.178125e+01,3.664622e-04,2.178603e+01,0
3.178125e+01,5.305848e-04,3.179115e+01,0
4.178125e+01,6.947382e-04,4.179947e+01,0
5.178125e+01,8.589323e-04,5.181204e+01,0
6.178125e+01,1.023177e-03,6.182988e+01,0
7.178125e+01,1.187483e-03,7.185401e+01,0
8.178125e+01,1.351862e-03,8.188550e+01,0
9.178125e+01,1.516326e-03,9.192542e+01,0
1.017812e+02,1.680888e-03,1.019749e+02,0
1.117812e+02,1.845563e-03,1.120350e+02,0
1.217812e+02,2.010365e-03,1.221069e+02,0
1.317812e+02,2.175314e-03,1.321920e+02,0
1.417812e+02,2.340427e-03,1.422914e+02,0
1.517812e+02,2.505729e-03,1.524065e+02,0
1.617812e+02,2.671243e-03,1.625387e+02,0
1.717812e+02,2.837000e-03,1.726897e+02,0
1.817812e+02,3.003034e-03,1.828609e+02,0
1.917812e+02,3.169385e-03,1.930543e+02,0
2.017812e+02,3.336101e-03,2.032716e+02,0
2.117812e+02,3.503239e-03,2.135148e+02,0
2.217812e+02,3.670866e-03,2.237859e+02,0
2.317812e+02,3.839062e-03,2.340865e+02,0
2.417812e+02,4.007918e-03,2.444170e+02,0
2.517812e+02,4.177523e-03,2.547758e+02,0
2.617812e+02,4.347933e-03,2.651536e+02,0
2.717812e+02,4.519048e-03,2.755231e+02,0
2.817812e+02,4.690259e-03,2.858083e+02,0
2.917812e+02,4.859490e-03,2.958116e+02,0
3.017812e+02,5.021704e-03,3.051133e+02,0
3.117812e+02,5.170718e-03,3.132274e+02,0
3.217812e+02,5.307036e-03,3.201511e+02,1
3.317812e+02,5.437452e-03,3.263239e+02,1
3.417812e+02,5.568009e-03,3.321578e+02,1
3.517812e+02,5.701951e-03,3.378944e+02,1
3.617812e+02,5.840474e-03,3.436472e+02,1
3.717812e+02,5.983603e-03,3.494474e+02,1
3.817812e+02,6.130540e-03,3.552643e+02,1
3.917812e+02,6.279347e-03,3.609889e+02,1
4.017812e+02,6.425822e-03,3.663800e+02,1
4.117812e+02,6.563027e-03,3.710587e+02,1
4.217812e+02,6.686022e-03,3.747606e+02,3
4.317812e+02,6.797246e-03,3.775793e+02,3
4.417812e+02,6.902662e-03,3.797758e+02,3
4.517812e+02,7.007133e-03,3.815735e+02,3
4.617812e+02,7.113590e-03,3.831192e+02,3
4.717812e+02,7.223563e-03,3.845053e+02,3
4.817812e+02,7.337708e-03,3.857885e+02,3
4.917812e+02,7.456167e-03,3.870038e+02,3
5.017812e+02,7.578831e-03,3.881733e+02,3
5.117812e+02,7.705449e-03,3.893114e+02,3
5.217812e+02,7.835714e-03,3.904270e+02,3
5.317812e+02,7.969302e-03,3.915261e+02,3
5.417812e+02,8.105900e-03,3.926127e+02,3
5.517812e+02,8.245212e-03,3.936892e+02,3
5.617812e+02,8.386968e-03,3.947576e+02,3
5.717812e+02,8.530921e-03,3.958189e+02,3
5.817812e+02,8.676852e-03,3.968742e+02,3
5.917812e+02,8.824568e-03,3.979236e+02,3
6.017812e+02,8.973894e-03,3.989677e+02,3
6.117812e+02,9.124673e-03,4.000069e+02,3
6.217812e+02,9.276768e-03,4.010414e+02,3
6.317812e+02,9.430056e-03,4.020716e+02,3
6.417812e+02,9.584430e-03,4.030974e+02,3
6.517812e+02,9.739790e-03,4.041194e+02,3
6.617812e+02,9.896049e-03,4.051375e+02,3
6.717812e+02,1.005313e-02,4.061520e+02,3
6.817812e+02,1.021096e-02,4.071632e+02,3
6.917812e+02,1.036949e-02,4.081712e+02,3
7.017812e+02,1.052864e-02,4.091765e+02,3
7.117812e+02,1.068837e-02,4.101790e+02,3
7.217812e+02,1.084864e-02,4.111792e+02,3
7.317812e+02,1.100940e-02,4.121773e+02,3
7.417812e+02,1.117062e-02,4.131735e+02,3
7.517812e+02,1.133225e-02,4.141681e+02,3
7.617812e+02,1.149426e-02,4.151613e+02,3
7.717812e+02,1.165663e-02,4.161534e+02,3
7.817812e+02,1.181933e-02,4.171447e+02,3
7.917812e+02,1.198233e-02,4.181353e+02,3
8.017812e+02,1.214560e-02,4.191256e+02,3
8.117812e+02,1.230913e-02,4.201156e+02,3
8.217812e+02,1.247289e-02,4.211056e+02,3
8.317812e+02,1.263686e-02,4.220958e+02,3
8.417812e+02,1.280103e-02,4.230862e+02,3
8.517812e+02,1.296536e-02,4.240769e+02,3
8.617812e+02,1.312984e-02,4.250681e+02,3
8.717812e+02,1.329445e-02,4.260596e+02,3
8.817812e+02,1.345917e-02,4.270515e+02,3
8.917812e+02,1.362398e-02,4.280435e+02,3
9.017812e+02,1.378885e-02,4.290353e+02,3
9.117812e+02,1.395376e-02,4.300268e+02,3
9.217812e+02,1.411867e-02,4.310172e+02,3
9.317812e+02,1.428354e-02,4.320059e+02,3
9.417812e+02,1.444835e-02,4.329919e+02,3
9.517812e+02,1.461303e-02,4.339739e+02,3
9.617812e+02,1.477752e-02,4.349503e+02,3
9.717812e+02,1.494174e-02,4.359187e+02,3
9.817812e+02,1.510557e-02,4.368763e+02,3
9.917812e+02,1.526886e-02,4.378190e+02,3
1.001781e+03,1.543141e-02,4.387415e+02,3
1.011781e+03,1.559290e-02,4.396360e+02,3
1.021781e+03,1.575287e-02,4.404940e+02,3
1.031781e+03,1.591066e-02,4.413017e+02,5
1.041781e+03,1.606522e-02,4.420415e+02,5
1.051781e+03,1.621514e-02,4.426920e+02,5
1.061781e+03,1.635869e-02,4.432302e+02,5
1.071781e+03,1.649457e-02,4.436396e+02,5
1.081781e+03,1.662287e-02,4.439184e+02,5
1.091781e+03,1.674528e-02,4.440798e+02,5
1.101781e+03,1.686426e-02,4.441445e+02,5
1.111781e+03,1.698201e-02,4.441326e+02,5
1.121781e+03,1.710011e-02,4.440606e+02,5
