Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-3.250904e-06,0.000000e+00,0
1.000000e+00,1.078653e-05,1.000056e+00,0
2.000000e+00,2.482399e-05,2.000106e+00,0
3.500000e+00,4.588025e-05,3.500186e+00,0
5.750000e+00,7.746492e-05,5.750319e+00,0
9.125000e+00,1.248429e-04,9.125570e+00,0
1.418750e+01,1.959131e-04,1.418864e+01,0
2.178125e+01,3.025296e-04,2.178390e+01,0
3.178125e+01,4.429605e-04,3.178777e+01,0
4.178125e+01,5.834405e-04,4.179466e+01,0
5.178125e+01,7.239864e-04,5.180564e+01,0
6.178125e+01,8.646164e-04,6.182184e+01,0
7.178125e+01,1.005351e-03,7.184447e+01,0
8.178125e+01,1.146212e-03,8.187489e+01,0
9.178125e+01,1.287226e-03,9.191461e+01,0
1.017812e+02,1.428424e-03,1.019653e+02,0
1.117812e+02,1.569840e-03,1.120291e+02,0
1.217812e+02,1.711519e-03,1.221081e+02,0
1.317812e+02,1.853512e-03,1.322052e+02,0
1.417812e+02,1.995884e-03,1.423235e+02,0
1.517812e+02,2.138714e-03,1.524665e+02,0
1.617812e+02,2.282099e-03,1.626382e+02,0
1.717812e+02,2.426150e-03,1.728415e+02,0
1.817812e+02,2.570965e-03,1.830753e+02,0
1.917812e+02,2.716519e-03,1.933226e+02,0
2.017812e+02,2.862225e-03,2.035102e+02,0
2.117812e+02,3.005391e-03,2.133817e+02,0
2.217812e+02,3.138367e-03,2.222830e+02,1
2.317812e+02,3.253596e-03,2.295934e+02,1
2.417812e+02,3.356166e-03,2.356702e+02,1
2.517812e+02,3.455308e-03,2.411912e+02,1
2.617812e+02,3.556502e-03,2.465714e+02,1
2.717812e+02,3.661979e-03,2.519956e+02,1
2.817812e+02,3.771858e-03,2.574941e+02,1
2.917812e+02,3.884227e-03,2.629533e+02,1
3.017812e+02,3.993858e-03,2.680483e+02,3
3.117812e+02,4.092996e-03,2.723172e+02,3
3.217812e+02,4.179434e-03,2.756290e+02,3
3.317812e+02,4.258114e-03,2.782470e+02,3
3.417812e+02,4.334381e-03,2.804586e+02,3
3.517812e+02,4.411632e-03,2.824524e+02,3
3.617812e+02,4.491695e-03,2.843389e+02,3
3.717812e+02,4.575454e-03,2.861817e+02,3
3.817812e+02,4.663250e-03,2.880167e+02,3
3.917812e+02,4.755109e-03,2.898636e+02,3
4.017812e+02,4.850905e-03,2.917332e+02,3
4.117812e+02,4.950422e-03,2.936306e+02,3
4.217812e+02,5.053405e-03,2.955574e+02,3
4.317812e+02,5.159587e-03,2.975135e+02,3
4.417812e+02,5.268705e-03,2.994974e+02,3
4.517812e+02,5.380504e-03,3.015071e+02,3
4.617812e+02,5.494752e-03,3.035402e+02,3
4.717812e+02,5.611227e-03,3.055943e+02,3
4.817812e+02,5.729732e-03,3.076669e+02,3
4.917812e+02,5.850081e-03,3.097556e+02,3
5.017812e+02,5.972113e-03,3.118582e+02,3
5.117812e+02,6.095675e-03,3.139726e+02,3
5.217812e+02,6.220632e-03,3.160967e+02,3
5.317812e+02,6.346860e-03,3.182288e+02,3
5.417812e+02,6.474248e-03,3.203672e+02,3
5.517812e+02,6.602694e-03,3.225104e+02,3
5.617812e+02,6.732106e-03,3.246569e+02,3
5.717812e+02,6.862400e-03,3.268054e+02,3
5.817812e+02,6.993500e-03,3.289547e+02,3
5.917812e+02,7.125333e-03,3.311037e+02,3
6.017812e+02,7.257836e-03,3.332513e+02,3
6.117812e+02,7.390948e-03,3.353964e+02,3
6.217812e+02,7.524610e-03,3.375382e+02,3
