Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-5.556520e-04,0.000000e+00,0
1.000000e+00,-5.342007e-04,1.000382e+00,0
2.000000e+00,-5.127479e-04,2.000504e+00,0
3.500000e+00,-4.805687e-04,3.500489e+00,0
5.750000e+00,-4.322997e-04,5.749989e+00,0
9.125000e+00,-3.598953e-04,9.123246e+00,0
1.418750e+01,-2.512852e-04,1.418117e+01,0
2.178125e+01,-8.835777e-05,2.176454e+01,0
3.178125e+01,1.262321e-04,3.174678e+01,0
4.178125e+01,3.408793e-04,4.172761e+01,0
5.178125e+01,5.556030e-04,5.171070e+01,0
6.178125e+01,7.704225e-04,6.169963e+01,0
7.178125e+01,9.853577e-04,7.169802e+01,0
8.178125e+01,1.200428e-03,8.170947e+01,0
9.178125e+01,1.415656e-03,9.173756e+01,0
1.017812e+02,1.631061e-03,1.017859e+02,0
1.117812e+02,1.846667e-03,1.118581e+02,0
1.217812e+02,2.062496e-03,1.219578e+02,0
1.317812e+02,2.278574e-03,1.320884e+02,0
1.417812e+02,2.494927e-03,1.422537e+02,0
1.517812e+02,2.711583e-03,1.524571e+02,0
1.617812e+02,2.928574e-03,1.627022e+02,0
1.717812e+02,3.145933e-03,1.729925e+02,0
1.817812e+02,3.363699e-03,1.833315e+02,0
1.917812e+02,3.581915e-03,1.937228e+02,0
2.017812e+02,3.800630e-03,2.041697e+02,0
2.117812e+02,4.019902e-03,2.146758e+02,0
2.217812e+02,4.239798e-03,2.252442e+02,0
2.317812e+02,4.460400e-03,2.358781e+02,0
2.417812e+02,4.681806e-03,2.465803e+02,0
2.517812e+02,4.904133e-03,2.573526e+02,0
2.617812e+02,5.127520e-03,2.681940e+02,0
2.717812e+02,5.352116e-03,2.791019e+02,0
2.817812e+02,5.578034e-03,2.900599e+02,0
2.917812e+02,5.805172e-03,3.010244e+02,0
3.017812e+02,6.032583e-03,3.118729e+02,0
3.117812e+02,6.256650e-03,3.222807e+02,0
3.217812e+02,6.468828e-03,3.316035e+02,0
3.317812e+02,6.662721e-03,3.393654e+02,0
3.417812e+02,6.845384e-03,3.459203e+02,1
3.517812e+02,7.027347e-03,3.518790e+02,1
3.617812e+02,7.214271e-03,3.576250e+02,1
3.717812e+02,7.407892e-03,3.633414e+02,1
3.817812e+02,7.608116e-03,3.690930e+02,1
3.917812e+02,7.814095e-03,3.748800e+02,1
4.017812e+02,8.024395e-03,3.806446e+02,1
4.117812e+02,8.236143e-03,3.862324e+02,1
4.217812e+02,8.442773e-03,3.913007e+02,1
4.317812e+02,8.633300e-03,3.953276e+02,1
4.417812e+02,8.802483e-03,3.980456e+02,1
4.517812e+02,8.957827e-03,3.996776e+02,3
4.617812e+02,9.109209e-03,4.005635e+02,3
4.717812e+02,9.262812e-03,4.009520e+02,3
4.817812e+02,9.421525e-03,4.010021e+02,3
4.917812e+02,9.586364e-03,4.008130e+02,3
5.017812e+02,9.757325e-03,4.004525e+02,3
5.117812e+02,9.934017e-03,3.999652e+02,3
5.217812e+02,1.011588e-02,3.993830e+02,3
5.317812e+02,1.030235e-02,3.987293e+02,3
5.417812e+02,1.049286e-02,3.980215e+02,3
5.517812e+02,1.068694e-02,3.972732e+02,3
5.617812e+02,1.088415e-02,3.964950e+02,3
5.717812e+02,1.108413e-02,3.956966e+02,3
5.817812e+02,1.128657e-02,3.948832e+02,3
5.917812e+02,1.149119e-02,3.940616e+02,3
6.017812e+02,1.169776e-02,3.932370e+02,3
6.117812e+02,1.190607e-02,3.924137e+02,3
6.217812e+02,1.211597e-02,3.915956e+02,3
6.317812e+02,1.232729e-02,3.907859e+02,3
6.417812e+02,1.253991e-02,3.899879e+02,3
6.517812e+02,1.275372e-02,3.892040e+02,3
6.617812e+02,1.296860e-02,3.884367e+02,3
6.717812e+02,1.318448e-02,3.876882e+02,3
6.817812e+02,1.340127e-02,3.869604e+02,3
6.917812e+02,1.361891e-02,3.862550e+02,3
7.017812e+02,1.383732e-02,3.855736e+02,3
7.117812e+02,1.405644e-02,3.849175e+02,3
7.217812e+02,1.427623e-02,3.842878e+02,3
7.317812e+02,1.449662e-02,3.836854e+02,3
7.417812e+02,1.471756e-02,3.831111e+02,3
7.517812e+02,1.493901e-02,3.825655e+02,3
7.617812e+02,1.516090e-02,3.820487e+02,3
7.717812e+02,1.538319e-02,3.815608e+02,3
7.817812e+02,1.560581e-02,3.811013e+02,3
7.917812e+02,1.582870e-02,3.806695e+02,3
8.017812e+02,1.605178e-02,3.802642e+02,3
8.117812e+02,1.627495e-02,3.798836e+02,3
8.217812e+02,1.649809e-02,3.795251e+02,3
8.317812e+02,1.672104e-02,3.791852e+02,3
8.417812e+02,1.694362e-02,3.788593e+02,3
8.517812e+02,1.716554e-02,3.785412e+02,3
8.617812e+02,1.738646e-02,3.782227e+02,3
8.717812e+02,1.760587e-02,3.778919e+02,3
8.817812e+02,1.782318e-02,3.775384e+02,3
8.917812e+02,1.803759e-02,3.771446e+02,3
9.017812e+02,1.824823e-02,3.766920e+02,3
9.117812e+02,1.845418e-02,3.761610e+02,3
9.217812e+02,1.865474e-02,3.755335e+02,3
9.317812e+02,1.884952e-02,3.747946e+02,3
9.417812e+02,1.903855e-02,3.739348e+02,3
9.517812e+02,1.922217e-02,3.729498e+02,3
9.617812e+02,1.940082e-02,3.718392e+02,5
9.717812e+02,1.957493e-02,3.706054e+02,5
9.817812e+02,1.974484e-02,3.692522e+02,5
9.917812e+02,1.991079e-02,3.677845e+02,5
1.001781e+03,2.007305e-02,3.662082e+02,5
1.011781e+03,2.023193e-02,3.645305e+02,5
1.021781e+03,2.038785e-02,3.627603e+02,5
1.031781e+03,2.054134e-02,3.609077e+02,5
1.041781e+03,2.069300e-02,3.589855e+02,5
1.051781e+03,2.084336e-02,3.570031e+02,5
1.061781e+03,2.099301e-02,3.549744e+02,5
1.071781e+03,2.114247e-02,3.529121e+02,7
1.081781e+03,2.129218e-02,3.508286e+02,7
1.091781e+03,2.144248e-02,3.487352e+02,7
1.101781e+03,2.159368e-02,3.466426e+02,7
1.111781e+03,2.174599e-02,3.445603e+02,7
1.121781e+03,2.189954e-02,3.424962e+02,7
1.131781e+03,2.205442e-02,3.404567e+02,7
1.141781e+03,2.221060e-02,3.384462e+02,7
1.151781e+03,2.236799e-02,3.364666e+02,7
1.161781e+03,2.252634e-02,3.345170e+02,7
1.171781e+03,2.268514e-02,3.325901e+02,7
1.181781e+03,2.284360e-02,3.306786e+02,7
1.191781e+03,2.300025e-02,3.287617e+02,9
1.201781e+03,2.315261e-02,3.268105e+02,9
1.211781e+03,2.329684e-02,3.247841e+02,9
1.221781e+03,2.342790e-02,3.226335e+02,9
1.231781e+03,2.354118e-02,3.203116e+02,11
1.241781e+03,2.363512e-02,3.177861e+02,11
1.251781e+03,2.371187e-02,3.150435e+02,11
1.261781e+03,2.377548e-02,3.120880e+02,11
1.271781e+03,2.382985e-02,3.089365e+02,11
1.281781e+03,2.387798e-02,3.056129e+02,11
1.291781e+03,2.392197e-02,3.021430e+02,11
1.301781e+03,2.396321e-02,2.985515e+02,11
1.311781e+03,2.400260e-02,2.948602e+02,11
1.321781e+03,2.404070e-02,2.910882e+02,11
1.331781e+03,2.407782e-02,2.872517e+02,11
1.341781e+03,2.411403e-02,2.833647e+02,11
1.351781e+03,2.414922e-02,2.794396e+02,11
1.361781e+03,2.418310e-02,2.754878e+02,11
1.371781e+03,2.421511e-02,2.715206e+02,11
1.381781e+03,2.424455e-02,2.675490e+02,11
1.391781e+03,2.427058e-02,2.635833e+02,11
