Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-6.445452e-19,0.000000e+00,14
1.000000e+00,1.234929e-05,1.000047e+00,18
2.000000e+00,2.470087e-05,2.000249e+00,18
3.500000e+00,4.323765e-05,3.501203e+00,18
5.750000e+00,7.107839e-05,5.755066e+00,18
9.125000e+00,1.129625e-04,9.143964e+00,18
1.418750e+01,1.760834e-04,1.424154e+01,18
2.178125e+01,2.669253e-04,2.148663e+01,18
3.178125e+01,3.254682e-04,2.578161e+01,18
4.178125e+01,3.649862e-04,2.825097e+01,18
5.178125e+01,3.991365e-04,3.007034e+01,18
6.178125e+01,4.273907e-04,3.127824e+01,18
7.178125e+01,4.558617e-04,3.228703e+01,18
8.178125e+01,4.874074e-04,3.328811e+01,16
9.178125e+01,5.230597e-04,3.435584e+01,14
1.017812e+02,5.631868e-04,3.552167e+01,14
1.117812e+02,6.078863e-04,3.679931e+01,12
1.217812e+02,6.571133e-04,3.819365e+01,11
1.317812e+02,7.107084e-04,3.970371e+01,11
1.417812e+02,7.682643e-04,4.131915e+01,11
1.517812e+02,8.277490e-04,4.297605e+01,11
1.617812e+02,8.754838e-04,4.423680e+01,11
1.717812e+02,9.069594e-04,4.495571e+01,11
1.817812e+02,9.409381e-04,4.567097e+01,11
1.917812e+02,9.795678e-04,4.645911e+01,11
2.017812e+02,1.022077e-03,4.731428e+01,11
2.117812e+02,1.067020e-03,4.821136e+01,11
2.217812e+02,1.112881e-03,4.912206e+01,11
2.317812e+02,1.158543e-03,5.002545e+01,11
2.417812e+02,1.203691e-03,5.091637e+01,11
2.517812e+02,1.248903e-03,5.180711e+01,11
2.617812e+02,1.295343e-03,5.272132e+01,11
2.717812e+02,1.344333e-03,5.368557e+01,11
2.817812e+02,1.397003e-03,5.472237e+01,11
2.917812e+02,1.454076e-03,5.584607e+01,11
3.017812e+02,1.515872e-03,5.706290e+01,7
3.117812e+02,1.582313e-03,5.837112e+01,7
3.217812e+02,1.653055e-03,5.976372e+01,7
3.317812e+02,1.727633e-03,6.123121e+01,7
3.417812e+02,1.805529e-03,6.276305e+01,7
3.517812e+02,1.886427e-03,6.435274e+01,7
3.617812e+02,1.969857e-03,6.599068e+01,7
3.717812e+02,2.055469e-03,6.766960e+01,7
3.817812e+02,2.142980e-03,6.938367e+01,7
3.917812e+02,2.232161e-03,7.112802e+01,7
4.017812e+02,2.322818e-03,7.289853e+01,7
4.117812e+02,2.414782e-03,7.469160e+01,7
4.217812e+02,2.507906e-03,7.650404e+01,7
4.317812e+02,2.602058e-03,7.833295e+01,7
4.417812e+02,2.697116e-03,8.017570e+01,7
4.517812e+02,2.792974e-03,8.202986e+01,7
4.617812e+02,2.889530e-03,8.389324e+01,7
4.717812e+02,2.986695e-03,8.576382e+01,7
4.817812e+02,3.084388e-03,8.763981e+01,7
4.917812e+02,3.182540e-03,8.951961e+01,7
5.017812e+02,3.281091e-03,9.140192e+01,7
5.117812e+02,3.379998e-03,9.328571e+01,7
5.217812e+02,3.479225e-03,9.517021e+01,7
5.317812e+02,3.578755e-03,9.705496e+01,7
5.417812e+02,3.678579e-03,9.893975e+01,7
5.517812e+02,3.778698e-03,1.008246e+02,7
5.617812e+02,3.879121e-03,1.027096e+02,7
5.717812e+02,3.979861e-03,1.045952e+02,7
5.817812e+02,4.080934e-03,1.064815e+02,7
5.917812e+02,4.182353e-03,1.083689e+02,7
6.017812e+02,4.284131e-03,1.102577e+02,7
6.117812e+02,4.386280e-03,1.121481e+02,7
6.217812e+02,4.488804e-03,1.140403e+02,7
6.317812e+02,4.591709e-03,1.159342e+02,7
6.417812e+02,4.694993e-03,1.178300e+02,7
6.517812e+02,4.798655e-03,1.197276e+02,7
6.617812e+02,4.902690e-03,1.216268e+02,7
6.717812e+02,5.007091e-03,1.235276e+02,7
6.817812e+02,5.111849e-03,1.254296e+02,7
6.917812e+02,5.216956e-03,1.273328e+02,7
7.017812e+02,5.322402e-03,1.292369e+02,7
7.117812e+02,5.428176e-03,1.311416e+02,7
7.217812e+02,5.534268e-03,1.330467e+02,7
7.317812e+02,5.640666e-03,1.349519e+02,7
7.417812e+02,5.747359e-03,1.368570e+02,7
7.517812e+02,5.854338e-03,1.387617e+02,7
7.617812e+02,5.961592e-03,1.406657e+02,7
7.717812e+02,6.069109e-03,1.425689e+02,7
7.817812e+02,6.176882e-03,1.444709e+02,7
7.917812e+02,6.284899e-03,1.463715e+02,7
8.017812e+02,6.393151e-03,1.482706e+02,7
8.117812e+02,6.501630e-03,1.501678e+02,7
8.217812e+02,6.610328e-03,1.520629e+02,7
8.317812e+02,6.719235e-03,1.539557e+02,7
8.417812e+02,6.828344e-03,1.558461e+02,7
8.517812e+02,6.937648e-03,1.577339e+02,7
8.617812e+02,7.047139e-03,1.596187e+02,7
8.717812e+02,7.156810e-03,1.615005e+02,7
8.817812e+02,7.266655e-03,1.633791e+02,7
8.917812e+02,7.376668e-03,1.652543e+02,7
9.017812e+02,7.486842e-03,1.671260e+02,7
9.117812e+02,7.597171e-03,1.689939e+02,7
9.217812e+02,7.707651e-03,1.708580e+02,7
9.317812e+02,7.818276e-03,1.727180e+02,7
9.417812e+02,7.929040e-03,1.745739e+02,7
9.517812e+02,8.039939e-03,1.764255e+02,7
9.617812e+02,8.150969e-03,1.782727e+02,7
9.717812e+02,8.262124e-03,1.801153e+02,7
9.817812e+02,8.373401e-03,1.819533e+02,7
9.917812e+02,8.484795e-03,1.837865e+02,7
1.001781e+03,8.596302e-03,1.856147e+02,7
1.011781e+03,8.707920e-03,1.874380e+02,7
1.021781e+03,8.819642e-03,1.892561e+02,7
1.031781e+03,8.931469e-03,1.910690e+02,7
1.041781e+03,9.043394e-03,1.928766e+02,7
1.051781e+03,9.155415e-03,1.946787e+02,7
1.061781e+03,9.267529e-03,1.964754e+02,7
1.071781e+03,9.379731e-03,1.982664e+02,7
1.081781e+03,9.492022e-03,2.000518e+02,7
1.091781e+03,9.604397e-03,2.018315e+02,7
1.101781e+03,9.716853e-03,2.036052e+02,7
1.111781e+03,9.829388e-03,2.053731e+02,7
1.121781e+03,9.941999e-03,2.071350e+02,7
1.131781e+03,1.005468e-02,2.088908e+02,7
1.141781e+03,1.016744e-02,2.106405e+02,7
1.151781e+03,1.028027e-02,2.123839e+02,7
1.161781e+03,1.039316e-02,2.141212e+02,7
1.171781e+03,1.050612e-02,2.158521e+02,7
1.181781e+03,1.061914e-02,2.175766e+02,7
1.191781e+03,1.073222e-02,2.192947e+02,7
1.201781e+03,1.084536e-02,2.210063e+02,7
1.211781e+03,1.095856e-02,2.227113e+02,7
1.221781e+03,1.107182e-02,2.244097e+02,7
1.231781e+03,1.118512e-02,2.261015e+02,7
1.241781e+03,1.129848e-02,2.277867e+02,7
1.251781e+03,1.141189e-02,2.294650e+02,7
1.261781e+03,1.152535e-02,2.311366e+02,7
1.271781e+03,1.163886e-02,2.328014e+02,7
1.281781e+03,1.175241e-02,2.344593e+02,7
1.291781e+03,1.186601e-02,2.361103e+02,7
1.301781e+03,1.197964e-02,2.377543e+02,7
1.311781e+03,1.209332e-02,2.393914e+02,7
1.321781e+03,1.220704e-02,2.410215e+02,7
1.331781e+03,1.232080e-02,2.426445e+02,7
1.341781e+03,1.243459e-02,2.442604e+02,7
1.351781e+03,1.254843e-02,2.458693e+02,7
1.361781e+03,1.266229e-02,2.474710e+02,7
1.371781e+03,1.277619e-02,2.490655e+02,7
1.381781e+03,1.289012e-02,2.506528e+02,7
1.391781e+03,1.300409e-02,2.522329e+02,7
1.401781e+03,1.311808e-02,2.538058e+02,7
1.411781e+03,1.323210e-02,2.553714e+02,7
1.421781e+03,1.334615e-02,2.569297e+02,7
1.431781e+03,1.346023e-02,2.584807e+02,7
1.441781e+03,1.357433e-02,2.600244e+02,7
1.451781e+03,1.368846e-02,2.615607e+02,7
1.461781e+03,1.380261e-02,2.630896e+02,7
1.471781e+03,1.391678e-02,2.646111e+02,7
1.481781e+03,1.403097e-02,2.661253e+02,7
1.491781e+03,1.414519e-02,2.676320e+02,7
1.501781e+03,1.425942e-02,2.691312e+02,7
1.511781e+03,1.437368e-02,2.706230e+02,7
1.521781e+03,1.448795e-02,2.721073e+02,7
1.531781e+03,1.460224e-02,2.735840e+02,7
1.541781e+03,1.471654e-02,2.750533e+02,7
1.551781e+03,1.483086e-02,2.765150e+02,7
1.561781e+03,1.494519e-02,2.779692e+02,7
1.571781e+03,1.505953e-02,2.794159e+02,7
1.581781e+03,1.517389e-02,2.808549e+02,7
1.591781e+03,1.528825e-02,2.822863e+02,7
1.601781e+03,1.540263e-02,2.837102e+02,7
1.611781e+03,1.551701e-02,2.851264e+02,7
1.621781e+03,1.563140e-02,2.865349e+02,7
1.631781e+03,1.574580e-02,2.879358e+02,7
1.641781e+03,1.586021e-02,2.893290e+02,7
1.651781e+03,1.597461e-02,2.907145e+02,7
1.661781e+03,1.608902e-02,2.920923e+02,7
1.671781e+03,1.620343e-02,2.934623e+02,7
1.681781e+03,1.631784e-02,2.948245e+02,7
1.691781e+03,1.643225e-02,2.961790e+02,7
1.701781e+03,1.654666e-02,2.975256e+02,7
1.711781e+03,1.666106e-02,2.988644e+02,7
1.721781e+03,1.677546e-02,3.001953e+02,7
1.731781e+03,1.688985e-02,3.015183e+02,7
1.741781e+03,1.700423e-02,3.028334e+02,7
1.751781e+03,1.711860e-02,3.041404e+02,7
1.761781e+03,1.723295e-02,3.054395e+02,7
1.771781e+03,1.734729e-02,3.067305e+02,9
1.781781e+03,1.746161e-02,3.080134e+02,9
1.791781e+03,1.757591e-02,3.092881e+02,9
1.801781e+03,1.769019e-02,3.105546e+02,9
1.811781e+03,1.780444e-02,3.118128e+02,9
1.821781e+03,1.791866e-02,3.130627e+02,9
1.831781e+03,1.803285e-02,3.143043e+02,9
1.841781e+03,1.814701e-02,3.155373e+02,9
1.851781e+03,1.826113e-02,3.167618e+02,9
