    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.33801e-09	 2.61798e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83259e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000018e-01	 0.00000e+00	 7.95195e-05	 1.25866e-04	 1.25198e-04	 5.36400e-05	-1.04076e-04	-1.85562e-05	-1.45652e-04	-4.60710e-05	-3.96429e-05	-3.34759e-05	 1.53342e-05	 1.67300e-10	-1.53388e-05	 3.34698e-05	 3.96125e-05	 4.60575e-05	 1.45626e-04	 1.85545e-05	 1.04095e-04	-5.36296e-05	-1.25167e-04	-1.25857e-04	-7.95157e-05
U  1	1.000018e-01	 9.99784e-04	 4.30959e-04	 1.91987e-04	 8.68482e-05	 5.81137e-05	 9.36310e-05	 7.82231e-05	 5.76651e-05	 7.31984e-05	 1.01309e-05	-5.61039e-05	-1.25085e-05	-1.39636e-04	-1.25136e-05	-5.61350e-05	 1.01204e-05	 7.31811e-05	 5.76628e-05	 7.82235e-05	 9.36273e-05	 5.80964e-05	 8.68368e-05	 1.91957e-04	 4.30951e-04
U  2	1.000018e-01	-7.03584e-03	-6.09124e-03	-3.62273e-03	-3.74934e-04	 2.77426e-03	 5.01548e-03	 5.81747e-03	 5.03229e-03	 2.93176e-03	 1.03188e-04	-2.69445e-03	-4.72752e-03	-5.46714e-03	-4.72798e-03	-2.69546e-03	 1.02044e-04	 2.93078e-03	 5.03185e-03	 5.81738e-03	 5.01605e-03	 2.77497e-03	-3.73950e-04	-3.62186e-03	-6.09087e-03
UR 0	1.000018e-01	 4.79298e-02	 4.52842e-02	 3.87320e-02	 2.98624e-02	 1.98345e-02	 9.70837e-03	-2.63652e-05	-9.29927e-03	-1.81565e-02	-2.63532e-02	-3.31830e-02	-3.78165e-02	-3.94965e-02	-3.78188e-02	-3.31874e-02	-2.63588e-02	-1.81629e-02	-9.30614e-03	-3.34214e-05	 9.70153e-03	 1.98285e-02	 2.98569e-02	 3.87277e-02	 4.52816e-02
UR 1	1.000018e-01	 3.30340e-06	-1.18717e-02	-2.17242e-02	-3.03796e-02	-3.72846e-02	-4.15142e-02	-4.24037e-02	-3.99037e-02	-3.43183e-02	-2.66424e-02	-1.79524e-02	-8.97347e-03	-3.61258e-06	 8.96619e-03	 1.79453e-02	 2.66366e-02	 3.43139e-02	 3.99014e-02	 4.24034e-02	 4.15157e-02	 3.72878e-02	 3.03846e-02	 2.17305e-02	 1.18783e-02
UR 2	1.000018e-01	-5.97337e-08	-6.88854e-03	-7.21666e-04	-6.07869e-04	 1.55958e-03	-2.26538e-04	 2.41870e-04	 8.06459e-04	-6.31290e-04	 1.12805e-03	-8.67288e-04	 4.47482e-04	-1.10105e-07	-4.47247e-04	 8.67287e-04	-1.12798e-03	 6.31395e-04	-8.06564e-04	-2.41536e-04	 2.26357e-04	-1.55940e-03	 6.07915e-04	 7.21615e-04	 6.88867e-03
U  0	2.000014e-01	 0.00000e+00	 1.06302e-04	 1.56440e-04	 1.74917e-04	-1.42060e-06	-3.12939e-04	-1.85120e-04	-3.83179e-04	-1.68694e-04	-1.14106e-04	-6.36789e-05	 2.78752e-05	 9.72074e-09	-2.78648e-05	 6.36843e-05	 1.14083e-04	 1.68677e-04	 3.83159e-04	 1.85108e-04	 3.12952e-04	 1.41960e-06	-1.74898e-04	-1.56426e-04	-1.06296e-04
U  1	2.000014e-01	 2.00192e-03	 1.17426e-03	 6.61182e-04	 2.48150e-04	 9.58982e-05	 1.16033e-04	 8.81415e-05	 5.90997e-05	 7.96157e-05	-5.24926e-05	-1.86631e-04	-1.43647e-04	-3.53963e-04	-1.43648e-04	-1.86653e-04	-5.24929e-05	 7.96112e-05	 5.91140e-05	 8.81572e-05	 1.16040e-04	 9.59074e-05	 2.48147e-04	 6.61157e-04	 1.17426e-03
