    	Node label->	           1	           3	           5	           7	           9	          11	          13	          15	          17	          19	          21	          23	          25	          27	          29	          31	          33	          35	          37	          39	          41	          43	          45	          47	          49	          51	          53	          55	          57	          59	          61	          63	          65	          67	          69	          71
    	Angle ->    	 3.17827e-09	 1.74535e-01	 3.49080e-01	 5.23596e-01	 6.98144e-01	 8.72652e-01	 1.04720e+00	 1.22172e+00	 1.39626e+00	 1.57080e+00	 1.74533e+00	 1.91988e+00	 2.09439e+00	 2.26894e+00	 2.44345e+00	 2.61800e+00	 2.79251e+00	 2.96706e+00	 3.14159e+00	 3.31613e+00	 3.49067e+00	 3.66519e+00	 3.83974e+00	 4.01424e+00	 4.18879e+00	 4.36331e+00	 4.53785e+00	 4.71239e+00	 4.88692e+00	 5.06147e+00	 5.23598e+00	 5.41053e+00	 5.58504e+00	 5.75959e+00	 5.93411e+00	 6.10865e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000015e-01	 0.00000e+00	 3.68488e-05	 1.24405e-04	 1.80085e-04	 1.54909e-04	 1.02206e-04	 7.67543e-05	 3.38442e-05	 4.15960e-05	 1.40316e-05	 1.82879e-05	 6.77484e-06	-1.76145e-07	 2.80360e-07	-7.53423e-06	-3.70006e-06	-5.06942e-06	-2.03951e-06	 2.73330e-09	 2.04506e-06	 5.07483e-06	 3.70459e-06	 7.54006e-06	-2.75534e-07	 1.80236e-07	-6.77079e-06	-1.82850e-05	-1.40279e-05	-4.15960e-05	-3.38439e-05	-7.67571e-05	-1.02213e-04	-1.54917e-04	-1.80095e-04	-1.24407e-04	-3.68480e-05
U  1	1.000015e-01	 9.99876e-04	 5.88877e-04	 2.02027e-04	 3.25750e-05	 3.01074e-05	 6.11029e-05	 6.84075e-05	 8.49337e-05	 8.02674e-05	 7.76480e-05	 7.12380e-05	 6.03076e-05	 5.10640e-05	 4.67200e-05	 3.54114e-05	 3.68358e-05	 2.78384e-05	 2.97356e-05	 2.59345e-05	 2.97375e-05	 2.78399e-05	 3.68394e-05	 3.54132e-05	 4.67229e-05	 5.10678e-05	 6.03127e-05	 7.12442e-05	 7.76544e-05	 8.02728e-05	 8.49390e-05	 6.84121e-05	 6.11074e-05	 3.01139e-05	 3.25849e-05	 2.02051e-04	 5.88905e-04
U  2	1.000015e-01	-3.97913e-03	-3.61672e-03	-2.66088e-03	-1.34249e-03	 5.69828e-05	 1.26332e-03	 2.08088e-03	 2.41113e-03	 2.26917e-03	 1.76050e-03	 1.05134e-03	 3.19641e-04	-2.83363e-04	-6.68484e-04	-8.17275e-04	-7.79165e-04	-6.43515e-04	-5.11254e-04	-4.57403e-04	-5.11361e-04	-6.43703e-04	-7.79379e-04	-8.17454e-04	-6.68577e-04	-2.83340e-04	 3.19779e-04	 1.05156e-03	 1.76075e-03	 2.26939e-03	 2.41127e-03	 2.08089e-03	 1.26319e-03	 5.67486e-05	-1.34277e-03	-2.66113e-03	-3.61687e-03
UR 0	1.000015e-01	 4.77328e-02	 4.31423e-02	 3.28308e-02	 2.05294e-02	 8.78038e-03	-4.00087e-04	-6.34279e-03	-9.45084e-03	-1.08151e-02	-1.15595e-02	-1.23374e-02	-1.31101e-02	-1.33002e-02	-1.22561e-02	-9.64734e-03	-5.84345e-03	-1.74669e-03	 1.37687e-03	 2.56742e-03	 1.37548e-03	-1.74921e-03	-5.84663e-03	-9.65058e-03	-1.22586e-02	-1.33020e-02	-1.31111e-02	-1.23378e-02	-1.15595e-02	-1.08146e-02	-9.44994e-03	-6.34108e-03	-3.97720e-04	 8.78351e-03	 2.05330e-02	 3.28341e-02	 4.31443e-02
