time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.536754e-08,5.521676e-01,-5.778438e+00
2.000000e-03,5.076431e-08,1.104342e+00,-1.155698e+01
3.500000e-03,8.894194e-08,1.932605e+00,-2.022479e+01
5.750000e-03,1.464087e-07,3.175003e+00,-3.322653e+01
9.125000e-03,2.330757e-07,5.038605e+00,-5.272919e+01
1.418750e-02,3.641618e-07,7.834012e+00,-8.198323e+01
2.178125e-02,5.633236e-07,1.202713e+01,-1.258644e+02
3.317187e-02,8.680009e-07,1.831681e+01,-1.916861e+02
5.025781e-02,1.339069e-06,2.775135e+01,-2.904188e+02
7.025781e-02,1.913335e-06,3.879498e+01,-4.059907e+02
9.025782e-02,2.513497e-06,4.983860e+01,-5.215626e+02
1.102578e-01,3.143165e-06,6.088223e+01,-6.371344e+02
1.302578e-01,3.804397e-06,7.192586e+01,-7.527062e+02
1.502578e-01,4.500076e-06,8.296949e+01,-8.682779e+02
1.702578e-01,5.233584e-06,9.401311e+01,-9.838496e+02
1.902578e-01,6.008799e-06,1.050567e+02,-1.099421e+03
2.102578e-01,6.830196e-06,1.161003e+02,-1.214993e+03
2.302578e-01,7.702981e-06,1.271440e+02,-1.330564e+03
2.502578e-01,8.633257e-06,1.381876e+02,-1.446136e+03
2.702578e-01,9.628231e-06,1.492312e+02,-1.561707e+03
2.902578e-01,1.069649e-05,1.602748e+02,-1.677278e+03
3.102578e-01,1.184837e-05,1.713184e+02,-1.792850e+03
3.302578e-01,1.309643e-05,1.823620e+02,-1.908421e+03
3.502578e-01,1.445613e-05,1.934056e+02,-2.023992e+03
3.702578e-01,1.594678e-05,2.044492e+02,-2.139563e+03
3.902578e-01,1.759280e-05,2.154928e+02,-2.255134e+03
4.102578e-01,1.942568e-05,2.265363e+02,-2.370704e+03
4.302578e-01,2.148678e-05,2.375799e+02,-2.486275e+03
4.502578e-01,2.383172e-05,2.486235e+02,-2.601845e+03
4.702578e-01,2.653723e-05,2.596670e+02,-2.717416e+03
4.902578e-01,2.971264e-05,2.707105e+02,-2.832986e+03
5.102578e-01,3.359407e-05,2.817540e+02,-2.948555e+03
5.302578e-01,3.832808e-05,2.927974e+02,-3.064124e+03
5.502578e-01,4.439412e-05,3.038408e+02,-3.179693e+03
5.702578e-01,5.256615e-05,3.148840e+02,-3.295260e+03
5.902578e-01,6.439460e-05,3.259270e+02,-3.410824e+03
6.102578e-01,8.352104e-05,3.369692e+02,-3.526380e+03
6.302578e-01,1.210351e-04,3.480090e+02,-3.641910e+03
6.502578e-01,2.344458e-04,3.590311e+02,-3.757254e+03
6.702578e-01,1.792536e-03,3.682408e+02,-3.853522e+03
6.902578e-01,4.523112e-03,3.691452e+02,-3.862380e+03
7.102578e-01,6.223551e-03,3.694149e+02,-3.864554e+03
7.302578e-01,7.557256e-03,3.696100e+02,-3.865944e+03
7.502578e-01,8.690531e-03,3.697770e+02,-3.867030e+03
7.702578e-01,9.692870e-03,3.699297e+02,-3.867977e+03
7.902578e-01,1.060146e-02,3.700704e+02,-3.868792e+03
8.102578e-01,1.143877e-02,3.701995e+02,-3.869484e+03
8.302578e-01,1.221991e-02,3.703140e+02,-3.870021e+03
8.502578e-01,1.295600e-02,3.704057e+02,-3.870156e+03
8.702578e-01,1.365572e-02,3.704629e+02,-3.870137e+03
8.902578e-01,1.433001e-02,3.704326e+02,-3.869172e+03
9.102578e-01,1.503474e-02,3.697940e+02,-3.861855e+03
9.152578e-01,1.523872e-02,3.692776e+02,-3.856242e+03
9.202578e-01,1.547715e-02,3.683054e+02,-3.845821e+03
9.277578e-01,1.609157e-02,3.644580e+02,-3.804990e+03
9.296328e-01,1.659756e-02,3.602122e+02,-3.760143e+03
9.297500e-01,1.670594e-02,3.591609e+02,-3.749051e+03
9.297500e-01,1.670594e-02,3.591609e+02,-3.749051e+03
