time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.820514e-08,1.500789e+00,-3.568455e+01
2.000000e-03,7.663239e-08,3.001607e+00,-7.136888e+01
3.500000e-03,1.343989e-07,5.252812e+00,-1.248955e+02
5.750000e-03,2.215191e-07,8.629618e+00,-2.051854e+02
9.125000e-03,3.532622e-07,1.369482e+01,-3.256202e+02
1.418750e-02,5.532829e-07,2.129262e+01,-5.062720e+02
2.178125e-02,8.587842e-07,3.268931e+01,-7.772493e+02
3.317187e-02,1.329570e-06,4.978431e+01,-1.183714e+03
5.025781e-02,2.064861e-06,7.542672e+01,-1.793408e+03
7.025781e-02,2.972686e-06,1.054424e+02,-2.507083e+03
9.025782e-02,3.935608e-06,1.354579e+02,-3.220753e+03
1.102578e-01,4.958073e-06,1.654733e+02,-3.934418e+03
1.302578e-01,6.045347e-06,1.954886e+02,-4.648079e+03
1.502578e-01,7.203656e-06,2.255037e+02,-5.361734e+03
1.702578e-01,8.440172e-06,2.555186e+02,-6.075384e+03
1.902578e-01,9.763180e-06,2.855334e+02,-6.789029e+03
2.102578e-01,1.118228e-05,3.155480e+02,-7.502668e+03
2.302578e-01,1.270863e-05,3.455625e+02,-8.216302e+03
2.502578e-01,1.435531e-05,3.755767e+02,-8.929930e+03
2.702578e-01,1.613770e-05,4.055908e+02,-9.643552e+03
2.902578e-01,1.807408e-05,4.356047e+02,-1.035717e+04
3.102578e-01,2.018623e-05,4.656183e+02,-1.107078e+04
3.302578e-01,2.250048e-05,4.956317e+02,-1.178438e+04
3.502578e-01,2.504885e-05,5.256449e+02,-1.249797e+04
3.702578e-01,2.787075e-05,5.556578e+02,-1.321156e+04
3.902578e-01,3.101529e-05,5.856703e+02,-1.392514e+04
4.102578e-01,3.454452e-05,6.156824e+02,-1.463870e+04
4.302578e-01,3.853803e-05,6.456941e+02,-1.535226e+04
4.502578e-01,4.309982e-05,6.757053e+02,-1.606580e+04
4.702578e-01,4.836861e-05,7.057157e+02,-1.677932e+04
4.902578e-01,5.453391e-05,7.357252e+02,-1.749282e+04
5.102578e-01,6.186227e-05,7.657334e+02,-1.820628e+04
5.302578e-01,7.074165e-05,7.957398e+02,-1.891970e+04
5.502578e-01,8.204224e-05,8.257431e+02,-1.963305e+04
5.702578e-01,9.633762e-05,8.557420e+02,-2.034629e+04
5.902578e-01,1.155355e-04,8.857329e+02,-2.105934e+04
6.102578e-01,1.429978e-04,9.157077e+02,-2.177199e+04
6.302578e-01,1.863682e-04,9.456434e+02,-2.248372e+04
6.502578e-01,2.682273e-04,9.754492e+02,-2.319234e+04
6.702578e-01,4.992427e-04,1.004359e+03,-2.387955e+04
6.902578e-01,1.386241e-03,1.021476e+03,-2.428503e+04
7.102578e-01,2.288631e-03,1.023588e+03,-2.433200e+04
7.302578e-01,2.983160e-03,1.022557e+03,-2.430369e+04
7.352578e-01,3.146961e-03,1.021851e+03,-2.428588e+04
7.427578e-01,3.428449e-03,1.019617e+03,-2.423145e+04
7.455703e-01,3.579946e-03,1.017841e+03,-2.418852e+04
7.466250e-01,3.676267e-03,1.016503e+03,-2.415636e+04
7.470205e-01,3.751234e-03,1.015370e+03,-2.412920e+04
7.470576e-01,3.766847e-03,1.015124e+03,-2.412333e+04
7.470715e-01,3.775272e-03,1.014991e+03,-2.412014e+04
7.470815e-01,3.784121e-03,1.014849e+03,-2.411676e+04
7.470815e-01,3.784121e-03,1.014849e+03,-2.411676e+04
