POINTNUM,TIME,POSIT,FORCE,EXT_RAD,EXT_LAT
43,9.627,-0.035750002,270.1998901,0.546088219,0.01782058
44,9.827,-0.036525,275.8311462,0.557231843,0.01240974
45,10.029,-0.037300002,281.8109436,0.56919229,0.00158807
46,10.227,-0.038075,287.8916016,0.584562659,-0.00445902
47,10.428,-0.038849998,293.8897095,0.597115159,-0.00541083
48,10.627,-0.039625,299.7961426,0.611012936,0.0060471
49,10.827,-0.040399998,305.5282898,0.64580512,0.00986468
50,10.929,-0.04115,311.3980103,0.658117652,0.01591178
51,11.127,-0.041924998,317.3135986,0.67002964,0.016548051
52,11.327,-0.0427,323.1557922,0.682502329,-0.00382276
53,11.529,-0.043474998,329.1630859,0.694975019,0.00158807
54,11.727,-0.04425,334.7485046,0.707687676,-0.00795589
55,11.928,-0.045024998,340.7649841,0.721409142,0.00381759
56,12.127,-0.0458,345.8367615,0.736859798,0.01050095
57,12.327,-0.046950001,354.6138611,0.756104827,-0.00859216
58,12.528,-0.047724999,360.3368225,0.770130455,0.00254506
59,12.727,-0.048500001,366.078125,0.783868074,0.0101854
60,12.928,-0.049275,371.4893188,0.798086166,0.00699891
61,13.127,-0.050050002,377.1664124,0.811679304,0.01495997
62,13.327,-0.050825,382.7793579,0.825833201,-0.00095698
63,13.528,-0.051600002,388.4197693,0.839122236,0.00254506
64,13.627,-0.052375,393.7850647,0.85300386,-0.01273046
65,13.827,-0.053125001,399.1503601,0.867173433,-0.00382276
66,14.028,-0.0539,404.9375305,0.881839573,0.00891287
67,14.227,-0.054699998,410.4954529,0.898203135,0.00827661
68,14.428,-0.05545,415.8423767,0.913189054,0.00381759
69,14.627,-0.056225002,421.446167,0.928111315,-0.00636782
70,14.827,-0.057,426.9214783,0.942793608,-0.01559624
71,14.928,-0.057774998,432.5986328,0.958997011,-0.022600319
72,15.127,-0.05855,438.2666016,0.975600481,-0.00795589
73,15.327,-0.059324998,443.8336182,0.9905864,-0.0101854
74,15.528,-0.0601,449.2906494,1.006293178,-0.00159325
75,15.727,-0.060924999,455.1420288,1.021664143,-0.00954914
76,15.928,-0.061625,460.5715027,1.036682367,-0.02069152
77,16.127,-0.062399998,466.9456482,1.052181005,-0.030556209
78,16.227,-0.063175,473.0997314,1.069200754,-0.029599231
79,16.428,-0.063949987,479.0519714,1.08658874,-0.01432371
80,16.627,-0.064724997,485.0500793,1.102807879,-0.00827661
81,16.827,-0.065499999,490.9014893,1.118642926,-0.01145793
82,17.028,-0.066275001,496.7345276,1.134413958,-0.02069152
83,17.227,-0.067050003,502.5950928,1.15106535,-0.02482466
84,17.428,-0.0682,511.491394,1.176827073,-0.01559624
85,17.627,-0.068999998,517.3060913,1.193718553,-0.02132779
86,17.827,-0.069750004,522.7263794,1.220457315,-0.0264179
87,18.028,-0.070524998,528.1558838,1.237524748,-0.044559199
88,18.227,-0.0713,533.4202881,1.254128218,-0.036924019
89,18.429,-0.072075002,538.3270264,1.27069962,-0.02896296
90,18.627,-0.072849996,543.2429199,1.287255168,-0.0222796
91,18.727,-0.073624998,548.241333,1.303778529,-0.01941382
92,18.928,-0.0744,553.1755981,1.320558071,-0.035967041
93,19.227,-0.075549997,559.9716187,1.344878793,-0.02132779
94,19.528,-0.076724999,566.4650269,1.368879318,-0.04137788
95,19.827,-0.077875003,573.2702026,1.393664598,-0.039784629
96,20.028,-0.079025,579.8552856,1.420082808,-0.028011151
97,20.327,-0.080200002,585.7984009,1.444595456,-0.04042089
98,20.627,-0.081349999,590.9527588,1.469829082,-0.048381958
99,20.928,-0.082525,596.6115723,1.497416019,-0.042650402
100,21.227,-0.083674997,601.8117676,1.523385882,-0.031513192
101,21.528,-0.084824987,606.4708252,1.54887557,-0.047424968
102,21.727,-0.086000003,611.3133545,1.57314837,-0.058246639
103,22.029,-0.08715,616.1192017,1.59948647,-0.041057158
104,22.327,-0.088325001,620.7232666,1.624895811,-0.038832821
105,22.727,-0.089850001,626.8039551,1.658471107,-0.046152439
106,23.028,-0.091399997,632.5819702,1.692222357,-0.057925921
107,23.428,-0.092950001,637.9380493,1.726277828,-0.045516182
108,23.827,-0.094499998,643.3125,1.76459229,-0.036282592
109,24.127,-0.096049987,648.3751831,1.821959853,-0.052835811
110,24.528,-0.097574987,653.2910767,1.854702353,-0.055065319
111,24.928,-0.099124998,658.5371094,1.888773918,-0.041693419
112,25.327,-0.100699998,663.5539551,1.920924067,-0.052835811
113,25.627,-0.102224998,668.4881592,1.952785969,-0.057610381
114,26.028,-0.103774987,673.7250366,1.986201048,-0.044243649
115,26.428,-0.105324998,678.8243408,2.019584179,-0.042334858
116,26.727,-0.106849998,683.8961792,2.054279804,-0.055380858
117,27.127,-0.108424999,688.9863281,2.094035387,-0.045831729
118,27.528,-0.109949999,693.7554321,2.127082109,-0.033737529
119,27.928,-0.111499988,698.8731079,2.160000563,-0.056974109
120,28.227,-0.113049999,704.0274658,2.19336772,-0.052835811
121,28.627,-0.114600003,708.7323608,2.251327753,-0.03914836
122,29.028,-0.116125003,713.7033691,2.28358984,-0.049018219
123,29.327,-0.117700003,718.6100464,2.315579891,-0.058246639
124,29.727,-0.119225003,723.7002563,2.349283218,-0.03914836
125,30.127,-0.120774999,728.2858887,2.381433487,-0.04010535
126,30.627,-0.123099998,735.3938599,2.44722271,-0.059203621
127,31.029,-0.124649987,739.9887085,2.480990171,-0.037560292
128,31.428,-0.126175001,744.6477661,2.514549255,-0.040741611
129,31.929,-0.1285,751.6272583,2.563671112,-0.052835811
130,32.327,-0.130050004,756.1488037,2.616155148,-0.035646319
131,32.827,-0.131999999,761.8717651,2.660778046,-0.03437379
132,33.227,-0.133924991,767.2369995,2.701734304,-0.0385121
133,33.627,-0.135474995,771.859436,2.736622334,-0.02482466
134,34.127,-0.137400001,777.2155762,2.77761054,-0.030871751
135,34.528,-0.139324993,782.9110107,2.820327997,-0.031828739
136,35.028,-0.141275004,788.4047241,2.861284256,-0.043922931
137,35.529,-0.143199995,793.9259644,2.904289722,-0.030871751
138,36.028,-0.145499989,800.1442261,2.958167076,-0.01941382
139,36.327,-0.146674991,802.7947998,3.008201599,-0.029599231
140,36.827,-0.148599997,808.1141968,3.050070286,-0.02132779
141,37.327,-0.150924996,814.350769,3.102138281,0.00350204
142,37.827,-0.152874991,819.8078003,3.145079851,0.01368744
143,38.327,-0.154774994,825.0355225,3.196395397,0.016868761
144,38.727,-0.156724989,830.2174072,3.2406497,0.020370809
145,39.227,-0.158649996,835.0415649,3.284471989,0.033416811
146,39.727,-0.160599992,839.8657227,3.330423832,0.046788711
147,40.127,-0.162524998,844.5890503,3.376391411,0.07320144
148,40.627,-0.16444999,849.1380615,3.426169634,0.097074278
149,41.127,-0.166775003,854.4849854,3.482960701,0.133041337
150,41.727,-0.169100001,860.0153809,3.54292202,0.175691724
151,42.327,-0.171399996,864.9954834,3.608407259,0.201788917
152,42.827,-0.173724994,869.911377,3.654310942,0.248577625
153,43.428,-0.176074997,874.7722168,3.706619024,0.273723006
154,43.827,-0.177999988,878.8259888,3.765363455,0.333557695
155,44.428,-0.180325001,883.6226807,3.818504095,0.409309387
156,45.028,-0.18265,888.3826294,3.86500001,0.457370609
157,45.429,-0.184574991,892.0145264,3.917356253,0.514975846
158,45.827,-0.186124995,895.0502319,3.971473455,0.551263571
159,46.428,-0.188824996,900.241272,4.025350571,0.61587286
160,46.827,-0.190375,903.1578369,4.080140591,0.649931133
161,47.528,-0.193075001,908.2296753,4.132448673,0.747326136
162,48.028,-0.1954,912.6227417,4.18717432,0.790928304
163,48.528,-0.197324991,916.1721191,4.252371311,0.836760044
164,49.127,-0.200024992,921.0880127,4.304823399,0.894049704
165,49.627,-0.201974988,924.2980347,4.353993416,0.956434667
166,50.227,-0.204300001,927.9207153,4.415379524,1.058283567
167,50.627,-0.206199989,931.2224731,4.470377445,1.113348842
168,51.327,-0.20889999,935.8448486,4.523230076,1.20214653
169,51.627,-0.210449994,938.5687866,4.581269741,1.231430173
170,52.327,-0.213174999,943.2095337,4.63500309,1.280763984
171,52.928,-0.215875,947.2174072,4.691730022,1.381019592
172,53.227,-0.217024997,948.4647827,4.745350838,1.461866498
173,53.928,-0.219724998,951.7023315,4.797419071,1.626415849
174,54.227,-0.221275002,953.7108154,4.847533703,1.6852988
175,54.827,-0.2236,956.8382568,4.902291298,1.804337144
176,55.327,-0.225524992,959.598877,4.955095768,1.864808083
177,55.827,-0.22784999,962.1485596,5.017986774,1.966977715
178,56.428,-0.230174989,965.0559082,5.075002193,2.11116147
179,56.928,-0.232499987,968.0916138,5.131729603,2.216827869
180,57.528,-0.234799996,970.3478394,5.183205128,2.317724943
181,57.928,-0.23635,972.28302,5.23167038,2.416707993
182,58.428,-0.238649994,974.5758667,5.286603928,2.549749374
183,58.929,-0.24059999,976.4468994,5.338960171,2.663061142
184,59.529,-0.243299991,979.4550171,5.392117023,2.799599409
185,59.928,-0.244849995,980.9959106,5.443752289,2.888722897
186,60.627,-0.247549996,983.5913696,5.517435074,3.058683157
187,61.029,-0.249474987,984.9028931,5.566717148,3.200001001
188,61.627,-0.251800001,983.7931519,5.62390852,3.552657127
189,61.827,-0.25257498,954.1419067,5.667715073,5.277104378
190,61.929,-0.252974987,931.3325195,5.698344231,6.474796772
191,62.227,-0.254500002,935.9274292,5.72719574,6.476389885
192,62.627,-0.256049991,941.7329102,5.768536568,6.509175777
193,63.028,-0.25759998,946.6488037,5.797180176,6.522542477
194,63.327,-0.259124994,951.2987671,5.836375237,6.53272295
195,63.827,-0.26107499,955.8753052,5.890572548,6.61325407
196,64.528,-0.263774991,957.782959,5.962654114,6.911801815
197,65.028,-0.266099989,961.1488647,6.018452644,7.04611063
198,65.627,-0.268399984,961.4423828,6.081680298,7.337023258
199,66.127,-0.270724982,959.2319946,6.138279438,7.70336628
200,66.227,-0.271099985,948.7124023,6.153137684,8.266082764
201,66.327,-0.271499991,938.7797241,6.172174454,8.762286186
202,66.827,-0.273424983,943.8515625,6.21354723,8.797927856
203,67.327,-0.275749981,947.6760254,6.282314777,8.964390755
204,67.929,-0.27807498,951.5005493,6.332381248,9.089160919
205,68.428,-0.280375004,954.7288818,6.384641171,9.171916008
206,68.928,-0.282325,957.1409302,6.444682598,9.241615295
207,69.528,-0.284624994,959.4521484,6.50613308,9.404892921
208,70.227,-0.287725002,961.9009399,6.566046238,9.58599472
209,70.727,-0.289674997,962.9648438,6.616368771,9.696435928
210,71.227,-0.291974992,964.5239258,6.688594818,9.844121933
211,72.127,-0.295450002,967.4680176,6.742455959,10.03572559
212,72.528,-0.297399998,969.2197266,6.824976444,10.11880207
213,73.227,-0.300099999,970.7330322,6.876371861,10.28748989
214,73.627,-0.30202499,971.5217285,6.928792477,10.40907288
215,74.227,-0.304324985,972.8424072,6.982941628,10.55197906
216,74.627,-0.305875003,973.5670166,7.032944202,10.62136745
217,75.227,-0.308599979,975.071106,7.102735996,10.80978489
218,75.928,-0.31129998,975.8323364,7.171087265,10.96288109
219,76.428,-0.313624978,977.602478,7.227509975,11.09369373
220,77.028,-0.315950006,979.0790405,7.284973621,11.24265194
221,77.627,-0.31825,979.8769531,7.347865105,11.37378407
222,78.127,-0.320574999,980.9133301,7.401341915,11.51351357
223,78.627,-0.32249999,981.527771,7.451664925,11.64241219
224,79.127,-0.324824989,982.8026733,7.514540195,11.79009724
225,79.727,-0.327149987,983.5822144,7.564078331,11.96482754
226,80.127,-0.328700006,984.6919556,7.61649847,11.98456669
227,80.827,-0.33177498,985.159729,7.686498642,12.23696232
228,81.429,-0.334124982,985.4440308,7.740151405,12.39514923
229,81.827,-0.336050004,985.5632324,7.798095226,12.55779457
230,82.327,-0.337974995,984.5635376,7.846897125,12.7649889
231,82.827,-0.340299994,984.9028931,7.897220135,12.88721371
232,83.327,-0.342224985,985.2606201,7.951497078,13.0393486
233,83.827,-0.344149977,985.3339844,8.000906944,13.1778059
234,84.227,-0.346100003,986.617981,8.02977562,13.31402874
235,84.627,-0.347624987,985.3798218,8.093003273,13.44960976
236,85.327,-0.350349993,985.2147217,8.150594711,13.67527103
237,85.827,-0.352699995,985.4990234,8.203766823,13.81500149
238,86.327,-0.354574978,985.7741699,8.256155014,13.98051262
239,86.727,-0.356525004,986.0952148,8.307887077,14.0744009
240,87.227,-0.358449996,986.0126953,8.359313965,14.2262249
241,87.827,-0.360774994,985.4715576,8.410021782,14.44837952
242,88.327,-0.363099992,985.2514648,8.485289574,14.6193018
243,89.028,-0.365799993,985.3889771,8.541664124,14.79435158
244,89.528,-0.368124992,984.6919556,8.608045578,14.99105549
245,90.127,-0.370424986,984.6552734,8.65702343,15.17119598
246,90.727,-0.372749984,984.2884521,8.72846508,15.34625721
247,91.227,-0.375074983,984.8571167,8.776594162,15.49138737
248,91.727,-0.377000004,985.3339844,8.828277588,15.59833145
249,92.227,-0.379325002,983.9031982,8.879177094,15.80776024
250,92.827,-0.381650001,983.0410767,8.940947533,16.00350189
251,93.429,-0.384350002,983.0595093,8.999035835,16.22248077
252,93.827,-0.385899991,982.4083252,9.054833412,16.38226128
253,94.428,-0.388199985,981.234314,9.103971481,16.5694046
254,94.827,-0.390149981,980.4364624,9.152821541,16.7654686
255,95.327,-0.392075002,979.2624512,9.203448296,16.94020844
256,95.827,-0.394024998,978.5288086,9.261632919,17.14772224
257,96.327,-0.396324992,977.3273315,9.310578346,17.35142136
258,96.827,-0.398274988,976.7036133,9.371308327,17.50802422
259,97.029,-0.399049997,970.9806519,9.38626194,17.80529976
260,97.127,-0.399425,947.859436,9.410775185,18.78655434
261,97.227,-0.399800003,941.8980103,9.42105484,19.00393867
262,97.528,-0.401349992,944.5393677,9.46955204,19.02527237
263,98.227,-0.404049993,948.4831543,9.518785477,19.11883926
264,98.528,-0.405599982,949.9505005,9.567331314,19.19650459
265,99.028,-0.407525003,947.5568237,9.615684509,19.46131516
266,99.528,-0.409474999,945.7316895,9.664134026,19.69238663
267,99.928,-0.411424994,942.9526978,9.71855545,19.95241737
268,100.528,-0.413724989,933.487793,9.777956009,20.48363113
269,100.627,-0.414099991,927.3704224,9.793790817,20.76053619
270,101.127,-0.41642499,925.8388062,9.849445343,20.97378159
271,101.349,-0.417199999,885.1542969,9.881819725,22.54227257
272,101.463,-0.417599976,746.491272,9.959985733,27.4619503
273,101.563,-0.417774975,535.8873901,10.11782265,34.57713318
274,101.663,-0.417799979,472.9254761,10.18766308,36.48681641
275,102.063,-0.416999996,467.4317627,10.17794418,36.50050354
276,102.363,-0.415399998,462.607605,10.14717102,36.49923325
277,102.762,-0.413524985,457.4165649,10.11373997,36.49541473
278,103.263,-0.411549985,452.4364319,10.07966805,36.50018311
279,103.663,-0.409624994,447.6948242,10.04237843,36.50050354
280,104.163,-0.407674998,442.7789307,10.00267124,36.49668884
281,104.663,-0.405749977,438.1932068,9.966181755,36.49032593
282,105.163,-0.403424978,432.7820435,9.929853439,36.48395157
283,105.762,-0.40109998,427.6643677,9.896389961,36.47472382
284,106.263,-0.398774981,422.4733276,9.847716331,36.46517563
285,106.863,-0.396474987,417.7408752,9.807592392,36.42856979
286,107.363,-0.394124985,413.0542603,9.757238388,36.41615677
287,107.863,-0.392224997,409.2297668,9.70859623,36.36363983
288,108.262,-0.390674978,406.478363,9.682242393,36.32513428
