time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,2.247945e-08,7.378342e-01,-6.783785e+00
2.000000e-03,4.504334e-08,1.475676e+00,-1.356766e+01
3.500000e-03,7.901528e-08,2.582440e+00,-2.374347e+01
5.750000e-03,1.302859e-07,4.242593e+00,-3.900724e+01
9.125000e-03,2.078412e-07,6.732829e+00,-6.190297e+01
1.418750e-02,3.255389e-07,1.046819e+01,-9.624665e+01
2.178125e-02,5.050638e-07,1.607125e+01,-1.477623e+02
3.317187e-02,7.811100e-07,2.447585e+01,-2.250358e+02
5.025781e-02,1.211049e-06,3.708276e+01,-3.409462e+02
7.025781e-02,1.739457e-06,5.183983e+01,-4.766255e+02
9.025782e-02,2.298861e-06,6.659690e+01,-6.123048e+02
1.102578e-01,2.891708e-06,8.135397e+01,-7.479840e+02
1.302578e-01,3.521214e-06,9.611103e+01,-8.836631e+02
1.502578e-01,4.191168e-06,1.108681e+02,-1.019342e+03
1.702578e-01,4.905920e-06,1.256252e+02,-1.155021e+03
1.902578e-01,5.670483e-06,1.403822e+02,-1.290700e+03
2.102578e-01,6.490672e-06,1.551393e+02,-1.426379e+03
2.302578e-01,7.373281e-06,1.698963e+02,-1.562057e+03
2.502578e-01,8.326309e-06,1.846533e+02,-1.697736e+03
2.702578e-01,9.359243e-06,1.994104e+02,-1.833414e+03
2.902578e-01,1.048344e-05,2.141674e+02,-1.969093e+03
3.102578e-01,1.171260e-05,2.289244e+02,-2.104771e+03
3.302578e-01,1.306351e-05,2.436814e+02,-2.240449e+03
3.502578e-01,1.455684e-05,2.584384e+02,-2.376127e+03
3.702578e-01,1.621854e-05,2.731954e+02,-2.511805e+03
3.902578e-01,1.808160e-05,2.879524e+02,-2.647483e+03
4.102578e-01,2.020614e-05,3.027093e+02,-2.783160e+03
4.302578e-01,2.261948e-05,3.174663e+02,-2.918837e+03
4.502578e-01,2.541200e-05,3.322232e+02,-3.054514e+03
4.702578e-01,2.869088e-05,3.469801e+02,-3.190191e+03
4.902578e-01,3.261027e-05,3.617369e+02,-3.325867e+03
5.102578e-01,3.740084e-05,3.764937e+02,-3.461543e+03
5.302578e-01,4.342507e-05,3.912503e+02,-3.597217e+03
5.502578e-01,5.128939e-05,4.060068e+02,-3.732890e+03
5.702578e-01,6.209473e-05,4.207630e+02,-3.868560e+03
5.902578e-01,7.807809e-05,4.355186e+02,-4.004224e+03
6.102578e-01,1.046073e-04,4.502724e+02,-4.139872e+03
6.302578e-01,1.586577e-04,4.650199e+02,-4.275462e+03
6.502578e-01,3.365826e-04,4.797162e+02,-4.410578e+03
6.702578e-01,2.380816e-03,4.904960e+02,-4.509447e+03
6.902578e-01,4.970305e-03,4.915394e+02,-4.518264e+03
7.102578e-01,6.682200e-03,4.919014e+02,-4.520728e+03
7.302578e-01,8.045666e-03,4.921537e+02,-4.522208e+03
7.502578e-01,9.210915e-03,4.923756e+02,-4.523452e+03
7.702578e-01,1.024573e-02,4.925708e+02,-4.524412e+03
7.902578e-01,1.118570e-02,4.927510e+02,-4.525229e+03
8.102578e-01,1.205295e-02,4.929191e+02,-4.525933e+03
8.302578e-01,1.286233e-02,4.930748e+02,-4.526522e+03
8.502578e-01,1.362472e-02,4.932119e+02,-4.526763e+03
8.702578e-01,1.434768e-02,4.933317e+02,-4.527066e+03
8.902578e-01,1.503887e-02,4.934100e+02,-4.526973e+03
9.102578e-01,1.570698e-02,4.933957e+02,-4.525988e+03
9.152578e-01,1.587877e-02,4.932806e+02,-4.524791e+03
9.227578e-01,1.613744e-02,4.930705e+02,-4.522517e+03
9.340078e-01,1.657298e-02,4.920333e+02,-4.512415e+03
9.382266e-01,1.675841e-02,4.911739e+02,-4.504269e+03
9.445547e-01,1.709244e-02,4.888377e+02,-4.482327e+03
9.540468e-01,1.836238e-02,4.772082e+02,-4.374065e+03
9.544918e-01,1.854941e-02,4.751375e+02,-4.354840e+03
9.549367e-01,1.872514e-02,4.731687e+02,-4.336530e+03
9.551036e-01,1.881295e-02,4.721157e+02,-4.326786e+03
9.551662e-01,1.885179e-02,4.716371e+02,-4.322345e+03
9.551896e-01,1.887028e-02,4.714031e+02,-4.320172e+03
9.552249e-01,1.891603e-02,4.708020e+02,-4.314596e+03
9.552249e-01,1.891603e-02,4.708020e+02,-4.314596e+03
