time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,5.042079e-09,2.027363e-01,-3.599473e+00
2.000000e-03,1.014862e-08,4.054743e-01,-7.198983e+00
3.500000e-03,1.783377e-08,7.095817e-01,-1.259825e+01
5.750000e-03,2.945642e-08,1.165744e+00,-2.069718e+01
9.125000e-03,4.707021e-08,1.849991e+00,-3.284562e+01
1.418750e-02,7.384520e-08,2.876364e+00,-5.106833e+01
2.178125e-02,1.147503e-07,4.415928e+00,-7.840247e+01
3.317187e-02,1.777657e-07,6.725279e+00,-1.194038e+02
5.025781e-02,2.761865e-07,1.018931e+01,-1.809059e+02
7.025781e-02,3.978115e-07,1.424416e+01,-2.528975e+02
9.025782e-02,5.267948e-07,1.829900e+01,-3.248891e+02
1.102578e-01,6.643685e-07,2.235385e+01,-3.968807e+02
1.302578e-01,8.112472e-07,2.640870e+01,-4.688723e+02
1.502578e-01,9.684163e-07,3.046354e+01,-5.408639e+02
1.702578e-01,1.137047e-06,3.451839e+01,-6.128555e+02
1.902578e-01,1.318482e-06,3.857324e+01,-6.848470e+02
2.102578e-01,1.514285e-06,4.262809e+01,-7.568386e+02
2.302578e-01,1.726281e-06,4.668293e+01,-8.288302e+02
2.502578e-01,1.956625e-06,5.073778e+01,-9.008217e+02
2.702578e-01,2.207870e-06,5.479263e+01,-9.728132e+02
2.902578e-01,2.483075e-06,5.884748e+01,-1.044805e+03
3.102578e-01,2.785931e-06,6.290232e+01,-1.116796e+03
3.302578e-01,3.120938e-06,6.695717e+01,-1.188788e+03
3.502578e-01,3.493643e-06,7.101201e+01,-1.260779e+03
3.702578e-01,3.910966e-06,7.506686e+01,-1.332770e+03
3.902578e-01,4.381660e-06,7.912170e+01,-1.404762e+03
4.102578e-01,4.916965e-06,8.317654e+01,-1.476753e+03
4.302578e-01,5.531580e-06,8.723138e+01,-1.548744e+03
4.502578e-01,6.245113e-06,9.128622e+01,-1.620736e+03
4.702578e-01,7.084359e-06,9.534105e+01,-1.692727e+03
4.902578e-01,8.103537e-06,9.939589e+01,-1.764718e+03
5.102578e-01,9.332455e-06,1.034507e+02,-1.836709e+03
5.302578e-01,1.086813e-05,1.075055e+02,-1.908700e+03
5.502578e-01,1.284826e-05,1.115603e+02,-1.980690e+03
5.702578e-01,1.551058e-05,1.156151e+02,-2.052680e+03
5.902578e-01,1.930630e-05,1.196698e+02,-2.124669e+03
6.102578e-01,2.521520e-05,1.237244e+02,-2.196656e+03
6.302578e-01,3.586061e-05,1.277787e+02,-2.268637e+03
6.502578e-01,6.154596e-05,1.318312e+02,-2.340586e+03
6.702578e-01,2.220561e-04,1.358408e+02,-2.411772e+03
6.902578e-01,1.628251e-03,1.372509e+02,-2.436658e+03
7.102578e-01,2.525629e-03,1.375075e+02,-2.441001e+03
7.302578e-01,3.185483e-03,1.377205e+02,-2.444562e+03
7.502578e-01,3.731880e-03,1.379211e+02,-2.447910e+03
7.702578e-01,4.208711e-03,1.381148e+02,-2.451120e+03
7.902578e-01,4.637218e-03,1.383042e+02,-2.454271e+03
8.102578e-01,5.029823e-03,1.384893e+02,-2.457339e+03
8.302578e-01,5.394406e-03,1.386705e+02,-2.460335e+03
8.502578e-01,5.736404e-03,1.388472e+02,-2.463251e+03
8.702578e-01,6.059776e-03,1.390189e+02,-2.466076e+03
8.902578e-01,6.367742e-03,1.391820e+02,-2.468704e+03
9.102578e-01,6.662240e-03,1.393407e+02,-2.471306e+03
9.302578e-01,6.945614e-03,1.394892e+02,-2.473726e+03
9.502578e-01,7.219689e-03,1.396240e+02,-2.475896e+03
9.702578e-01,7.486221e-03,1.397400e+02,-2.477730e+03
9.902578e-01,7.747070e-03,1.398298e+02,-2.479094e+03
1.000000e+00,7.873015e-03,1.398582e+02,-2.479491e+03
