time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,3.807966e-09,1.644815e-01,-3.128812e+00
2.000000e-03,7.577951e-09,3.289653e-01,-6.257687e+00
3.500000e-03,1.326087e-08,5.756918e-01,-1.095100e+01
5.750000e-03,2.182363e-08,9.457837e-01,-1.799101e+01
9.125000e-03,3.477607e-08,1.500925e+00,-2.855109e+01
1.418750e-02,5.446417e-08,2.333641e+00,-4.439129e+01
2.178125e-02,8.458669e-08,3.582722e+00,-6.815172e+01
3.317187e-02,1.311058e-07,5.456351e+00,-1.037925e+02
5.025781e-02,2.039558e-07,8.266803e+00,-1.572538e+02
7.025781e-02,2.941466e-07,1.155659e+01,-2.198333e+02
9.025782e-02,3.898829e-07,1.484639e+01,-2.824128e+02
1.102578e-01,4.919434e-07,1.813619e+01,-3.449924e+02
1.302578e-01,6.008505e-07,2.142598e+01,-4.075719e+02
1.502578e-01,7.172730e-07,2.471578e+01,-4.701515e+02
1.702578e-01,8.420419e-07,2.800558e+01,-5.327310e+02
1.902578e-01,9.761053e-07,3.129538e+01,-5.953106e+02
2.102578e-01,1.120574e-06,3.458518e+01,-6.578901e+02
2.302578e-01,1.276749e-06,3.787498e+01,-7.204696e+02
2.502578e-01,1.446162e-06,4.116477e+01,-7.830492e+02
2.702578e-01,1.630636e-06,4.445457e+01,-8.456287e+02
2.902578e-01,1.832350e-06,4.774437e+01,-9.082081e+02
3.102578e-01,2.053938e-06,5.103417e+01,-9.707876e+02
3.302578e-01,2.298612e-06,5.432397e+01,-1.033367e+03
3.502578e-01,2.570332e-06,5.761376e+01,-1.095947e+03
3.702578e-01,2.874041e-06,6.090356e+01,-1.158526e+03
3.902578e-01,3.215997e-06,6.419335e+01,-1.221105e+03
4.102578e-01,3.604245e-06,6.748315e+01,-1.283685e+03
4.302578e-01,4.049314e-06,7.077294e+01,-1.346264e+03
4.502578e-01,4.565272e-06,7.406274e+01,-1.408843e+03
4.702578e-01,5.171366e-06,7.735253e+01,-1.471423e+03
4.902578e-01,5.906610e-06,8.064232e+01,-1.534002e+03
5.102578e-01,6.792496e-06,8.393211e+01,-1.596581e+03
5.302578e-01,7.898934e-06,8.722189e+01,-1.659160e+03
5.502578e-01,9.325139e-06,9.051166e+01,-1.721739e+03
5.702578e-01,1.124209e-05,9.380142e+01,-1.784318e+03
5.902578e-01,1.397259e-05,9.709116e+01,-1.846896e+03
6.102578e-01,1.820983e-05,1.003808e+02,-1.909473e+03
6.302578e-01,2.576785e-05,1.036703e+02,-1.972046e+03
6.502578e-01,4.340276e-05,1.069590e+02,-2.034604e+03
6.702578e-01,1.348028e-04,1.102334e+02,-2.096890e+03
6.902578e-01,1.380565e-03,1.117246e+02,-2.125161e+03
7.102578e-01,2.262139e-03,1.119528e+02,-2.129338e+03
7.302578e-01,2.892786e-03,1.121431e+02,-2.132795e+03
7.502578e-01,3.410369e-03,1.123227e+02,-2.136046e+03
7.702578e-01,3.860094e-03,1.124961e+02,-2.139166e+03
7.902578e-01,4.263271e-03,1.126654e+02,-2.142229e+03
8.102578e-01,4.632227e-03,1.128298e+02,-2.145192e+03
8.302578e-01,4.974697e-03,1.129891e+02,-2.148055e+03
8.502578e-01,5.296032e-03,1.131423e+02,-2.150800e+03
8.702578e-01,5.600173e-03,1.132878e+02,-2.153397e+03
8.902578e-01,5.890368e-03,1.134213e+02,-2.155728e+03
9.102578e-01,6.168776e-03,1.135441e+02,-2.157900e+03
9.302578e-01,6.438160e-03,1.136471e+02,-2.159694e+03
9.502578e-01,6.701054e-03,1.137214e+02,-2.160934e+03
9.702578e-01,6.960444e-03,1.137528e+02,-2.161349e+03
9.902578e-01,7.220211e-03,1.137190e+02,-2.160511e+03
1.000000e+00,7.349695e-03,1.136589e+02,-2.159283e+03
