time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.298707e-08,4.299646e-01,-5.317127e+00
2.000000e-03,2.607790e-08,8.599324e-01,-1.063431e+01
3.500000e-03,4.575426e-08,1.504885e+00,-1.861008e+01
5.750000e-03,7.543631e-08,2.472316e+00,-3.057376e+01
9.125000e-03,1.203149e-07,3.923465e+00,-4.851932e+01
1.418750e-02,1.884095e-07,6.100193e+00,-7.543770e+01
2.178125e-02,2.922940e-07,9.365291e+00,-1.158154e+02
3.317187e-02,4.521261e-07,1.426294e+01,-1.763819e+02
5.025781e-02,7.013029e-07,2.160943e+01,-2.672318e+02
7.025781e-02,1.008345e-06,3.020889e+01,-3.735765e+02
9.025782e-02,1.332855e-06,3.880836e+01,-4.799211e+02
1.102578e-01,1.677464e-06,4.740782e+01,-5.862658e+02
1.302578e-01,2.043711e-06,5.600728e+01,-6.926104e+02
1.502578e-01,2.433719e-06,6.460674e+01,-7.989550e+02
1.702578e-01,2.850001e-06,7.320621e+01,-9.052996e+02
1.902578e-01,3.295435e-06,8.180567e+01,-1.011644e+03
2.102578e-01,3.773345e-06,9.040513e+01,-1.117989e+03
2.302578e-01,4.287602e-06,9.900459e+01,-1.224333e+03
2.502578e-01,4.842736e-06,1.076040e+02,-1.330677e+03
2.702578e-01,5.444088e-06,1.162035e+02,-1.437022e+03
2.902578e-01,6.098012e-06,1.248029e+02,-1.543366e+03
3.102578e-01,6.812128e-06,1.334024e+02,-1.649710e+03
3.302578e-01,7.595667e-06,1.420018e+02,-1.756054e+03
3.502578e-01,8.459935e-06,1.506013e+02,-1.862398e+03
3.702578e-01,9.418958e-06,1.592007e+02,-1.968742e+03
3.902578e-01,1.049038e-05,1.678002e+02,-2.075086e+03
4.102578e-01,1.169674e-05,1.763996e+02,-2.181430e+03
4.302578e-01,1.306742e-05,1.849990e+02,-2.287774e+03
4.502578e-01,1.464151e-05,1.935985e+02,-2.394118e+03
4.702578e-01,1.647235e-05,2.021979e+02,-2.500461e+03
4.902578e-01,1.863500e-05,2.107973e+02,-2.606805e+03
5.102578e-01,2.128895e-05,2.193967e+02,-2.713148e+03
5.302578e-01,2.453073e-05,2.279961e+02,-2.819491e+03
5.502578e-01,2.867632e-05,2.365954e+02,-2.925833e+03
5.702578e-01,3.422584e-05,2.451947e+02,-3.032175e+03
5.902578e-01,4.216413e-05,2.537938e+02,-3.138515e+03
6.102578e-01,5.476020e-05,2.623927e+02,-3.244852e+03
6.302578e-01,7.875294e-05,2.709908e+02,-3.351178e+03
6.502578e-01,1.474957e-04,2.795829e+02,-3.457430e+03
6.702578e-01,1.289846e-03,2.873197e+02,-3.553051e+03
6.902578e-01,4.048156e-03,2.880554e+02,-3.561657e+03
7.102578e-01,5.662018e-03,2.882603e+02,-3.563676e+03
7.302578e-01,6.914190e-03,2.884159e+02,-3.565080e+03
7.502578e-01,7.974066e-03,2.885502e+02,-3.566201e+03
7.702578e-01,8.910003e-03,2.886705e+02,-3.567174e+03
7.902578e-01,9.758544e-03,2.887723e+02,-3.567906e+03
8.102578e-01,1.054214e-02,2.888469e+02,-3.568298e+03
8.302578e-01,1.127756e-02,2.888705e+02,-3.568053e+03
8.502578e-01,1.198338e-02,2.887664e+02,-3.566221e+03
8.702578e-01,1.272036e-02,2.880736e+02,-3.557061e+03
8.752578e-01,1.295409e-02,2.874166e+02,-3.548749e+03
8.771328e-01,1.306454e-02,2.869630e+02,-3.543053e+03
8.799453e-01,1.331931e-02,2.855597e+02,-3.525507e+03
8.802090e-01,1.336236e-02,2.852796e+02,-3.522016e+03
8.806045e-01,1.345896e-02,2.846098e+02,-3.513669e+03
8.806416e-01,1.347356e-02,2.845034e+02,-3.512343e+03
8.806972e-01,1.350175e-02,2.842939e+02,-3.509734e+03
8.807181e-01,1.351655e-02,2.841818e+02,-3.508338e+03
8.807281e-01,1.352561e-02,2.841124e+02,-3.507474e+03
8.807430e-01,1.354619e-02,2.839526e+02,-3.505485e+03
8.807430e-01,1.354619e-02,2.839526e+02,-3.505485e+03
