time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.121559e-08,3.805050e-01,-5.067259e+00
2.000000e-03,2.258977e-08,7.610138e-01,-1.013459e+01
3.500000e-03,3.966369e-08,1.331778e+00,-1.773557e+01
5.750000e-03,6.542000e-08,2.187927e+00,-2.913709e+01
9.125000e-03,1.043483e-07,3.472154e+00,-4.623942e+01
1.418750e-02,1.633935e-07,5.398499e+00,-7.189297e+01
2.178125e-02,2.534719e-07,8.288023e+00,-1.103734e+02
3.317187e-02,3.921397e-07,1.262232e+01,-1.680941e+02
5.025781e-02,6.085869e-07,1.912376e+01,-2.546752e+02
7.025781e-02,8.757607e-07,2.673406e+01,-3.560231e+02
9.025782e-02,1.158638e-06,3.434436e+01,-4.573710e+02
1.102578e-01,1.459612e-06,4.195466e+01,-5.587189e+02
1.302578e-01,1.780055e-06,4.956496e+01,-6.600667e+02
1.502578e-01,2.121907e-06,5.717526e+01,-7.614146e+02
1.702578e-01,2.487439e-06,6.478556e+01,-8.627624e+02
1.902578e-01,2.879275e-06,7.239586e+01,-9.641101e+02
2.102578e-01,3.300436e-06,8.000616e+01,-1.065458e+03
2.302578e-01,3.754446e-06,8.761646e+01,-1.166806e+03
2.502578e-01,4.245426e-06,9.522676e+01,-1.268153e+03
2.702578e-01,4.778240e-06,1.028371e+02,-1.369501e+03
2.902578e-01,5.358661e-06,1.104473e+02,-1.470848e+03
3.102578e-01,5.993615e-06,1.180576e+02,-1.572196e+03
3.302578e-01,6.691475e-06,1.256679e+02,-1.673543e+03
3.502578e-01,7.462480e-06,1.332782e+02,-1.774891e+03
3.702578e-01,8.319298e-06,1.408885e+02,-1.876238e+03
3.902578e-01,9.277817e-06,1.484988e+02,-1.977585e+03
4.102578e-01,1.035827e-05,1.561091e+02,-2.078932e+03
4.302578e-01,1.158690e-05,1.637193e+02,-2.180280e+03
4.502578e-01,1.299841e-05,1.713296e+02,-2.281627e+03
4.702578e-01,1.463989e-05,1.789399e+02,-2.382973e+03
4.902578e-01,1.657708e-05,1.865501e+02,-2.484320e+03
5.102578e-01,1.894808e-05,1.941604e+02,-2.585667e+03
5.302578e-01,2.183497e-05,2.017706e+02,-2.687013e+03
5.502578e-01,2.550633e-05,2.093808e+02,-2.788359e+03
5.702578e-01,3.038069e-05,2.169910e+02,-2.889705e+03
5.902578e-01,3.727070e-05,2.246010e+02,-2.991049e+03
6.102578e-01,4.802087e-05,2.322110e+02,-3.092391e+03
6.302578e-01,6.802041e-05,2.398203e+02,-3.193726e+03
6.502578e-01,1.233401e-04,2.474262e+02,-3.295014e+03
6.702578e-01,1.095860e-03,2.544640e+02,-3.388700e+03
6.902578e-01,3.900546e-03,2.551355e+02,-3.397200e+03
7.102578e-01,5.491980e-03,2.553147e+02,-3.399103e+03
7.302578e-01,6.720685e-03,2.554563e+02,-3.400519e+03
7.502578e-01,7.758975e-03,2.555798e+02,-3.401684e+03
7.702578e-01,8.675605e-03,2.556876e+02,-3.402636e+03
7.902578e-01,9.506757e-03,2.557754e+02,-3.403324e+03
8.102578e-01,1.027549e-02,2.558286e+02,-3.403546e+03
8.302578e-01,1.100065e-02,2.558081e+02,-3.402779e+03
8.502578e-01,1.170131e-02,2.556409e+02,-3.399936e+03
8.552578e-01,1.189895e-02,2.553795e+02,-3.396425e+03
8.627578e-01,1.220905e-02,2.548562e+02,-3.389197e+03
8.655703e-01,1.236187e-02,2.543725e+02,-3.382680e+03
8.666250e-01,1.242851e-02,2.541198e+02,-3.379257e+03
8.682070e-01,1.256863e-02,2.534359e+02,-3.370066e+03
8.688003e-01,1.266968e-02,2.528113e+02,-3.361680e+03
8.688559e-01,1.268723e-02,2.526912e+02,-3.360070e+03
8.689393e-01,1.273047e-02,2.523820e+02,-3.355925e+03
8.689494e-01,1.274193e-02,2.522969e+02,-3.354785e+03
8.689494e-01,1.274193e-02,2.522969e+02,-3.354785e+03
