time,U3 [m],Tension [N],Compression [N]
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,1.532269e-09,9.076749e-02,-2.186938e+00
2.000000e-03,3.108369e-09,1.815363e-01,-4.373919e+00
3.500000e-03,5.489281e-09,3.176897e-01,-7.654388e+00
5.750000e-03,9.123440e-09,5.219208e-01,-1.257512e+01
9.125000e-03,1.468919e-08,8.282687e-01,-1.995624e+01
1.418750e-02,2.324752e-08,1.287792e+00,-3.102796e+01
2.178125e-02,3.647779e-08,1.977080e+00,-4.763560e+01
3.317187e-02,5.708660e-08,3.011015e+00,-7.254712e+01
5.025781e-02,8.956130e-08,4.561920e+00,-1.099145e+02
7.025781e-02,1.298818e-07,6.377341e+00,-1.536551e+02
9.025782e-02,1.727117e-07,8.192763e+00,-1.973957e+02
1.102578e-01,2.182497e-07,1.000819e+01,-2.411363e+02
1.302578e-01,2.667380e-07,1.182361e+01,-2.848769e+02
1.502578e-01,3.184020e-07,1.363903e+01,-3.286176e+02
1.702578e-01,3.735818e-07,1.545446e+01,-3.723582e+02
1.902578e-01,4.326485e-07,1.726988e+01,-4.160989e+02
2.102578e-01,4.960518e-07,1.908531e+01,-4.598395e+02
2.302578e-01,5.643161e-07,2.090073e+01,-5.035802e+02
2.502578e-01,6.380640e-07,2.271616e+01,-5.473208e+02
2.702578e-01,7.180355e-07,2.453158e+01,-5.910614e+02
2.902578e-01,8.051180e-07,2.634701e+01,-6.348020e+02
3.102578e-01,9.003836e-07,2.816243e+01,-6.785426e+02
3.302578e-01,1.005140e-06,2.997786e+01,-7.222833e+02
3.502578e-01,1.121002e-06,3.179328e+01,-7.660239e+02
3.702578e-01,1.249982e-06,3.360871e+01,-8.097645e+02
3.902578e-01,1.394627e-06,3.542413e+01,-8.535050e+02
4.102578e-01,1.558210e-06,3.723955e+01,-8.972456e+02
4.302578e-01,1.745009e-06,3.905498e+01,-9.409862e+02
4.502578e-01,1.960728e-06,4.087040e+01,-9.847267e+02
4.702578e-01,2.213149e-06,4.268583e+01,-1.028467e+03
4.902578e-01,2.513180e-06,4.450125e+01,-1.072208e+03
5.102578e-01,2.876605e-06,4.631667e+01,-1.115948e+03
5.302578e-01,3.338241e-06,4.813209e+01,-1.159689e+03
5.502578e-01,3.920417e-06,4.994751e+01,-1.203429e+03
5.702578e-01,4.696249e-06,5.176293e+01,-1.247170e+03
5.902578e-01,5.787379e-06,5.357835e+01,-1.290910e+03
6.102578e-01,7.445705e-06,5.539376e+01,-1.334650e+03
6.302578e-01,1.029203e-05,5.720914e+01,-1.378390e+03
6.502578e-01,1.638320e-05,5.902444e+01,-1.422127e+03
6.702578e-01,3.905286e-05,6.083892e+01,-1.465845e+03
6.902578e-01,-1.064028e-04,6.264694e+01,-1.509407e+03
6.952578e-01,-1.055569e-03,6.226762e+01,-1.500227e+03
7.002578e-01,-1.299189e-03,6.228816e+01,-1.500702e+03
7.052578e-01,-1.502357e-03,6.231214e+01,-1.501259e+03
7.102578e-01,-1.680584e-03,6.233760e+01,-1.501852e+03
7.177578e-01,-1.916690e-03,6.237709e+01,-1.502773e+03
7.290078e-01,-2.224086e-03,6.243746e+01,-1.504181e+03
7.458828e-01,-2.618531e-03,6.252812e+01,-1.506296e+03
7.658828e-01,-3.020868e-03,6.263338e+01,-1.508749e+03
7.858828e-01,-3.376980e-03,6.273415e+01,-1.511093e+03
8.058828e-01,-3.700936e-03,6.282791e+01,-1.513267e+03
8.258828e-01,-4.001532e-03,6.291107e+01,-1.515186e+03
8.458828e-01,-4.285298e-03,6.297739e+01,-1.516698e+03
8.658828e-01,-4.558235e-03,6.301534e+01,-1.517523e+03
8.858828e-01,-4.826004e-03,6.300990e+01,-1.517280e+03
9.058828e-01,-5.108404e-03,6.287523e+01,-1.513956e+03
9.258828e-01,-5.437060e-03,6.246612e+01,-1.503980e+03
9.458828e-01,-6.041317e-03,6.070094e+01,-1.461237e+03
9.471328e-01,-6.142675e-03,6.030840e+01,-1.451750e+03
9.483828e-01,-6.328698e-03,5.955862e+01,-1.433627e+03
9.485000e-01,-6.362450e-03,5.941600e+01,-1.430180e+03
9.486758e-01,-6.448839e-03,5.903328e+01,-1.420932e+03
9.486758e-01,-6.448839e-03,5.903328e+01,-1.420932e+03
