    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.33697e-09	 2.61798e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83259e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000007e-01	 0.00000e+00	 7.81752e-05	 2.05750e-04	 2.20485e-04	 1.55097e-04	 8.27213e-05	 6.25660e-05	 1.85606e-05	 1.21389e-05	-2.52475e-06	-8.52913e-06	-2.43045e-06	-2.78013e-10	 2.42944e-06	 8.52856e-06	 2.52490e-06	-1.21379e-05	-1.85593e-05	-6.25654e-05	-8.27211e-05	-1.55096e-04	-2.20485e-04	-2.05751e-04	-7.81759e-05
U  1	1.000007e-01	 9.99748e-04	 4.50932e-04	 9.64529e-05	 5.84326e-05	 9.84465e-05	 1.23251e-04	 1.20966e-04	 1.10097e-04	 1.02030e-04	 8.27318e-05	 6.61976e-05	 6.60232e-05	 4.80594e-05	 6.60244e-05	 6.61973e-05	 8.27305e-05	 1.02028e-04	 1.10095e-04	 1.20964e-04	 1.23250e-04	 9.84446e-05	 5.84303e-05	 9.64511e-05	 4.50932e-04
U  2	1.000007e-01	-1.57685e-03	-1.34627e-03	-8.32735e-04	-2.20519e-04	 3.42834e-04	 7.23272e-04	 8.60033e-04	 7.49963e-04	 4.54579e-04	 6.23442e-05	-3.15591e-04	-5.88429e-04	-6.85520e-04	-5.88433e-04	-3.15591e-04	 6.23419e-05	 4.54581e-04	 7.49974e-04	 8.60045e-04	 7.23305e-04	 3.42864e-04	-2.20493e-04	-8.32719e-04	-1.34626e-03
UR 0	1.000007e-01	 9.78723e-03	 8.95708e-03	 7.22530e-03	 5.33656e-03	 3.40648e-03	 1.62999e-03	 1.07247e-04	-1.20731e-03	-2.38592e-03	-3.46577e-03	-4.35016e-03	-4.97638e-03	-5.18109e-03	-4.97628e-03	-4.35002e-03	-3.46568e-03	-2.38589e-03	-1.20732e-03	 1.07130e-04	 1.62977e-03	 3.40629e-03	 5.33641e-03	 7.22517e-03	 8.95698e-03
UR 1	1.000007e-01	 6.75713e-08	-3.03387e-03	-4.48476e-03	-5.68505e-03	-6.55173e-03	-6.90460e-03	-6.75728e-03	-6.09517e-03	-5.05974e-03	-3.77934e-03	-2.47547e-03	-1.20578e-03	 2.27879e-09	 1.20579e-03	 2.47552e-03	 3.77949e-03	 5.05999e-03	 6.09558e-03	 6.75775e-03	 6.90514e-03	 6.55214e-03	 5.68530e-03	 4.48493e-03	 3.03402e-03
UR 2	1.000007e-01	 2.47495e-09	-8.21370e-03	-2.08892e-03	 5.64234e-04	 1.16005e-03	 5.23278e-04	 3.91707e-04	 3.90829e-04	 1.42406e-04	 3.39458e-04	 2.00336e-05	 1.31062e-04	-1.71106e-08	-1.31059e-04	-2.00131e-05	-3.39444e-04	-1.42398e-04	-3.90840e-04	-3.91702e-04	-5.23285e-04	-1.16008e-03	-5.64234e-04	 2.08891e-03	 8.21366e-03
U  0	2.000014e-01	 0.00000e+00	 1.20794e-04	 4.24388e-04	 3.73141e-04	 2.09787e-04	 1.37063e-04	-3.20911e-05	 2.77729e-05	-5.12498e-05	-2.57300e-05	-3.49787e-06	-1.71384e-05	 1.58661e-08	 1.71695e-05	 3.52949e-06	 2.57561e-05	 5.12745e-05	-2.77627e-05	 3.20928e-05	-1.37077e-04	-2.09816e-04	-3.73169e-04	-4.24411e-04	-1.20794e-04
U  1	2.000014e-01	 1.99895e-03	 1.13599e-03	 2.26540e-04	 1.48107e-04	 1.94231e-04	 1.83832e-04	 1.96918e-04	 1.98081e-04	 1.40563e-04	 1.22053e-04	 9.40489e-05	 1.58247e-05	 8.28051e-05	 1.58366e-05	 9.40659e-05	 1.22080e-04	 1.40590e-04	 1.98113e-04	 1.96949e-04	 1.83864e-04	 1.94260e-04	 1.48144e-04	 2.26586e-04	 1.13607e-03
U  2	2.000014e-01	 8.20865e-03	 7.29804e-03	 4.80311e-03	 1.54931e-03	-1.51131e-03	-3.67191e-03	-4.52681e-03	-4.04930e-03	-2.51335e-03	-4.29776e-04	 1.62105e-03	 3.09783e-03	 3.63691e-03	 3.09768e-03	 1.62082e-03	-4.30077e-04	-2.51362e-03	-4.04947e-03	-4.52683e-03	-3.67170e-03	-1.51095e-03	 1.54980e-03	 4.80357e-03	 7.29831e-03
UR 0	2.000014e-01	-4.89489e-02	-4.66933e-02	-3.99240e-02	-3.02784e-02	-2.01035e-02	-1.05482e-02	-2.13760e-03	 5.25062e-03	 1.19422e-02	 1.79760e-02	 2.30764e-02	 2.65103e-02	 2.77408e-02	 2.65096e-02	 2.30754e-02	 1.79746e-02	 1.19405e-02	 5.24846e-03	-2.14000e-03	-1.05508e-02	-2.01061e-02	-3.02807e-02	-3.99257e-02	-4.66945e-02
UR 1	2.000014e-01	 2.10939e-06	 1.14687e-02	 2.16883e-02	 2.91248e-02	 3.40977e-02	 3.67217e-02	 3.64269e-02	 3.32461e-02	 2.77684e-02	 2.09823e-02	 1.37582e-02	 6.74932e-03	-8.79130e-07	-6.75116e-03	-1.37601e-02	-2.09840e-02	-2.77697e-02	-3.32468e-02	-3.64277e-02	-3.67214e-02	-3.40973e-02	-2.91235e-02	-2.16857e-02	-1.14652e-02
UR 2	2.000014e-01	-1.75872e-06	-1.52078e-02	-5.66763e-03	 2.37671e-03	 7.65872e-04	 1.45222e-03	 5.86805e-04	 1.88999e-04	 1.13457e-03	-4.07085e-04	 7.88223e-04	-2.94720e-04	-8.66298e-08	 2.94662e-04	-7.88360e-04	 4.06983e-04	-1.13468e-03	-1.89147e-04	-5.86873e-04	-1.45243e-03	-7.65949e-04	-2.37676e-03	 5.66805e-03	 1.52080e-02
U  0	3.000021e-01	 0.00000e+00	 1.53851e-04	 5.60124e-04	 4.29415e-04	 1.71964e-04	 6.97436e-05	-1.81417e-04	-4.97235e-05	-1.40741e-04	-6.25411e-05	-6.38251e-06	-2.14185e-05	 1.31418e-07	 2.16805e-05	 6.66217e-06	 6.27682e-05	 1.40954e-04	 4.98014e-05	 1.81405e-04	-6.98565e-05	-1.72226e-04	-4.29679e-04	-5.60322e-04	-1.53860e-04
U  1	3.000021e-01	 2.99816e-03	 1.84781e-03	 4.54131e-04	 2.52002e-04	 2.30998e-04	 1.73008e-04	 1.91571e-04	 2.04054e-04	 1.18613e-04	 9.22662e-05	 4.31131e-05	-8.22630e-05	 2.14677e-05	-8.21420e-05	 4.32622e-05	 9.25106e-05	 1.18849e-04	 2.04313e-04	 1.91830e-04	 1.73278e-04	 2.31288e-04	 2.52369e-04	 4.54561e-04	 1.84848e-03
