    	Node label->	           1	           3	           5	           7	           9	          11	          13	          15	          17	          19	          21	          23	          25	          27	          29	          31	          33	          35	          37	          39	          41	          43	          45	          47	          49	          51	          53	          55	          57	          59	          61	          63	          65	          67	          69	          71
    	Angle ->    	 3.17501e-09	 1.74535e-01	 3.49080e-01	 5.23596e-01	 6.98144e-01	 8.72652e-01	 1.04720e+00	 1.22172e+00	 1.39626e+00	 1.57080e+00	 1.74533e+00	 1.91988e+00	 2.09439e+00	 2.26894e+00	 2.44345e+00	 2.61800e+00	 2.79251e+00	 2.96706e+00	 3.14159e+00	 3.31613e+00	 3.49067e+00	 3.66519e+00	 3.83974e+00	 4.01424e+00	 4.18879e+00	 4.36331e+00	 4.53785e+00	 4.71239e+00	 4.88692e+00	 5.06147e+00	 5.23598e+00	 5.41053e+00	 5.58504e+00	 5.75959e+00	 5.93411e+00	 6.10865e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000008e-01	 0.00000e+00	 2.38653e-05	 1.26072e-04	 2.16719e-04	 2.28773e-04	 1.93573e-04	 1.47906e-04	 1.10145e-04	 8.15441e-05	 5.64400e-05	 3.63118e-05	 1.83083e-05	 5.40563e-06	-3.81524e-06	-8.67880e-06	-9.91715e-06	-8.38153e-06	-4.66092e-06	 5.80227e-09	 4.67233e-06	 8.39244e-06	 9.92718e-06	 8.68754e-06	 3.82270e-06	-5.39987e-06	-1.83042e-05	-3.63097e-05	-5.64406e-05	-8.15455e-05	-1.10148e-04	-1.47912e-04	-1.93583e-04	-2.28780e-04	-2.16720e-04	-1.26069e-04	-2.38639e-05
U  1	1.000008e-01	 1.00026e-03	 7.22273e-04	 3.11772e-04	 9.75396e-05	 6.85782e-05	 9.62164e-05	 1.22257e-04	 1.34644e-04	 1.37339e-04	 1.34695e-04	 1.28082e-04	 1.18244e-04	 1.06901e-04	 9.45351e-05	 8.28471e-05	 7.26501e-05	 6.45238e-05	 5.97430e-05	 5.77415e-05	 5.97449e-05	 6.45275e-05	 7.26560e-05	 8.28545e-05	 9.45436e-05	 1.06911e-04	 1.18254e-04	 1.28093e-04	 1.34707e-04	 1.37350e-04	 1.34655e-04	 1.22266e-04	 9.62248e-05	 6.85879e-05	 9.75571e-05	 3.11799e-04	 7.22292e-04
U  2	1.000008e-01	-5.96612e-04	-5.65416e-04	-4.83637e-04	-3.62822e-04	-2.30686e-04	-1.13420e-04	-1.95074e-05	 4.36493e-05	 7.89768e-05	 8.93272e-05	 8.32249e-05	 6.54614e-05	 4.39988e-05	 2.12559e-05	 2.16196e-06	-1.38416e-05	-2.42279e-05	-3.11162e-05	-3.26999e-05	-3.11178e-05	-2.42320e-05	-1.38471e-05	 2.15574e-06	 2.12485e-05	 4.39913e-05	 6.54556e-05	 8.32227e-05	 8.93313e-05	 7.89890e-05	 4.36718e-05	-1.94736e-05	-1.13374e-04	-2.30638e-04	-3.62770e-04	-4.83597e-04	-5.65390e-04
UR 0	1.000008e-01	 5.26653e-03	 4.55246e-03	 3.71299e-03	 2.51928e-03	 1.42165e-03	 7.20302e-04	 3.04061e-04	 1.24624e-04	 5.30452e-05	 2.15384e-05	-2.68996e-05	-1.10201e-04	-1.94551e-04	-2.94833e-04	-3.45642e-04	-4.00693e-04	-3.95463e-04	-4.17593e-04	-3.95428e-04	-4.17610e-04	-3.95490e-04	-4.00733e-04	-3.45690e-04	-2.94895e-04	-1.94629e-04	-1.10298e-04	-2.70129e-05	 2.14062e-05	 5.28859e-05	 1.24423e-04	 3.03796e-04	 7.19959e-04	 1.42125e-03	 2.51887e-03	 3.71268e-03	 4.55247e-03
