    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.33593e-09	 2.61798e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83259e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000014e-01	 0.00000e+00	 7.55205e-05	 2.15677e-04	 2.25688e-04	 1.59718e-04	 9.70068e-05	 5.87068e-05	 2.97472e-05	 1.04080e-05	-1.71259e-06	-6.51634e-06	-4.52207e-06	-2.71569e-11	 4.52199e-06	 6.51655e-06	 1.71334e-06	-1.04073e-05	-2.97483e-05	-5.87081e-05	-9.70091e-05	-1.59720e-04	-2.25688e-04	-2.15678e-04	-7.55203e-05
U  1	1.000014e-01	 9.99515e-04	 4.72532e-04	 9.20870e-05	 6.20726e-05	 1.05484e-04	 1.26451e-04	 1.26579e-04	 1.17583e-04	 1.04027e-04	 8.81733e-05	 7.35322e-05	 6.48737e-05	 6.00466e-05	 6.48745e-05	 7.35319e-05	 8.81716e-05	 1.04025e-04	 1.17582e-04	 1.26578e-04	 1.26449e-04	 1.05483e-04	 6.20719e-05	 9.20855e-05	 4.72532e-04
U  2	1.000014e-01	-8.49687e-05	-3.50561e-05	 1.71859e-05	 4.86857e-05	 7.34587e-05	 8.03444e-05	 7.35263e-05	 5.07594e-05	 2.15914e-05	-1.30639e-05	-4.16124e-05	-6.34013e-05	-6.94471e-05	-6.34170e-05	-4.16395e-05	-1.30935e-05	 2.15670e-05	 5.07498e-05	 7.35267e-05	 8.03588e-05	 7.34841e-05	 4.87168e-05	 1.72149e-05	-3.50380e-05
UR 0	1.000014e-01	 1.03926e-03	 6.75217e-04	 2.47975e-04	 8.82902e-05	-2.97490e-05	-1.28170e-04	-1.96123e-04	-2.52384e-04	-3.04984e-04	-3.73119e-04	-4.11412e-04	-4.59292e-04	-4.56297e-04	-4.59358e-04	-4.11540e-04	-3.73285e-04	-3.05167e-04	-2.52574e-04	-1.96308e-04	-1.28352e-04	-2.99374e-05	 8.80919e-05	 2.47748e-04	 6.75025e-04
UR 1	1.000014e-01	 1.15046e-07	-6.89934e-04	-4.36785e-04	-4.19764e-04	-4.78347e-04	-4.66448e-04	-4.61851e-04	-3.78526e-04	-3.11693e-04	-2.15289e-04	-1.44723e-04	-6.65413e-05	-1.07527e-07	 6.63396e-05	 1.44540e-04	 2.15154e-04	 3.11624e-04	 3.78433e-04	 4.61852e-04	 4.66510e-04	 4.78481e-04	 4.19947e-04	 4.36995e-04	 6.90174e-04
UR 2	1.000014e-01	 2.34636e-08	-8.23253e-03	-2.33441e-03	 7.60825e-04	 1.02913e-03	 6.38862e-04	 4.07955e-04	 3.39039e-04	 2.65376e-04	 2.23596e-04	 1.34035e-04	 7.58331e-05	-6.81087e-09	-7.58208e-05	-1.34014e-04	-2.23588e-04	-2.65402e-04	-3.39031e-04	-4.07954e-04	-6.38871e-04	-1.02912e-03	-7.60824e-04	 2.33440e-03	 8.23250e-03
U  0	2.000005e-01	 0.00000e+00	 1.33740e-04	 4.40531e-04	 4.26677e-04	 2.95110e-04	 1.91065e-04	 7.62936e-05	 6.52414e-05	 1.77638e-06	-5.44266e-06	-9.14947e-06	-1.22214e-05	-2.07665e-08	 1.21810e-05	 9.11244e-06	 5.41621e-06	-1.79876e-06	-6.52508e-05	-7.62934e-05	-1.91056e-04	-2.95083e-04	-4.26650e-04	-4.40507e-04	-1.33743e-04
U  1	2.000005e-01	 2.00064e-03	 1.04584e-03	 1.88607e-04	 1.37953e-04	 2.07165e-04	 2.30519e-04	 2.35520e-04	 2.24810e-04	 1.85691e-04	 1.65104e-04	 1.37589e-04	 1.03038e-04	 1.20970e-04	 1.03029e-04	 1.37571e-04	 1.65071e-04	 1.85654e-04	 2.24768e-04	 2.35478e-04	 2.30477e-04	 2.07129e-04	 1.37917e-04	 1.88557e-04	 1.04574e-03
U  2	2.000005e-01	 5.14100e-03	 4.65166e-03	 3.28421e-03	 1.52369e-03	-1.00210e-04	-1.26100e-03	-1.79277e-03	-1.71835e-03	-1.17545e-03	-3.98462e-04	 3.78872e-04	 9.36186e-04	 1.14158e-03	 9.36269e-04	 3.79012e-04	-3.98307e-04	-1.17532e-03	-1.71830e-03	-1.79277e-03	-1.26122e-03	-1.00498e-04	 1.52331e-03	 3.28383e-03	 4.65148e-03
UR 0	2.000005e-01	-2.70004e-02	-2.59379e-02	-2.22480e-02	-1.68482e-02	-1.13822e-02	-6.63004e-03	-2.74197e-03	 4.60114e-04	 3.22936e-03	 5.67667e-03	 7.77050e-03	 9.16228e-03	 9.69340e-03	 9.16271e-03	 7.77120e-03	 5.67755e-03	 3.23046e-03	 4.61440e-04	-2.74040e-03	-6.62820e-03	-1.13802e-02	-1.68460e-02	-2.22465e-02	-2.59369e-02
UR 1	2.000005e-01	-1.61491e-06	 6.13563e-03	 1.15773e-02	 1.49184e-02	 1.67839e-02	 1.74958e-02	 1.68231e-02	 1.50090e-02	 1.22185e-02	 9.00716e-03	 5.76381e-03	 2.78368e-03	 5.37024e-07	-2.78257e-03	-5.76280e-03	-9.00622e-03	-1.22179e-02	-1.50089e-02	-1.68235e-02	-1.74964e-02	-1.67849e-02	-1.49200e-02	-1.15792e-02	-6.13816e-03
UR 2	2.000005e-01	 2.04997e-06	-1.61076e-02	-5.34589e-03	 2.00886e-03	 1.45348e-03	 1.44789e-03	 7.01974e-04	 4.98487e-04	 7.64147e-04	 1.21501e-04	 4.91424e-04	-8.49548e-06	 6.91381e-08	 8.60457e-06	-4.91235e-04	-1.21338e-04	-7.64062e-04	-4.98295e-04	-7.01890e-04	-1.44767e-03	-1.45338e-03	-2.00890e-03	 5.34533e-03	 1.61072e-02
U  0	3.000019e-01	 0.00000e+00	 1.76953e-04	 6.19135e-04	 5.59240e-04	 3.57984e-04	 2.21229e-04	 3.30203e-05	 6.07498e-05	-3.39895e-05	-1.91716e-05	-1.15583e-05	-1.85063e-05	-5.76052e-07	 1.73994e-05	 1.05319e-05	 1.83457e-05	 3.33363e-05	-6.10580e-05	-3.30469e-05	-2.20882e-04	-3.57134e-04	-5.58349e-04	-6.18515e-04	-1.77021e-04
