Load	Displacement
-8.434816562	-0.0462
-8.531304593	-0.0462
-8.647756254	-0.0472
-8.735927172	-0.0475
-8.887314118	-0.0479
-8.966335928	-0.0498
-9.067814511	-0.0502
-9.165967244	-0.0502
-9.277428353	-0.0515
-9.36559785	-0.0516
-9.513658235	-0.0519
-9.6633819	-0.0539
-9.868836474	-0.0559
-9.998597221	-0.0562
-10.05432671	-0.0558
-10.21902416	-0.0568
-10.29887584	-0.0577
-10.40700967	-0.058
-10.49850715	-0.0584
-10.57752896	-0.0592
-10.70312973	-0.0609
-10.84370429	-0.0603
-10.90608903	-0.0623
-11.13067453	-0.0639
-11.20470436	-0.063
-11.35359674	-0.0639
-11.47753423	-0.0651
-11.52411461	-0.0655
-11.68465209	-0.0663
-11.73622302	-0.0673
-11.85766594	-0.0674
-11.93918232	-0.0687
-12.01820271	-0.0691
-12.13631836	-0.0701
-12.26191984	-0.0702
-12.37587622	-0.0704
-12.46986898	-0.0707
-12.58548935	-0.0719
-12.64621082	-0.0729
-12.77097959	-0.0731
-12.87412358	-0.0743
-12.95064799	-0.0759
-13.07874545	-0.0763
-13.18355202	-0.0765
-13.23928293	-0.0766
-13.3765295	-0.0769
-13.4780088	-0.0783
-13.57782481	-0.0791
-13.65185394	-0.0794
-13.79076521	-0.0806
-13.86895361	-0.0806
-14.0037049	-0.0818
-14.09104383	-0.0827
-14.18586858	-0.0826
-14.30564751	-0.0841
-14.39298643	-0.0836
-14.51442936	-0.0844
-14.58014137	-0.0855
-14.70823813	-0.0872
-14.81969923	-0.0868
-14.93199163	-0.0868
-15.00851816	-0.088
-15.10084693	-0.0883
-15.20731748	-0.09
-15.31960988	-0.091
-15.43938881	-0.0908
-15.49179174	-0.0911
-15.62488046	-0.0921
-15.70223757	-0.0924
-15.8211838	-0.0938
-16.01118358	-0.0955
-16.16257052	-0.096
-16.26904179	-0.0966
-16.38216618	-0.0967
-16.46035457	-0.0975
-16.59177931	-0.099
-16.68161351	-0.0988
-16.76978443	-0.0999
-16.86793574	-0.1006
-17.03595833	-0.1011
-17.13577506	-0.1023
-17.27884489	-0.1026
-17.36035984	-0.1029
-17.4901213	-0.1038
-17.54834748	-0.1053
-17.65980717	-0.1059
-17.76794172	-0.1061
-17.87940283	-0.1072
-17.96757375	-0.1071
-18.0391076	-0.1081
-18.15389598	-0.1089
-18.28864657	-0.1103
-18.41175419	-0.1096
-18.48328804	-0.1113
-18.5880939	-0.1118
-18.67792809	-0.1119
-18.77608154	-0.1125
-18.88587723	-0.1132
-18.99733905	-0.1143
-19.07719215	-0.115
-19.30344022	-0.1157
-19.40492093	-0.1177
-19.52969041	-0.1178
-19.59623371	-0.118
-19.68274064	-0.1193
-19.79253847	-0.12
-19.92895234	-0.1205
-20.01046942	-0.1203
-20.12193053	-0.1213
-20.18681055	-0.1218
-20.29827237	-0.1237
-20.38976985	-0.1233
-20.53117569	-0.1242
-20.61601792	-0.1253
-20.70086156	-0.1258
-20.79901359	-0.126
-20.91546525	-0.1273
-21.06019836	-0.1272
-21.09679906	-0.128
-21.2248951	-0.1292
-21.33136424	-0.1295
-21.43617151	-0.1303
-21.51103263	-0.1308
-21.560941	-0.1312
-21.76390029	-0.1313
-21.84874394	-0.1333
-21.93525158	-0.134
-22.144864	-0.1349
-22.23968875	-0.1361
-22.4476386	-0.1368
-22.524163	-0.1373
-22.63063427	-0.1382
-22.76538415	-0.1392
-22.84357396	-0.1396
-22.9500431	-0.1403
-23.05152381	-0.14
-23.13636746	-0.1412
-23.26113694	-0.1423
-23.35263442	-0.143
-23.4690868	-0.1433
-23.52564899	-0.1437
-23.63045484	-0.1444
-23.75855302	-0.1451
-23.8500505	-0.146
-23.96982943	-0.1473
-24.01807238	-0.1479
-24.16946004	-0.1483
-24.2426593	-0.149
-24.34580117	-0.1503
-24.47556262	-0.15
-24.57371464	-0.1509
-24.63526739	-0.1512
-24.78665434	-0.1527
-24.87815253	-0.1533
-24.97630384	-0.153
-25.06613804	-0.1542
-25.16595476	-0.1551
-25.24746972	-0.1557
-25.34395988	-0.1559
-25.61346248	-0.1574
-25.66170543	-0.1575
-25.78314835	-0.1593
-25.87631124	-0.1608
-25.95948948	-0.1599
-26.07926841	-0.1613
-26.17742185	-0.1609
-26.23231934	-0.1623
-26.36540807	-0.1633
-26.50015795	-0.1626
-26.54507647	-0.1636
-26.67150924	-0.1657
-26.76633399	-0.1657
-26.98426636	-0.1663
-27.05746349	-0.1669
-27.24877628	-0.1677
-27.2820497	-0.1693
-27.39184611	-0.169
-27.46837264	-0.1699
-27.58815157	-0.1699
-27.65635815	-0.1718
-27.79111016	-0.1723
-27.87428911	-0.1726
-27.9874135	-0.1734
-28.10220188	-0.1737
-28.2336259	-0.1744
-28.32678879	-0.1761
-28.39998593	-0.1766
-28.51477431	-0.1776
-28.56468267	-0.1774
-28.65618086	-0.1783
-28.78760417	-0.178
-28.86579399	-0.179
-29.03714314	-0.1803
-29.16690247	-0.1818
-29.30331989	-0.1822
-29.42975336	-0.1835
-29.50794247	-0.1834
-29.60110252	-0.1847
-29.68927273	-0.1843
-29.83400584	-0.1859
-29.90221455	-0.1861
-29.99537389	-0.1864
-30.12180736	-0.1877
-30.21663211	-0.1878
-30.27985169	-0.1889
-30.40628446	-0.1894
-30.52439798	-0.1911
-30.62920383	-0.1904
-30.72402858	-0.1921
-30.80554567	-0.1923
-30.88373477	-0.1932
-31.02846789	-0.1935
-31.11331224	-0.1942
-31.21479083	-0.1951
-31.33623446	-0.1949
-31.41275886	-0.1967
-31.5125763	-0.1973
-31.65397859	-0.1975
-31.73383381	-0.1983
-31.83198513	-0.1989
-31.93076878	-0.1986
-31.99065825	-0.2008
-32.13040223	-0.2011
-32.18363786	-0.2013
-32.13040223	-0.2008
-32.18363786	-0.2009
-32.1636721	-0.2017
-32.12041757	-0.2016
-32.17032665	-0.2007
-32.18696514	-0.2013
-32.11043718	-0.2009
-32.18363786	-0.2008
-32.09380224	-0.201
-32.12707567	-0.2006
-32.18363786	-0.2018
-32.16034554	-0.2003
-32.12707567	-0.2002
-32.1636721	-0.2009
-32.18363786	-0.2005
-32.09047497	-0.2016
-32.12707567	-0.2006
-32.13705606	-0.2008
-32.16034554	-0.2006
-32.13040223	-0.2002
-32.12707567	-0.2009
-32.0871477	-0.2013
-32.12041757	-0.2011
-32.14703717	-0.1999
-32.13040223	-0.2001
-32.18363786	-0.2003
-32.10710991	-0.2004
-32.13040223	-0.2008
-32.15369171	-0.2011
-32.14703717	-0.2004
-32.13040223	-0.2006
-32.17365321	-0.2004
-32.1337295	-0.2004
-32.14038333	-0.2016
-32.13040223	-0.2008
-32.14371061	-0.2016
-32.14038333	-0.2009
-32.1337295	-0.2003
-32.1337295	-0.2016
-32.18363786	-0.2011
-32.12041757	-0.2004
-32.14038333	-0.2005
-32.15036444	-0.2008
-32.13705606	-0.2013
-32.10710991	-0.2004
-32.13040223	-0.2013
-32.12707567	-0.2006
-32.17698048	-0.2008
-32.17032665	-0.2003
-32.1237484	-0.2009
-32.11709101	-0.2006
-32.11709101	-0.2006
-32.10710991	-0.2013
-32.17032665	-0.2007
-32.12707567	-0.2006
-32.12707567	-0.2006
-32.13040223	-0.201
-32.14371061	-0.2004
-32.15036444	-0.201
-32.10045608	-0.2001
-32.14371061	-0.2016
-32.10045608	-0.2013
-32.11376374	-0.2013
-32.1337295	-0.2019
-32.12041757	-0.2013
-32.10378264	-0.2006
-32.11709101	-0.2008
-32.11376374	-0.2008
-32.15036444	-0.2013
-32.11709101	-0.2011
-32.10710991	-0.2006
-32.13040223	-0.2004
-32.09047497	-0.2013
-32.10710991	-0.2005
-32.17032665	-0.2002
-32.13705606	-0.2006
-32.14371061	-0.201
-32.10045608	-0.2004
-32.16034554	-0.2011
-32.14038333	-0.2016
-32.16034554	-0.2013
-32.14371061	-0.2016
-32.15036444	-0.2004
-32.17698048	-0.2009
-32.15036444	-0.2013
-32.14371061	-0.2014
-32.13040223	-0.2004
-32.09380224	-0.2009
-32.09380224	-0.2005
-32.12041757	-0.2013
-32.1337295	-0.2006
-32.15701827	-0.2003
-32.11709101	-0.1999
-32.15036444	-0.2013
-32.13040223	-0.2011
-32.11376374	-0.2011
-32.10378264	-0.2004
-32.14038333	-0.2011
-32.19694553	-0.2005
-32.17698048	-0.2007
-32.13040223	-0.2003
-32.03058551	-0.2008
-31.88751781	-0.1993
-31.76108433	-0.1983
-31.77106543	-0.1971
-31.64463267	-0.1965
-31.44499851	-0.1968
-31.43834468	-0.1955
-31.32521958	-0.1956
-31.25867628	-0.195
-31.11893585	-0.1929
-30.96921006	-0.1927
-30.89601292	-0.1924
-30.81283398	-0.1923
-30.73297946	-0.1907
-30.55331106	-0.1901
-30.51338665	-0.1899
-30.4168972	-0.1896
-30.28380989	-0.1882
-30.1706855	-0.1881
-30.07752261	-0.1883
-30.0209597	-0.1862
-29.88121856	-0.1855
-29.7647669	-0.1847
-29.69156977	-0.1847
-29.61837193	-0.1834
-29.48860834	-0.1829
-29.41541121	-0.1817
-29.28565117	-0.1823
-29.21245404	-0.1805
-29.05940169	-0.1801
-28.95293255	-0.1799
-28.87307875	-0.1787
-28.77991799	-0.1783
-28.64683068	-0.1775
-28.59692232	-0.1777
-28.49710701	-0.1765
-28.33074699	-0.1758
-28.28416519	-0.1757
-28.22427785	-0.174
-27.99137382	-0.1732
-27.99802766	-0.1736
-27.85495853	-0.1724
-27.81170543	-0.1726
-27.68194397	-0.1713
-27.59876573	-0.1706
-27.4556959	-0.1694
-27.34589807	-0.1686
-27.25939043	-0.1693
-27.10634021	-0.1666
-27.03314237	-0.1668
-26.85347397	-0.1651
-26.71373141	-0.1658
-26.61058954	-0.1644
-26.54071684	-0.1632
-26.44755608	-0.1629
-26.37435824	-0.1637
-26.23128912	-0.1628
-26.15476259	-0.1615
-26.03498365	-0.1604
-25.89856978	-0.16
-25.82204325	-0.1593
-25.65901192	-0.1593
-25.58581266	-0.158
-25.51594209	-0.1578
-25.42278133	-0.1559
-25.29301916	-0.1558
-25.26307443	-0.1555
-25.12666056	-0.1552
-25.02684384	-0.1539
-24.9436656	-0.1529
-24.87712017	-0.1524
-24.75068741	-0.1512
-24.60096374	-0.151
-24.50114844	-0.1508
-24.44458624	-0.1492
-24.28820804	-0.1485
-24.24162694	-0.148
-24.13182912	-0.1483
-23.96214324	-0.1473
-23.93885234	-0.1454
-23.68598681	-0.146
-23.56287919	-0.1445
-23.51962608	-0.1434
-23.42979188	-0.1433
-23.33995768	-0.1421
-23.18358019	-0.1415
-23.12369072	-0.1415
-23.00058523	-0.1402
-22.89411396	-0.1398
-22.77433503	-0.1389
-22.68450083	-0.1383
-22.61795753	-0.1377
-22.45825134	-0.1378
-22.34845493	-0.1366
-22.23532983	-0.1359
-22.17211381	-0.1354
-22.12220473	-0.1343
-21.97248107	-0.1339
-21.85935668	-0.1333
-21.72626937	-0.1323
-21.62978134	-0.1318
-21.51332968	-0.1318
-21.4767304	-0.1303
-21.33033401	-0.1297
-21.29373331	-0.1293
-21.16064672	-0.1281
-21.05750414	-0.129
-20.99428598	-0.1273
-20.83125465	-0.1274
-20.72811208	-0.1257
-20.64493242	-0.126
-20.52848005	-0.1247
-20.46193675	-0.1245
-20.35213893	-0.1228
-20.20906909	-0.1219
-20.17912436	-0.1223
-20.04603776	-0.1213
-19.95620356	-0.1208
-19.8125021	-0.12
-19.72932244	-0.1193
-19.62617845	-0.1187
-19.55630788	-0.1193
-19.42321915	-0.1179
-19.33671222	-0.1167
-19.21859799	-0.1152
-19.15870852	-0.115
-19.01064885	-0.115
-18.94077615	-0.1134
-18.83098045	-0.1138
-18.71120152	-0.1128
-18.57977607	-0.1118
-18.49326914	-0.1108
-18.40676151	-0.1103
-18.29530182	-0.1093
-18.17385961	-0.109
-18.11397014	-0.1092
-17.99252793	-0.1078
-17.9026916	-0.1071
-17.80454029	-0.1068
-17.69307847	-0.1063
-17.633189	-0.1056
-17.45019404	-0.1038
-17.38198675	-0.1043
-17.25555399	-0.1031
-17.18734741	-0.1021
-17.10915759	-0.1013
-16.97440558	-0.1005
-16.91784268	-0.1013
-16.79140992	-0.0993
-16.66497715	-0.0994
-16.5568426	-0.0983
-16.45869058	-0.0983
-16.37218365	-0.0963
-16.28401273	-0.0963
-16.15591669	-0.0958
-16.05776467	-0.0947
-15.9845654	-0.095
-15.81987079	-0.0941
-15.73669043	-0.093
-15.63188315	-0.0922
-15.55369476	-0.0923
-15.43391583	-0.0912
-15.3008271	-0.0901
-15.24925688	-0.0888
-15.1777216	-0.0889
-15.00470704	-0.0876
-14.96311792	-0.0873
-14.82171137	-0.0868
-14.73853313	-0.0861
-14.60877168	-0.0855
-14.49564729	-0.0862
-14.40914036	-0.0848
-14.34259706	-0.0841
-14.20618106	-0.0836
-14.13631049	-0.0818
-13.99656793	-0.0828
-13.9666232	-0.0815
-13.83519988	-0.0809
-13.6754944	-0.0793
-13.62225877	-0.0793
-13.52743402	-0.0784
-13.39600999	-0.0778
-13.28454959	-0.0768
-13.16310738	-0.0761
-13.10321791	-0.076
-12.97179318	-0.0756
-12.87530444	-0.0745
-12.81042442	-0.0731
-12.70894441	-0.0731
-12.59582002	-0.0731
-12.46938655	-0.0719
-12.36790725	-0.0713
-12.27973634	-0.071
-12.17326649	-0.0703
-12.07677846	-0.0693
-11.92871807	-0.0679
-11.73740458	-0.0679
-11.65256093	-0.0669
-11.56272674	-0.0648
-11.4662387	-0.0644
-11.3647587	-0.0649
-11.26660597	-0.064
-11.14849174	-0.0637
-11.06531137	-0.0626
-10.96383208	-0.0618
-10.83240805	-0.0606
-10.72427421	-0.06
-10.66438475	-0.0611
-10.53961526	-0.0592
-10.41983633	-0.0583
-10.34996505	-0.0579
-10.24183121	-0.0571
-10.12537955	-0.0562
-10.01890971	-0.0561
-9.912921578	-0.0547
-9.815601551	-0.0541
-9.737411737	-0.0536
-9.614306244	-0.0541
-9.485378203	-0.0531
-9.404693113	-0.0517
-9.294064	-0.0512
-9.210884344	-0.0512
-9.081122887	-0.0496
-8.999607222	-0.049
-8.886482833	-0.0485
-8.818275543	-0.0477
-8.651916231	-0.0472
-8.550436227	-0.0467
-8.461434023	-0.0449
-8.373263105	-0.0449
-8.250157612	-0.0444
-8.18777287	-0.0441
-8.082966304	-0.0431
-7.988140843	-0.0425
-7.818454259	-0.0422
-7.752741535	-0.041
-7.668730594	-0.0405
-7.578896395	-0.0402
-7.455789481	-0.0396
-7.346824359	-0.038
-7.259485436	-0.0382
-7.157174147	-0.0371
-7.056526848	-0.0366
-6.925102821	-0.0362
-6.83027736	-0.0361
-6.742107152	-0.0342
-6.633973315	-0.0341
-6.501717292	-0.0342
-6.435173283	-0.0327
-6.337853256	-0.032
-6.224728157	-0.0311
-6.117427026	-0.0302
-6.031751383	-0.0293
-5.904485913	-0.0289
-5.80467061	-0.0283
-5.693209501	-0.0279
-5.593394198	-0.027
-5.536000008	-0.026
-5.403743986	-0.0262
-5.297273429	-0.0247
-5.18414904	-0.0247
-5.110119203	-0.0242
-4.982853733	-0.0235
-4.899674077	-0.0218
-4.784885697	-0.0217
-4.661779493	-0.021
-4.594404199	-0.0203
-4.491260914	-0.019
-4.341537249	-0.0192
-4.265011426	-0.0187
-4.155215019	-0.018
-4.072034652	-0.016
-3.954750996	-0.016
-3.855767689	-0.0158
-3.753456399	-0.016
-3.642826576	-0.0142
-3.564638182	-0.0142
-3.442363264	-0.0127
-3.31759378	-0.0122
-3.227759581	-0.011
-3.128775563	-0.0106
-3.050586459	-0.0106
-2.93912535	-0.0099
-2.813524581	-0.0092
-2.725353663	-0.0087
-2.618883106	-0.0083
-2.531544894	-0.0075
-2.425074337	-0.0062
-2.219620473	-0.0052
-2.118972464	-0.0042
-2.019988446	-0.0036
-1.919341148	-0.0033
-1.821189125	-0.0032
-1.692260374	-0.002
-1.599930899	-0.0011
-1.513423972	-0.001
-1.494292338	-0.0007
-1.501778166	-0.0005
-1.485142519	-0.0008
-1.503442157	-0.0002
-1.494292338	-0.0008
-1.523405076	-0.0017
-1.520077804	-0.0011
-1.508432709	-0.0015
-1.515087252	-0.0005
-1.511759981	-0.0003
-1.510927985	-0.0008
-1.513423972	-0.0012
-1.510927985	-0.0007
-1.512591976	0.0002
-1.505105438	-0.0007
-1.516750533	-0.0011
-1.541704714	-0.0012
-1.506769429	-0.001
-1.49928289	-0.0005
-1.493460343	-0.0012
-1.53338689	-0.0003
-1.501778166	-0.0008
-1.510927985	-0.0009
-1.523405076	-0.0013
-1.504273442	-0.0003
-1.504273442	-0.0003
-1.501778166	-0.0012
-1.507600714	-0.0013
