SI Load [lb]	SI Stroke [in]
-44.7821	-1.577
-44.8993	-1.5768
-43.3757	-1.577
-46.423	-1.5762
-44.6649	-1.578
-45.6025	-1.5762
-45.4853	-1.5765
-43.2585	-1.5767
-46.5402	-1.5765
-47.009	-1.5768
-43.4929	-1.5747
-46.5402	-1.5752
-45.0165	-1.5745
-44.1961	-1.576
-45.7197	-1.577
-45.1337	-1.5749
-44.5477	-1.5759
-46.5402	-1.577
-43.7273	-1.5732
-43.6101	-1.5745
-44.4305	-1.574
-45.7197	-1.5743
-42.9069	-1.574
-44.8993	-1.5728
-44.1961	-1.5743
-45.6025	-1.574
-42.9069	-1.5748
-46.3058	-1.5727
-42.7897	-1.573
-42.4381	-1.5712
-42.7897	-1.5722
-44.7821	-1.5713
-42.5553	-1.574
-45.3681	-1.5743
-44.5477	-1.572
-42.9069	-1.5712
-42.6725	-1.5725
-44.7821	-1.573
-45.1337	-1.572
-45.6025	-1.572
-41.9692	-1.572
-41.9692	-1.5708
-44.1961	-1.5707
-43.7273	-1.5707
-42.7897	-1.57
-41.9692	-1.5704
-42.9069	-1.5695
-41.5004	-1.5687
-40.7972	-1.57
-42.6725	-1.5703
-43.4929	-1.5699
-42.3209	-1.5682
-44.8993	-1.5693
-41.9692	-1.5688
-41.8521	-1.57
-40.9144	-1.5689
-42.4381	-1.5687
-41.8521	-1.5687
-39.9768	-1.568
-43.2585	-1.5693
-43.2585	-1.5674
-41.8521	-1.5678
-39.7424	-1.568
-42.3209	-1.5675
-41.5004	-1.5688
-43.3757	-1.5668
-41.3832	-1.568
-40.5628	-1.5659
-40.5628	-1.568
-41.6176	-1.5655
-39.6252	-1.5653
-42.3209	-1.567
-41.3832	-1.5652
-40.2112	-1.566
-42.4381	-1.5663
-41.8521	-1.5658
-42.7897	-1.566
-42.7897	-1.5642
-39.9768	-1.5644
-40.7972	-1.5643
-41.8521	-1.5657
-39.8596	-1.565
-42.7897	-1.564
-41.8521	-1.5638
-43.3757	-1.564
-40.9144	-1.5648
-39.508	-1.5637
-39.0392	-1.563
-38.1015	-1.563
-40.094	-1.5638
-41.0316	-1.5628
-39.8596	-1.563
-39.6252	-1.5612
-38.922	-1.5625
-39.7424	-1.5625
-39.7424	-1.5618
-39.3908	-1.56
-39.2736	-1.563
-41.3832	-1.5607
-39.508	-1.562
-38.1015	-1.5609
-41.3832	-1.5609
-39.508	-1.562
-41.8521	-1.561
-38.4531	-1.5612
-40.7972	-1.5597
-39.2736	-1.5602
-36.4607	-1.5605
-40.9144	-1.5613
-37.8671	-1.559
-38.2187	-1.56
-38.922	-1.5584
-38.3359	-1.5597
-39.6252	-1.559
-40.094	-1.558
-37.1639	-1.5572
-38.8048	-1.5588
-39.0392	-1.559
-39.3908	-1.5585
-38.922	-1.557
-37.2811	-1.5597
-39.3908	-1.5557
-39.1564	-1.5569
-38.1015	-1.557
-37.9843	-1.557
-37.1639	-1.5567
-38.1015	-1.557
-37.1639	-1.5569
-39.1564	-1.5577
-35.9919	-1.5575
-40.094	-1.556
-39.508	-1.555
-37.3983	-1.556
-37.0467	-1.5552
-37.1639	-1.5552
-37.8671	-1.556
-37.1639	-1.5557
-35.9919	-1.5555
-37.7499	-1.5547
-37.5155	-1.5558
-36.4607	-1.5547
-37.2811	-1.5543
-36.5779	-1.5544
-37.6327	-1.554
-39.508	-1.554
-36.6951	-1.5543
-39.7424	-1.5544
-37.1639	-1.553
-34.8199	-1.5524
-37.2811	-1.5525
-37.2811	-1.5545
-35.7575	-1.5532
-37.7499	-1.551
-35.8747	-1.5519
-38.1015	-1.5535
-36.4607	-1.5528
-35.9919	-1.5523
-37.8671	-1.553
-35.2887	-1.5512
-37.6327	-1.552
-36.6951	-1.551
-36.2263	-1.5509
-35.6403	-1.5507
-36.1091	-1.55
-36.1091	-1.5502
-35.2887	-1.5488
-36.5779	-1.5514
-35.6403	-1.5493
-35.1715	-1.55
-33.2962	-1.5492
-36.1091	-1.55
-35.5231	-1.5487
-35.7575	-1.549
-36.4607	-1.5495
-34.2338	-1.548
-34.351	-1.549
-37.2811	-1.548
-34.351	-1.5473
-36.2263	-1.547
-33.6478	-1.5488
-35.4059	-1.5472
-33.4134	-1.5473
-34.351	-1.5468
-34.8199	-1.548
-33.765	-1.5466
-33.9995	-1.5456
-34.1166	-1.5468
-33.6478	-1.5479
-32.593	-1.5465
-31.5382	-1.5456
-34.2338	-1.546
-33.0618	-1.5461
-36.1091	-1.5449
-33.9995	-1.546
-33.4134	-1.5464
-34.351	-1.5456
-34.351	-1.5449
-33.8822	-1.547
-32.8274	-1.5445
-31.5382	-1.5446
-33.6478	-1.5441
-32.2414	-1.545
-33.4134	-1.5424
-32.3586	-1.5438
-34.2338	-1.544
-32.7102	-1.543
-32.8274	-1.5426
-35.2887	-1.544
-32.4758	-1.544
-32.9446	-1.5423
-34.2338	-1.5421
-33.4134	-1.542
-31.1866	-1.5425
-31.6554	-1.5428
-30.9522	-1.543
-33.179	-1.544
-31.421	-1.5425
-32.1242	-1.5419
-32.007	-1.542
-34.351	-1.541
-32.1242	-1.5409
-32.2414	-1.5408
-31.1866	-1.542
-32.7102	-1.5401
-30.9522	-1.541
-31.8898	-1.541
-31.1866	-1.5405
-29.7801	-1.54
-31.5382	-1.5383
-32.9446	-1.54
-32.9446	-1.5405
-30.1317	-1.5388
-31.3038	-1.5398
-30.7178	-1.5371
-32.4758	-1.5391
-32.4758	-1.5395
-32.4758	-1.5376
-30.2489	-1.538
-29.3113	-1.5373
-30.8349	-1.538
-30.6005	-1.5378
-31.5382	-1.5368
-30.7178	-1.5375
-32.7102	-1.5383
-29.8973	-1.5379
-32.007	-1.5368
-31.3038	-1.5369
-30.0145	-1.5376
-26.85	-1.5375
-29.4285	-1.536
-30.6005	-1.537
-29.6629	-1.537
-31.5382	-1.5365
-29.3113	-1.5365
-29.8973	-1.5358
-29.0769	-1.5344
-29.5457	-1.5345
-30.7178	-1.5331
-29.1941	-1.5345
-32.4758	-1.5354
-28.6081	-1.5345
-30.0145	-1.533
-29.1941	-1.5343
-28.8425	-1.5325
-29.1941	-1.5331
-30.1317	-1.5339
-28.4909	-1.534
-28.8425	-1.5323
-31.421	-1.5336
-29.7801	-1.532
-28.4909	-1.5321
-30.1317	-1.5319
-30.2489	-1.532
-29.7801	-1.5328
-28.9597	-1.5309
-29.0769	-1.5309
-31.421	-1.5319
-28.7253	-1.5315
-28.2565	-1.5315
-27.2017	-1.531
-27.7877	-1.531
-28.7253	-1.5306
-30.2489	-1.5299
-28.3737	-1.5296
-27.7877	-1.5303
-31.5382	-1.5295
-27.7877	-1.5305
-26.9673	-1.5296
-25.5608	-1.5318
-31.0694	-1.5284
-28.2565	-1.5295
-28.2565	-1.5298
-28.7253	-1.53
-27.0844	-1.529
-27.3189	-1.528
-25.9124	-1.528
-27.0844	-1.5288
-26.0296	-1.5271
-26.85	-1.529
-27.6705	-1.53
-27.4361	-1.5279
-26.1468	-1.529
-25.092	-1.529
-26.85	-1.529
-25.5608	-1.527
-26.7328	-1.527
-27.7877	-1.5275
-26.6156	-1.5276
-26.264	-1.5268
-27.3189	-1.526
-28.0221	-1.5249
-26.3812	-1.526
-27.6705	-1.5253
-25.678	-1.526
-26.85	-1.5251
-26.1468	-1.5268
-26.3812	-1.5243
-25.4436	-1.5265
-27.9049	-1.525
-26.3812	-1.5254
-24.8576	-1.526
-25.9124	-1.525
-26.3812	-1.5249
-25.3264	-1.524
-24.7404	-1.524
-26.1468	-1.523
-24.506	-1.5249
-25.678	-1.5231
-26.1468	-1.5223
-25.5608	-1.523
-26.3812	-1.5239
-24.7404	-1.5221
-25.7952	-1.5224
-26.1468	-1.5219
-23.92	-1.5216
-23.2167	-1.5216
-24.0372	-1.5229
-24.9748	-1.521
-24.9748	-1.522
-27.7877	-1.5216
-25.2092	-1.521
-24.6232	-1.5213
-24.2716	-1.5219
-25.5608	-1.5208
-24.1544	-1.521
-25.2092	-1.5203
-25.9124	-1.521
-27.3189	-1.5201
-22.6308	-1.5195
-24.506	-1.521
-23.6856	-1.5205
-26.85	-1.52
-24.506	-1.52
-23.92	-1.5209
-23.4512	-1.5186
-22.5135	-1.5171
-24.9748	-1.519
-23.4512	-1.518
-24.0372	-1.5189
-27.5533	-1.5183
-23.3339	-1.5174
-23.3339	-1.5176
-25.678	-1.5176
-23.8028	-1.518
-23.6856	-1.5151
-23.6856	-1.517
-23.6856	-1.517
-23.5684	-1.5168
-24.9748	-1.517
-22.0447	-1.5155
-22.7479	-1.518
-22.2791	-1.516
-22.8652	-1.5165
-21.8103	-1.5156
-23.0995	-1.516
-24.6232	-1.516
-21.4587	-1.5149
-22.0447	-1.5161
-22.5135	-1.5148
-22.7479	-1.5141
-24.9748	-1.5145
-22.3963	-1.5145
-23.0995	-1.515
-22.1619	-1.514
-22.3963	-1.5145
-21.3415	-1.5146
-22.7479	-1.5151
-24.2716	-1.5134
-23.8028	-1.515
-21.3415	-1.513
-22.6308	-1.5138
-21.3415	-1.5123
-21.5759	-1.5118
-22.7479	-1.5126
-22.3963	-1.5113
-21.5759	-1.5119
-20.7555	-1.5121
-20.8727	-1.5125
-22.7479	-1.5119
-17.4738	-1.5116
-21.1071	-1.5111
-21.6931	-1.5106
-20.8727	-1.512
-21.4587	-1.5118
-20.7555	-1.5124
-21.4587	-1.509
-20.1695	-1.5105
-20.4039	-1.5095
-21.3415	-1.512
-20.6383	-1.5104
-20.1695	-1.5105
-20.5211	-1.5093
-21.2243	-1.5108
-21.2243	-1.5085
-20.1695	-1.5098
-21.4587	-1.51
-19.5835	-1.5088
-20.7555	-1.5103
-21.2243	-1.5098
-23.92	-1.5076
-21.2243	-1.5096
-18.6458	-1.5075
-20.7555	-1.508
-19.7006	-1.5076
-21.4587	-1.509
-21.6931	-1.508
-19.3491	-1.5064
-19.3491	-1.507
-21.6931	-1.5059
-18.763	-1.506
-19.3491	-1.5056
-19.7006	-1.5063
-18.5286	-1.507
-18.4114	-1.5066
-20.8727	-1.506
-18.4114	-1.505
-21.3415	-1.505
-20.1695	-1.5048
-18.4114	-1.5055
-19.2318	-1.5058
-17.3566	-1.5048
-19.8179	-1.504
-20.2867	-1.5036
-19.3491	-1.504
-19.8179	-1.5045
-18.2942	-1.505
-19.5835	-1.504
-17.9426	-1.5044
-17.4738	-1.5029
-19.3491	-1.5033
-18.177	-1.5035
-19.3491	-1.5026
-18.5286	-1.5015
-16.7706	-1.5011
-19.5835	-1.5013
-17.005	-1.5035
-19.2318	-1.5021
-17.3566	-1.5009
-16.419	-1.5016
-18.6458	-1.502
-16.6534	-1.5021
-19.3491	-1.502
-15.5986	-1.502
-15.9501	-1.5009
-16.5362	-1.502
-16.419	-1.5003
-17.005	-1.501
-17.2394	-1.499
-17.4738	-1.4999
-17.4738	-1.4995
-17.3566	-1.5001
-15.2469	-1.4988
-16.1846	-1.5
-15.7157	-1.4991
-18.6458	-1.4991
-16.1846	-1.4993
-15.833	-1.4999
-16.419	-1.4993
-17.7082	-1.498
-17.7082	-1.4993
-17.1222	-1.4973
-17.4738	-1.4963
-15.833	-1.4981
-16.5362	-1.498
-17.005	-1.4979
-15.833	-1.4985
-15.7157	-1.496
-16.0674	-1.4969
-16.5362	-1.4956
-17.8254	-1.4964
-18.177	-1.496
-15.833	-1.4979
-15.0125	-1.496
-15.2469	-1.4951
-16.6534	-1.496
-18.9974	-1.4956
-15.2469	-1.495
-17.1222	-1.496
-14.7781	-1.4955
-15.1297	-1.4936
-18.763	-1.4941
-14.3093	-1.4936
-17.005	-1.4953
-14.7781	-1.4959
-15.3642	-1.4943
-14.0749	-1.4931
-13.8405	-1.494
-11.848	-1.4931
-13.7233	-1.4931
-15.3642	-1.4924
-15.4813	-1.4943
-16.0674	-1.4917
-15.7157	-1.4917
-16.7706	-1.4921
-12.9029	-1.4933
-13.3717	-1.4921
-15.5986	-1.4921
-12.6685	-1.4921
-14.4265	-1.492
-13.8405	-1.492
-13.2545	-1.4924
-12.9029	-1.4912
-16.0674	-1.4905
-14.0749	-1.4897
-13.8405	-1.4915
-14.7781	-1.4911
-13.1373	-1.4892
-13.9577	-1.4915
-15.1297	-1.4895
-12.4341	-1.4902
-13.9577	-1.4912
-14.5437	-1.4907
-13.7233	-1.489
-14.6609	-1.4905
-12.9029	-1.4895
-13.2545	-1.4899
-12.9029	-1.4881
-15.5986	-1.4895
-11.0276	-1.4881
-12.5513	-1.4885
-12.6685	-1.4884
-11.4965	-1.4895
-12.7857	-1.4891
-14.1921	-1.4877
-14.1921	-1.4885
-12.7857	-1.488
-11.6136	-1.4869
-14.3093	-1.4866
-12.0825	-1.4865
-12.6685	-1.488
-12.7857	-1.488
-13.4889	-1.487
-12.7857	-1.4855
-10.9104	-1.487
-12.6685	-1.4871
-15.7157	-1.4857
-14.5437	-1.4836
-12.9029	-1.4857
-10.7932	-1.4852
-11.262	-1.4869
-11.262	-1.4847
-12.7857	-1.4857
-11.9653	-1.4855
-11.0276	-1.4855
-12.7857	-1.484
-12.6685	-1.4835
-11.262	-1.484
-10.4416	-1.483
-11.848	-1.4827
-11.848	-1.484
-13.2545	-1.484
-11.848	-1.4829
-10.9104	-1.4811
-11.6136	-1.4825
-11.1448	-1.4826
-10.2072	-1.4825
-11.848	-1.4809
-10.5588	-1.483
-9.3868	-1.4801
-10.9104	-1.4811
-12.6685	-1.481
-9.9728	-1.481
-9.9728	-1.4815
-11.4965	-1.4799
-12.7857	-1.4809
-10.4416	-1.48
-8.918	-1.481
-10.9104	-1.4815
-11.4965	-1.479
-9.1524	-1.4815
-10.7932	-1.48
-10.4416	-1.4797
-8.918	-1.4799
-10.5588	-1.4795
-9.2696	-1.4775
-10.5588	-1.4802
-11.1448	-1.4779
-10.4416	-1.479
-11.3792	-1.4774
-9.6212	-1.4795
-9.9728	-1.4776
-8.8008	-1.4787
-8.6836	-1.4774
-8.0975	-1.4776
-9.504	-1.4779
-10.676	-1.478
-9.504	-1.476
-9.504	-1.4764
-8.5664	-1.4769
-8.2148	-1.4766
-8.4492	-1.4751
-10.4416	-1.475
-7.746	-1.4766
-9.504	-1.4765
-8.0975	-1.4744
-9.2696	-1.476
-7.9804	-1.4754
-6.3395	-1.476
-8.5664	-1.4752
-7.8631	-1.4769
-7.9804	-1.4741
-9.504	-1.4756
-7.746	-1.4756
-9.9728	-1.4749
-7.6287	-1.4731
-8.8008	-1.4734
-8.5664	-1.474
-9.1524	-1.474
-8.0975	-1.474
-7.1599	-1.472
-7.1599	-1.4741
-6.8083	-1.4717
-7.3943	-1.4742
-8.0975	-1.474
-6.5739	-1.4732
-8.6836	-1.472
-6.3395	-1.473
-8.0975	-1.4706
-7.3943	-1.4711
-6.4567	-1.4711
-6.2223	-1.472
-7.6287	-1.4707
-4.347	-1.471
-7.9804	-1.4715
-4.347	-1.471
-6.4567	-1.472
-7.746	-1.4705
-5.7535	-1.471
-9.8556	-1.47
-4.347	-1.47
-8.0975	-1.4692
-10.9104	-1.4692
-3.5266	-1.4681
-6.1051	-1.4686
-5.1675	-1.47
-6.1051	-1.4676
-7.746	-1.469
-6.5739	-1.4695
-8.2148	-1.468
-5.6363	-1.468
-5.7535	-1.47
-4.4643	-1.4674
-7.8631	-1.468
-4.347	-1.468
-5.6363	-1.468
-5.9879	-1.4679
-4.347	-1.4672
-4.9331	-1.468
-4.347	-1.468
-7.0427	-1.466
-4.347	-1.4649
-3.9955	-1.4672
-7.0427	-1.4652
-4.347	-1.465
-4.347	-1.4649
-7.3943	-1.4654
-4.347	-1.4641
-3.9955	-1.4654
-4.347	-1.465
-2.1202	-1.4665
-2.4718	-1.4645
-4.347	-1.4636
-3.9955	-1.4657
-2.8234	-1.466
-4.347	-1.4632
-3.8782	-1.4632
-4.1126	-1.4652
-4.347	-1.4639
-3.6438	-1.4645
-4.347	-1.4641
-3.4094	-1.4625
-4.347	-1.4632
-4.347	-1.4617
-3.0578	-1.4625
-2.8234	-1.4615
-3.9955	-1.4622
-2.3546	-1.4626
-2.9406	-1.463
-3.9955	-1.4642
-3.5266	-1.4614
-3.5266	-1.4636
-3.0578	-1.4615
-3.9955	-1.4619
-2.7062	-1.4616
-2.1202	-1.461
-2.7062	-1.4596
-3.2922	-1.4591
-1.1826	-1.4614
-2.7062	-1.4607
-2.003	-1.461
-3.5266	-1.4594
-4.2299	-1.461
-3.4094	-1.4584
-2.1202	-1.46
-4.347	-1.459
-3.9955	-1.4587
-2.9406	-1.4589
-1.5342	-1.4587
-1.8858	-1.459
-1.7686	-1.4581
-1.417	-1.4569
-3.8782	-1.4579
-1.7686	-1.4571
-1.7686	-1.4579
-3.4094	-1.4579
-1.6514	-1.4579
-1.7686	-1.4554
-0.4794	-1.4575
0.1067	-1.4561
-2.003	-1.4561
-1.1826	-1.4554
-1.0654	-1.457
-1.417	-1.4534
-4.1126	-1.4554
0.8099	-1.4559
-2.4718	-1.4562
-2.1202	-1.4556
-2.2374	-1.4555
-3.9955	-1.4567
-2.003	-1.4555
-1.0654	-1.4557
-0.1278	-1.4549
-1.5342	-1.4544
-2.3546	-1.455
-2.9406	-1.4556
-0.7138	-1.455
-0.7138	-1.4555
-0.7138	-1.4551
-0.3622	-1.4559
-0.7138	-1.456
-2.4718	-1.4556
-2.1202	-1.4545
-1.417	-1.4552
-1.5342	-1.4546
-1.0654	-1.4555
-2.003	-1.455
-2.1202	-1.4556
-1.0654	-1.4536
-2.1202	-1.4539
-1.0654	-1.455
-2.1202	-1.4552
