Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,1.713379e-05,0.000000e+00,0
1.000000e+00,4.347914e-05,1.000213e+00,0
2.000000e+00,6.982411e-05,2.000407e+00,0
3.500000e+00,1.093417e-04,3.500732e+00,0
5.750000e+00,1.686188e-04,5.751304e+00,0
9.125000e+00,2.575367e-04,9.127447e+00,0
1.418750e+01,3.909210e-04,1.419263e+01,0
2.178125e+01,5.910239e-04,2.179365e+01,0
3.178125e+01,8.546058e-04,3.181201e+01,0
4.178125e+01,1.118302e-03,4.184418e+01,0
5.178125e+01,1.382151e-03,5.189447e+01,0
6.178125e+01,1.646192e-03,6.196707e+01,0
7.178125e+01,1.910464e-03,7.206619e+01,0
8.178125e+01,2.175012e-03,8.219605e+01,0
9.178125e+01,2.439883e-03,9.236083e+01,0
1.017812e+02,2.705129e-03,1.025647e+02,0
1.117812e+02,2.970807e-03,1.128120e+02,0
1.217812e+02,3.236983e-03,1.231067e+02,0
1.317812e+02,3.503735e-03,1.334532e+02,0
1.417812e+02,3.771153e-03,1.438559e+02,0
1.517812e+02,4.039348e-03,1.543189e+02,0
1.617812e+02,4.308457e-03,1.648468e+02,0
1.717812e+02,4.578657e-03,1.754437e+02,0
1.817812e+02,4.850174e-03,1.861133e+02,0
1.917812e+02,5.123302e-03,1.968568e+02,0
2.017812e+02,5.398388e-03,2.076708e+02,0
2.117812e+02,5.675698e-03,2.185288e+02,0
2.217812e+02,5.954539e-03,2.293223e+02,0
2.317812e+02,6.229066e-03,2.396330e+02,0
2.417812e+02,6.480649e-03,2.484258e+02,0
2.517812e+02,6.704724e-03,2.554142e+02,0
2.617812e+02,6.925093e-03,2.616327e+02,1
2.717812e+02,7.154867e-03,2.677303e+02,1
2.817812e+02,7.396187e-03,2.738948e+02,1
2.917812e+02,7.646631e-03,2.800740e+02,1
3.017812e+02,7.897666e-03,2.859155e+02,1
3.117812e+02,8.124638e-03,2.904887e+02,1
3.217812e+02,8.312237e-03,2.932534e+02,1
3.317812e+02,8.484899e-03,2.948766e+02,3
3.417812e+02,8.661475e-03,2.959221e+02,3
3.517812e+02,8.848639e-03,2.966634e+02,3
3.617812e+02,9.047505e-03,2.972319e+02,3
3.717812e+02,9.257173e-03,2.976954e+02,3
3.817812e+02,9.476202e-03,2.980914e+02,3
3.917812e+02,9.703146e-03,2.984425e+02,3
4.017812e+02,9.936735e-03,2.987631e+02,3
4.117812e+02,1.017590e-02,2.990631e+02,3
4.217812e+02,1.041978e-02,2.993497e+02,3
4.317812e+02,1.066764e-02,2.996288e+02,3
4.417812e+02,1.091892e-02,2.999042e+02,3
4.517812e+02,1.117313e-02,3.001800e+02,3
4.617812e+02,1.142989e-02,3.004593e+02,3
4.717812e+02,1.168887e-02,3.007450e+02,3
4.817812e+02,1.194980e-02,3.010396e+02,3
4.917812e+02,1.221245e-02,3.013454e+02,3
5.017812e+02,1.247663e-02,3.016646e+02,3
5.117812e+02,1.274218e-02,3.019989e+02,3
5.217812e+02,1.300895e-02,3.023501e+02,3
5.317812e+02,1.327682e-02,3.027198e+02,3
5.417812e+02,1.354569e-02,3.031094e+02,3
5.517812e+02,1.381545e-02,3.035200e+02,3
5.617812e+02,1.408601e-02,3.039526e+02,3
5.717812e+02,1.435728e-02,3.044079e+02,3
5.817812e+02,1.462919e-02,3.048863e+02,3
5.917812e+02,1.490165e-02,3.053879e+02,3
6.017812e+02,1.517457e-02,3.059124e+02,3
6.117812e+02,1.544785e-02,3.064589e+02,3
6.217812e+02,1.572138e-02,3.070259e+02,3
6.317812e+02,1.599501e-02,3.076110e+02,3
6.417812e+02,1.626854e-02,3.082105e+02,3
6.517812e+02,1.654174e-02,3.088191e+02,3
6.617812e+02,1.681423e-02,3.094293e+02,3
6.717812e+02,1.708550e-02,3.100304e+02,3
6.817812e+02,1.735482e-02,3.106065e+02,3
6.917812e+02,1.762114e-02,3.111387e+02,3
7.017812e+02,1.788309e-02,3.115988e+02,3
7.117812e+02,1.813893e-02,3.119527e+02,3
7.217812e+02,1.838668e-02,3.121608e+02,3
