Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,4.095913e-06,0.000000e+00,0
1.000000e+00,2.179792e-05,1.000013e+00,0
2.000000e+00,3.950025e-05,2.000040e+00,0
3.500000e+00,6.605487e-05,3.500134e+00,0
5.750000e+00,1.058910e-04,5.750474e+00,0
9.125000e+00,1.656601e-04,9.126711e+00,0
1.418750e+01,2.553673e-04,1.419368e+01,0
2.178125e+01,3.901233e-04,2.180369e+01,0
3.178125e+01,5.681806e-04,3.185453e+01,0
4.178125e+01,7.474116e-04,4.196228e+01,0
5.178125e+01,9.287099e-04,5.216590e+01,0
6.178125e+01,1.112414e-03,6.243395e+01,1
7.178125e+01,1.270649e-03,7.088560e+01,1
8.178125e+01,1.365572e-03,7.534855e+01,1
9.178125e+01,1.463962e-03,7.958817e+01,3
1.017812e+02,1.558969e-03,8.331472e+01,3
1.117812e+02,1.627633e-03,8.551088e+01,3
1.217812e+02,1.692254e-03,8.717973e+01,3
1.317812e+02,1.763124e-03,8.879095e+01,3
1.417812e+02,1.842979e-03,9.049047e+01,3
1.517812e+02,1.932240e-03,9.232396e+01,3
1.617812e+02,2.030552e-03,9.430204e+01,3
1.717812e+02,2.137264e-03,9.642097e+01,3
1.817812e+02,2.251617e-03,9.867069e+01,3
1.917812e+02,2.372823e-03,1.010383e+02,3
2.017812e+02,2.500104e-03,1.035097e+02,3
2.117812e+02,2.632700e-03,1.060701e+02,3
2.217812e+02,2.769839e-03,1.087035e+02,3
2.317812e+02,2.910658e-03,1.113915e+02,5
2.417812e+02,3.053776e-03,1.141029e+02,5
2.517812e+02,3.194980e-03,1.167439e+02,5
2.617812e+02,3.314270e-03,1.188827e+02,5
2.717812e+02,3.393878e-03,1.201501e+02,5
2.817812e+02,3.471499e-03,1.212682e+02,5
2.917812e+02,3.557594e-03,1.224544e+02,5
3.017812e+02,3.652744e-03,1.237385e+02,5
3.117812e+02,3.755751e-03,1.251121e+02,5
3.217812e+02,3.865293e-03,1.265606e+02,5
3.317812e+02,3.980246e-03,1.280703e+02,5
3.417812e+02,4.099709e-03,1.296298e+02,5
3.517812e+02,4.222974e-03,1.312297e+02,5
3.617812e+02,4.349484e-03,1.328628e+02,5
3.717812e+02,4.478802e-03,1.345231e+02,5
3.817812e+02,4.610586e-03,1.362059e+02,5
3.917812e+02,4.744573e-03,1.379076e+02,5
4.017812e+02,4.880627e-03,1.396261e+02,5
4.117812e+02,5.018365e-03,1.413564e+02,5
4.217812e+02,5.157722e-03,1.430972e+02,5
4.317812e+02,5.298656e-03,1.448479e+02,5
4.417812e+02,5.441129e-03,1.466076e+02,5
4.517812e+02,5.585107e-03,1.483756e+02,5
4.617812e+02,5.730561e-03,1.501513e+02,5
4.717812e+02,5.877463e-03,1.519340e+02,5
4.817812e+02,6.025786e-03,1.537230e+02,5
4.917812e+02,6.175497e-03,1.555177e+02,5
5.017812e+02,6.326563e-03,1.573174e+02,5
5.117812e+02,6.478944e-03,1.591212e+02,5
5.217812e+02,6.632598e-03,1.609284e+02,5
5.317812e+02,6.787475e-03,1.627380e+02,5
5.417812e+02,6.943526e-03,1.645492e+02,5
5.517812e+02,7.100695e-03,1.663612e+02,5
5.617812e+02,7.258927e-03,1.681728e+02,5
5.717812e+02,7.418163e-03,1.699834e+02,5
5.817812e+02,7.578346e-03,1.717918e+02,5
5.917812e+02,7.739420e-03,1.735974e+02,5
6.017812e+02,7.901328e-03,1.753991e+02,5
