Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-1.137380e-05,0.000000e+00,0
1.000000e+00,7.133049e-06,1.000025e+00,0
2.000000e+00,2.563997e-05,2.000050e+00,0
3.500000e+00,5.340064e-05,3.500099e+00,0
5.750000e+00,9.504272e-05,5.750216e+00,0
9.125000e+00,1.575098e-04,9.125561e+00,0
1.418750e+01,2.512245e-04,1.418920e+01,0
2.178125e+01,3.918463e-04,2.178688e+01,0
3.178125e+01,5.771689e-04,3.179843e+01,0
4.178125e+01,7.627318e-04,4.182080e+01,0
5.178125e+01,9.486411e-04,5.185873e+01,0
6.178125e+01,1.135036e-03,6.191837e+01,0
7.178125e+01,1.322109e-03,7.200800e+01,0
8.178125e+01,1.510140e-03,8.213924e+01,0
9.178125e+01,1.699548e-03,9.232764e+01,0
1.017812e+02,1.890847e-03,1.025849e+02,0
1.117812e+02,2.083277e-03,1.128164e+02,0
1.217812e+02,2.260478e-03,1.219383e+02,1
1.317812e+02,2.387841e-03,1.279299e+02,1
1.417812e+02,2.504820e-03,1.329401e+02,1
1.517812e+02,2.630742e-03,1.380436e+02,1
1.617812e+02,2.763656e-03,1.431816e+02,3
1.717812e+02,2.878183e-03,1.471821e+02,3
1.817812e+02,2.966175e-03,1.497028e+02,3
1.917812e+02,3.049926e-03,1.516699e+02,3
2.017812e+02,3.139263e-03,1.535078e+02,3
2.117812e+02,3.237229e-03,1.553723e+02,3
2.217812e+02,3.344362e-03,1.573192e+02,3
2.317812e+02,3.460273e-03,1.593653e+02,3
2.417812e+02,3.584238e-03,1.615109e+02,3
2.517812e+02,3.715434e-03,1.637494e+02,3
2.617812e+02,3.853045e-03,1.660711e+02,3
2.717812e+02,3.996309e-03,1.684659e+02,3
2.817812e+02,4.144534e-03,1.709235e+02,3
2.917812e+02,4.297099e-03,1.734345e+02,3
3.017812e+02,4.453453e-03,1.759898e+02,3
3.117812e+02,4.613115e-03,1.785818e+02,3
3.217812e+02,4.775650e-03,1.812031e+02,3
3.317812e+02,4.940667e-03,1.838467e+02,3
3.417812e+02,5.107802e-03,1.865061e+02,3
3.517812e+02,5.276703e-03,1.891744e+02,3
3.617812e+02,5.446997e-03,1.918441e+02,3
3.717812e+02,5.618225e-03,1.945052e+02,3
3.817812e+02,5.789703e-03,1.971429e+02,3
3.917812e+02,5.960084e-03,1.997284e+02,5
4.017812e+02,6.125776e-03,2.021910e+02,5
4.117812e+02,6.275853e-03,2.043331e+02,5
4.217812e+02,6.394969e-03,2.058948e+02,5
4.317812e+02,6.497213e-03,2.070944e+02,5
4.417812e+02,6.600410e-03,2.082130e+02,5
4.517812e+02,6.710208e-03,2.093509e+02,5
4.617812e+02,6.827319e-03,2.105325e+02,5
4.717812e+02,6.951063e-03,2.117584e+02,5
4.817812e+02,7.080505e-03,2.130228e+02,5
4.917812e+02,7.214771e-03,2.143185e+02,5
5.017812e+02,7.353122e-03,2.156392e+02,5
5.117812e+02,7.494957e-03,2.169790e+02,5
5.217812e+02,7.639783e-03,2.183334e+02,5
5.317812e+02,7.787202e-03,2.196984e+02,5
5.417812e+02,7.936887e-03,2.210707e+02,5
5.517812e+02,8.088592e-03,2.224479e+02,5
5.617812e+02,8.242033e-03,2.238270e+02,5
5.717812e+02,8.397043e-03,2.252063e+02,5
5.817812e+02,8.553474e-03,2.265843e+02,5
5.917812e+02,8.711197e-03,2.279597e+02,5
6.017812e+02,8.870100e-03,2.293312e+02,5
6.117812e+02,9.030086e-03,2.306979e+02,5
6.217812e+02,9.191073e-03,2.320589e+02,5
6.317812e+02,9.352988e-03,2.334133e+02,5
6.417812e+02,9.515767e-03,2.347607e+02,5
6.517812e+02,9.679358e-03,2.361003e+02,5
6.617812e+02,9.843712e-03,2.374316e+02,5
6.717812e+02,1.000879e-02,2.387544e+02,5
6.817812e+02,1.017454e-02,2.400680e+02,5
6.917812e+02,1.034095e-02,2.413723e+02,5
7.017812e+02,1.050797e-02,2.426668e+02,5
7.117812e+02,1.067559e-02,2.439514e+02,5
7.217812e+02,1.084377e-02,2.452257e+02,5
7.317812e+02,1.101249e-02,2.464896e+02,5
7.417812e+02,1.118174e-02,2.477428e+02,5
7.517812e+02,1.135148e-02,2.489852e+02,5
7.617812e+02,1.152171e-02,2.502165e+02,5
7.717812e+02,1.169239e-02,2.514367e+02,5
7.817812e+02,1.186352e-02,2.526457e+02,5
7.917812e+02,1.203508e-02,2.538432e+02,5
8.017812e+02,1.220704e-02,2.550291e+02,5
8.117812e+02,1.237940e-02,2.562034e+02,5
8.217812e+02,1.255214e-02,2.573660e+02,5
8.317812e+02,1.272524e-02,2.585168e+02,5
8.417812e+02,1.289869e-02,2.596557e+02,5
8.517812e+02,1.307247e-02,2.607826e+02,5
8.617812e+02,1.324656e-02,2.618974e+02,5
8.717812e+02,1.342097e-02,2.630002e+02,5
8.817812e+02,1.359566e-02,2.640908e+02,5
8.917812e+02,1.377063e-02,2.651693e+02,5
9.017812e+02,1.394586e-02,2.662355e+02,5
9.117812e+02,1.412134e-02,2.672895e+02,5
9.217812e+02,1.429706e-02,2.683311e+02,5
9.317812e+02,1.447300e-02,2.693605e+02,5
9.417812e+02,1.464916e-02,2.703775e+02,5
9.517812e+02,1.482551e-02,2.713821e+02,5
9.617812e+02,1.500205e-02,2.723744e+02,5
9.717812e+02,1.517877e-02,2.733542e+02,5
9.817812e+02,1.535565e-02,2.743216e+02,5
9.917812e+02,1.553268e-02,2.752765e+02,5
1.001781e+03,1.570985e-02,2.762189e+02,5
1.011781e+03,1.588715e-02,2.771488e+02,5
1.021781e+03,1.606457e-02,2.780661e+02,5
1.031781e+03,1.624208e-02,2.789707e+02,5
1.041781e+03,1.641968e-02,2.798627e+02,5
1.051781e+03,1.659736e-02,2.807419e+02,5
1.061781e+03,1.677509e-02,2.816082e+02,5
1.071781e+03,1.695288e-02,2.824615e+02,5
1.081781e+03,1.713069e-02,2.833018e+02,5
1.091781e+03,1.730851e-02,2.841288e+02,5
1.101781e+03,1.748632e-02,2.849425e+02,5
1.111781e+03,1.766411e-02,2.857425e+02,5
1.121781e+03,1.784184e-02,2.865288e+02,5
1.131781e+03,1.801951e-02,2.873010e+02,5
1.141781e+03,1.819708e-02,2.880590e+02,5
1.151781e+03,1.837454e-02,2.888024e+02,5
1.161781e+03,1.855185e-02,2.895310e+02,5
1.171781e+03,1.872898e-02,2.902445e+02,5
1.181781e+03,1.890593e-02,2.909426e+02,5
1.191781e+03,1.908265e-02,2.916250e+02,5
1.201781e+03,1.925914e-02,2.922914e+02,5
1.211781e+03,1.943535e-02,2.929417e+02,5
1.221781e+03,1.961129e-02,2.935755e+02,5
1.231781e+03,1.978692e-02,2.941925e+02,5
1.241781e+03,1.996222e-02,2.947926e+02,5
1.251781e+03,2.013717e-02,2.953753e+02,5
1.261781e+03,2.031174e-02,2.959404e+02,5
1.271781e+03,2.048587e-02,2.964872e+02,5
1.281781e+03,2.065950e-02,2.970150e+02,5
1.291781e+03,2.083250e-02,2.975227e+02,5
1.301781e+03,2.100474e-02,2.980088e+02,5
1.311781e+03,2.117600e-02,2.984712e+02,5
1.321781e+03,2.134597e-02,2.989070e+02,5
1.331781e+03,2.151435e-02,2.993136e+02,7
1.341781e+03,2.168072e-02,2.996869e+02,7
1.351781e+03,2.184472e-02,3.000235e+02,7
1.361781e+03,2.200609e-02,3.003205e+02,9
1.371781e+03,2.216479e-02,3.005764e+02,9
1.381781e+03,2.232099e-02,3.007914e+02,9
1.391781e+03,2.247510e-02,3.009674e+02,9
1.401781e+03,2.262752e-02,3.011065e+02,9
1.411781e+03,2.277876e-02,3.012123e+02,9
1.421781e+03,2.292925e-02,3.012881e+02,9
1.431781e+03,2.307934e-02,3.013369e+02,9
1.441781e+03,2.322928e-02,3.013615e+02,9
1.451781e+03,2.337927e-02,3.013642e+02,9
1.461781e+03,2.352944e-02,3.013472e+02,9
1.471781e+03,2.367989e-02,3.013121e+02,9
1.481781e+03,2.383066e-02,3.012605e+02,9
1.491781e+03,2.398180e-02,3.011936e+02,9
1.501781e+03,2.413333e-02,3.011127e+02,9
1.511781e+03,2.428525e-02,3.010188e+02,9
1.521781e+03,2.443757e-02,3.009126e+02,9
1.531781e+03,2.459027e-02,3.007951e+02,9
1.541781e+03,2.474335e-02,3.006668e+02,9
1.551781e+03,2.489679e-02,3.005286e+02,9
1.561781e+03,2.505059e-02,3.003809e+02,9
1.571781e+03,2.520473e-02,3.002243e+02,9
1.581781e+03,2.535919e-02,3.000594e+02,9
1.591781e+03,2.551396e-02,2.998866e+02,9
1.601781e+03,2.566902e-02,2.997063e+02,9
1.611781e+03,2.582435e-02,2.995190e+02,9
