Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-1.709618e-05,0.000000e+00,0
1.000000e+00,8.926086e-05,1.002637e+00,0
2.000000e+00,1.956307e-04,2.005735e+00,0
3.500000e+00,3.552331e-04,3.514705e+00,0
5.750000e+00,5.948106e-04,5.794498e+00,0
9.125000e+00,9.548008e-04,9.274731e+00,0
1.418750e+01,1.496947e-03,1.471121e+01,0
2.178125e+01,2.317370e-03,2.361823e+01,0
3.178125e+01,3.415879e-03,3.738316e+01,0
4.178125e+01,4.539262e-03,5.427801e+01,0
5.178125e+01,5.688767e-03,7.501598e+01,0
6.178125e+01,6.863439e-03,1.000097e+02,0
7.178125e+01,8.065029e-03,1.292179e+02,0
8.178125e+01,9.313899e-03,1.611280e+02,0
9.178125e+01,1.069828e-02,1.863760e+02,1
1.017812e+02,1.200185e-02,2.039834e+02,1
1.117812e+02,1.311215e-02,2.026348e+02,3
1.217812e+02,1.422135e-02,1.931411e+02,3
1.317812e+02,1.544143e-02,1.830187e+02,3
1.417812e+02,1.668583e-02,1.728695e+02,3
1.517812e+02,1.770082e-02,1.601778e+02,3
1.617812e+02,1.842635e-02,1.439162e+02,5
1.717812e+02,1.905919e-02,1.256361e+02,5
1.817812e+02,1.973022e-02,1.071498e+02,7
1.917812e+02,2.039149e-02,8.873738e+01,7
2.017812e+02,2.024324e-02,6.914893e+01,9
2.117812e+02,1.969485e-02,4.868010e+01,10
2.217812e+02,1.889623e-02,2.991559e+01,10
2.317812e+02,1.791647e-02,1.843229e+01,12
2.417812e+02,1.683114e-02,1.035177e+01,12
2.517812e+02,1.570939e-02,4.413764e+00,12
2.617812e+02,1.458842e-02,-3.888258e-01,12
2.717812e+02,1.349108e-02,-5.293219e+00,12
2.817812e+02,1.243714e-02,-1.173211e+01,12
2.917812e+02,1.144920e-02,-2.082888e+01,12
3.017812e+02,1.054698e-02,-3.343537e+01,10
3.117812e+02,9.721679e-03,-5.140436e+01,10
3.217812e+02,8.935334e-03,-7.682336e+01,10
3.317812e+02,8.236964e-03,-1.056339e+02,10
3.417812e+02,7.637485e-03,-1.357403e+02,9
3.517812e+02,7.130183e-03,-1.669464e+02,9
3.617812e+02,6.725873e-03,-1.975294e+02,9
3.717812e+02,6.447036e-03,-2.251327e+02,9
3.817812e+02,6.319912e-03,-2.478681e+02,9
3.917812e+02,6.373031e-03,-2.639962e+02,9
4.017812e+02,6.590028e-03,-2.739000e+02,9
4.117812e+02,6.557861e-03,-2.902772e+02,11
4.217812e+02,6.169454e-03,-3.129738e+02,13
4.317812e+02,5.635303e-03,-3.420957e+02,13
4.417812e+02,5.047418e-03,-3.749454e+02,13
4.517812e+02,4.444127e-03,-4.093263e+02,13
4.617812e+02,3.837735e-03,-4.443529e+02,13
4.717812e+02,3.233207e-03,-4.796382e+02,13
