Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,6.269162e-06,0.000000e+00,0
1.000000e+00,2.946416e-05,1.000132e+00,0
2.000000e+00,5.265906e-05,2.000251e+00,0
3.500000e+00,8.745156e-05,3.500444e+00,0
5.750000e+00,1.396407e-04,5.750774e+00,0
9.125000e+00,2.179261e-04,9.126408e+00,0
1.418750e+01,3.353595e-04,1.419034e+01,0
2.178125e+01,5.115280e-04,2.178790e+01,0
3.178125e+01,7.435696e-04,3.179742e+01,0
4.178125e+01,9.756919e-04,4.181412e+01,0
5.178125e+01,1.207922e-03,5.184029e+01,0
6.178125e+01,1.440288e-03,6.187823e+01,0
7.178125e+01,1.672823e-03,7.193027e+01,0
8.178125e+01,1.905560e-03,8.199882e+01,0
9.178125e+01,2.138537e-03,9.208632e+01,0
1.017812e+02,2.371801e-03,1.021954e+02,0
1.117812e+02,2.605401e-03,1.123286e+02,0
1.217812e+02,2.839400e-03,1.224889e+02,0
1.317812e+02,3.073870e-03,1.326793e+02,0
1.417812e+02,3.308905e-03,1.429032e+02,0
1.517812e+02,3.544619e-03,1.531642e+02,0
1.617812e+02,3.781160e-03,1.634662e+02,0
1.717812e+02,4.018722e-03,1.738134e+02,0
1.817812e+02,4.257555e-03,1.842092e+02,0
1.917812e+02,4.497961e-03,1.946537e+02,0
2.017812e+02,4.740178e-03,2.051308e+02,0
2.117812e+02,4.983640e-03,2.155573e+02,0
2.217812e+02,5.223238e-03,2.255707e+02,0
2.317812e+02,5.441228e-03,2.341589e+02,0
2.417812e+02,5.630803e-03,2.409267e+02,0
2.517812e+02,5.814398e-03,2.469082e+02,1
2.617812e+02,6.005621e-03,2.527839e+02,1
2.717812e+02,6.207454e-03,2.587634e+02,1
2.817812e+02,6.418097e-03,2.648108e+02,1
2.917812e+02,6.630081e-03,2.706109e+02,1
3.017812e+02,6.821769e-03,2.753046e+02,1
3.117812e+02,6.978788e-03,2.783578e+02,3
3.217812e+02,7.121193e-03,2.803887e+02,3
3.317812e+02,7.265530e-03,2.819353e+02,3
3.417812e+02,7.418296e-03,2.832539e+02,3
3.517812e+02,7.581113e-03,2.844616e+02,3
3.617812e+02,7.753654e-03,2.856133e+02,3
3.717812e+02,7.934914e-03,2.867354e+02,3
3.817812e+02,8.123744e-03,2.878411e+02,3
3.917812e+02,8.319058e-03,2.889366e+02,3
4.017812e+02,8.519899e-03,2.900253e+02,3
4.117812e+02,8.725452e-03,2.911085e+02,3
4.217812e+02,8.935031e-03,2.921870e+02,3
4.317812e+02,9.148061e-03,2.932614e+02,3
4.417812e+02,9.364069e-03,2.943315e+02,3
4.517812e+02,9.582649e-03,2.953978e+02,3
4.617812e+02,9.803467e-03,2.964605e+02,3
4.717812e+02,1.002624e-02,2.975199e+02,3
4.817812e+02,1.025073e-02,2.985764e+02,3
4.917812e+02,1.047672e-02,2.996304e+02,3
5.017812e+02,1.070405e-02,3.006823e+02,3
5.117812e+02,1.093256e-02,3.017328e+02,3
5.217812e+02,1.116213e-02,3.027823e+02,3
5.317812e+02,1.139263e-02,3.038313e+02,3
5.417812e+02,1.162397e-02,3.048805e+02,3
5.517812e+02,1.185606e-02,3.059303e+02,3
