Time [s],U3 [m],RF3 [N],n_buckled
0.000000e+00,-4.206464e-05,0.000000e+00,0
1.000000e+00,-7.838405e-07,1.000692e+00,0
2.000000e+00,4.049870e-05,2.001205e+00,0
3.500000e+00,1.024239e-04,3.502097e+00,0
5.750000e+00,1.953162e-04,5.753837e+00,0
9.125000e+00,3.346702e-04,9.133113e+00,0
1.418750e+01,5.437561e-04,1.420833e+01,0
2.178125e+01,8.575743e-04,2.184397e+01,0
3.178125e+01,1.271349e-03,3.196298e+01,0
4.178125e+01,1.685943e-03,4.218481e+01,0
5.178125e+01,2.101608e-03,5.254230e+01,0
6.178125e+01,2.518593e-03,6.306739e+01,0
7.178125e+01,2.937145e-03,7.379120e+01,0
8.178125e+01,3.357509e-03,8.474377e+01,0
9.178125e+01,3.779932e-03,9.595397e+01,0
1.017812e+02,4.204671e-03,1.074491e+02,0
1.117812e+02,4.631998e-03,1.192549e+02,0
1.217812e+02,5.062216e-03,1.313946e+02,0
1.317812e+02,5.495685e-03,1.438890e+02,0
1.417812e+02,5.932859e-03,1.567547e+02,0
1.517812e+02,6.374348e-03,1.700013e+02,0
1.617812e+02,6.821008e-03,1.836198e+02,0
1.717812e+02,7.273891e-03,1.975618e+02,0
1.817812e+02,7.732803e-03,2.115790e+02,0
1.917812e+02,8.184563e-03,2.245771e+02,0
2.017812e+02,8.589203e-03,2.344463e+02,0
2.117812e+02,8.979925e-03,2.424132e+02,0
2.217812e+02,9.391701e-03,2.501032e+02,1
2.317812e+02,9.824990e-03,2.578096e+02,1
2.417812e+02,1.026389e-02,2.648687e+02,1
2.517812e+02,1.064555e-02,2.689940e+02,1
2.617812e+02,1.096257e-02,2.698162e+02,3
2.717812e+02,1.128581e-02,2.690218e+02,3
2.817812e+02,1.163397e-02,2.674462e+02,3
2.917812e+02,1.200582e-02,2.654783e+02,3
3.017812e+02,1.239673e-02,2.633225e+02,3
3.117812e+02,1.280255e-02,2.610971e+02,3
3.217812e+02,1.322013e-02,2.588758e+02,3
3.317812e+02,1.364714e-02,2.567072e+02,3
3.417812e+02,1.408187e-02,2.546243e+02,3
3.517812e+02,1.452297e-02,2.526484e+02,3
3.617812e+02,1.496930e-02,2.507924e+02,3
3.717812e+02,1.541984e-02,2.490610e+02,3
3.817812e+02,1.587343e-02,2.474492e+02,3
3.917812e+02,1.632846e-02,2.459385e+02,3
4.017812e+02,1.678217e-02,2.444864e+02,3
4.117812e+02,1.722932e-02,2.430212e+02,3
4.217812e+02,1.766053e-02,2.414183e+02,3
4.317812e+02,1.806525e-02,2.395350e+02,3
4.417812e+02,1.844228e-02,2.372851e+02,3
4.517812e+02,1.879996e-02,2.346673e+02,3
4.617812e+02,1.914415e-02,2.317186e+02,5
4.717812e+02,1.947490e-02,2.284720e+02,5
4.817812e+02,1.979079e-02,2.249565e+02,5
4.917812e+02,2.009369e-02,2.212149e+02,5
5.017812e+02,2.038892e-02,2.173107e+02,5
5.117812e+02,2.068241e-02,2.133221e+02,5
5.217812e+02,2.097847e-02,2.093263e+02,5
5.317812e+02,2.127864e-02,2.053795e+02,7
5.417812e+02,2.157898e-02,2.014819e+02,7
5.517812e+02,2.185475e-02,1.974798e+02,7
5.617812e+02,2.203408e-02,1.930637e+02,9
5.717812e+02,2.211616e-02,1.879216e+02,9
5.817812e+02,2.215495e-02,1.819192e+02,9
5.917812e+02,2.217172e-02,1.752786e+02,9
6.017812e+02,2.216922e-02,1.682586e+02,9
6.117812e+02,2.214309e-02,1.610787e+02,9
6.217812e+02,2.209330e-02,1.537731e+02,10
6.317812e+02,2.202541e-02,1.462726e+02,10
6.417812e+02,2.194331e-02,1.385939e+02,10
6.517812e+02,2.184581e-02,1.308238e+02,10
6.617812e+02,2.172510e-02,1.231412e+02,10
6.717812e+02,2.156907e-02,1.158774e+02,10
6.817812e+02,2.137299e-02,1.092068e+02,10
6.917812e+02,2.114198e-02,1.028829e+02,12
7.017812e+02,2.088440e-02,9.666852e+01,12
