,hub_diam1,hub_diam2,hub_width1,hub_width2,jobname,rim_I11,rim_I22,rim_I33,rim_Iw,rim_area,rim_perturb,rim_radius,rim_shear_mod,rim_young_mod,sim_time,sim_type,sim_u2,spk_T,spk_Tn,spk_diameter,spk_eltype,spk_num,spk_paired,spk_young_mod,wheel_pickle,wheel_type
vintage_rd_0.40,0.05,0.05,0.025,0.025,vintage_rd_0.40,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,263.653874657,0.4,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.40.pkl,vintage_rd
vintage_rd_0.50,0.05,0.05,0.025,0.025,vintage_rd_0.50,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,329.567343321,0.5,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.50.pkl,vintage_rd
vintage_rd_0.60,0.05,0.05,0.025,0.025,vintage_rd_0.60,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,395.480811986,0.6,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.60.pkl,vintage_rd
vintage_rd_0.70,0.05,0.05,0.025,0.025,vintage_rd_0.70,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,461.39428065,0.7,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.70.pkl,vintage_rd
vintage_rd_0.80,0.05,0.05,0.025,0.025,vintage_rd_0.80,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,527.307749314,0.8,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.80.pkl,vintage_rd
vintage_rd_0.90,0.05,0.05,0.025,0.025,vintage_rd_0.90,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,593.221217978,0.9,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.90.pkl,vintage_rd
vintage_rd_0.95,0.05,0.05,0.025,0.025,vintage_rd_0.95,3.84615384615e-10,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.315,26000000000.0,69000000000.0,1.0,exp,auto,626.17795231,0.95,0.00127279220614,truss,72.0,1.0,2.1e+11,vintage_rd_0.95.pkl,vintage_rd
racing_700_0.00,0.05,0.05,0.025,0.025,racing_700_0.00,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,0.0,0.0,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.00.pkl,racing_700
racing_700_0.10,0.05,0.05,0.025,0.025,racing_700_0.10,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,111.711891002,0.1,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.10.pkl,racing_700
racing_700_0.20,0.05,0.05,0.025,0.025,racing_700_0.20,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,223.423782003,0.2,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.20.pkl,racing_700
racing_700_0.30,0.05,0.05,0.025,0.025,racing_700_0.30,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,335.135673005,0.3,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.30.pkl,racing_700
racing_700_0.40,0.05,0.05,0.025,0.025,racing_700_0.40,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,446.847564006,0.4,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.40.pkl,racing_700
racing_700_0.50,0.05,0.05,0.025,0.025,racing_700_0.50,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,558.559455008,0.5,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.50.pkl,racing_700
racing_700_0.60,0.05,0.05,0.025,0.025,racing_700_0.60,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,670.271346009,0.6,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.60.pkl,racing_700
racing_700_0.70,0.05,0.05,0.025,0.025,racing_700_0.70,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,781.983237011,0.7,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.70.pkl,racing_700
racing_700_0.80,0.05,0.05,0.025,0.025,racing_700_0.80,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,893.695128012,0.8,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.80.pkl,racing_700
racing_700_0.90,0.05,0.05,0.025,0.025,racing_700_0.90,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1005.40701901,0.9,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.90.pkl,racing_700
racing_700_0.95,0.05,0.05,0.025,0.025,racing_700_0.95,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1061.26296451,0.95,0.00106066017178,truss,48.0,1.0,2.1e+11,racing_700_0.95.pkl,racing_700
folding_0.00,0.05,0.05,0.025,0.025,folding_0.00,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,0.0,0.0,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.00.pkl,folding
