    	Node label->	           1	           3	           5	           7	           9	          11	          13	          15	          17	          19	          21	          23	          25	          27	          29	          31	          33	          35	          37	          39	          41	          43	          45	          47	          49	          51	          53	          55	          57	          59	          61	          63	          65	          67	          69	          71
    	Angle ->    	 2.91751e-09	 1.74535e-01	 3.49080e-01	 5.23596e-01	 6.98144e-01	 8.72652e-01	 1.04720e+00	 1.22172e+00	 1.39626e+00	 1.57080e+00	 1.74533e+00	 1.91988e+00	 2.09439e+00	 2.26894e+00	 2.44345e+00	 2.61800e+00	 2.79251e+00	 2.96706e+00	 3.14159e+00	 3.31613e+00	 3.49067e+00	 3.66519e+00	 3.83974e+00	 4.01424e+00	 4.18879e+00	 4.36331e+00	 4.53785e+00	 4.71239e+00	 4.88692e+00	 5.06147e+00	 5.23598e+00	 5.41053e+00	 5.58504e+00	 5.75959e+00	 5.93411e+00	 6.10865e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000003e-01	 0.00000e+00	 1.49595e-05	 5.69049e-05	 7.97964e-05	 7.44620e-05	 5.78277e-05	 4.27788e-05	 3.20079e-05	 2.38394e-05	 1.67484e-05	 1.04518e-05	 5.15082e-06	 1.12647e-06	-1.56878e-06	-2.99025e-06	-3.29856e-06	-2.72229e-06	-1.51746e-06	 1.82981e-09	 1.52097e-06	 2.72513e-06	 3.30129e-06	 2.99313e-06	 1.57185e-06	-1.12381e-06	-5.14916e-06	-1.04507e-05	-1.67471e-05	-2.38384e-05	-3.20069e-05	-4.27783e-05	-5.78274e-05	-7.44620e-05	-7.97966e-05	-5.69050e-05	-1.49595e-05
U  1	1.000003e-01	 3.97078e-04	 2.35175e-04	 6.65484e-05	 1.07324e-05	 1.48187e-05	 2.92035e-05	 3.79231e-05	 4.12730e-05	 4.18551e-05	 4.09036e-05	 3.87784e-05	 3.57373e-05	 3.21368e-05	 2.83406e-05	 2.47093e-05	 2.15437e-05	 1.90835e-05	 1.75393e-05	 1.69985e-05	 1.75416e-05	 1.90873e-05	 2.15470e-05	 2.47116e-05	 2.83432e-05	 3.21395e-05	 3.57404e-05	 3.87817e-05	 4.09063e-05	 4.18574e-05	 4.12754e-05	 3.79249e-05	 2.92048e-05	 1.48188e-05	 1.07331e-05	 6.65482e-05	 2.35175e-04
U  2	1.000003e-01	 1.35818e-05	 1.18731e-05	 7.40537e-06	 1.76131e-06	-3.49658e-06	-7.28973e-06	-9.06921e-06	-8.80602e-06	-6.91072e-06	-4.07015e-06	-1.05636e-06	 1.45178e-06	 3.00237e-06	 3.43857e-06	 2.89490e-06	 1.72714e-06	 4.04995e-07	-6.15791e-07	-1.00734e-06	-6.47677e-07	 3.47611e-07	 1.65556e-06	 2.82266e-06	 3.37818e-06	 2.96246e-06	 1.43538e-06	-1.05174e-06	-4.05090e-06	-6.88532e-06	-8.78299e-06	-9.05528e-06	-7.28807e-06	-3.50586e-06	 1.74616e-06	 7.39101e-06	 1.18647e-05
UR 0	1.000003e-01	-3.68886e-04	-3.04028e-04	-1.75340e-04	-6.24314e-05	 8.63260e-06	 4.81783e-05	 6.30831e-05	 6.31398e-05	 5.82801e-05	 5.52250e-05	 5.57920e-05	 5.74555e-05	 5.55768e-05	 4.62220e-05	 2.83340e-05	 4.52480e-06	-1.96965e-05	-3.78111e-05	-4.46678e-05	-3.81940e-05	-2.03730e-05	 3.70212e-06	 2.75240e-05	 4.55413e-05	 5.50683e-05	 5.70971e-05	 5.55375e-05	 5.50333e-05	 5.81398e-05	 6.30731e-05	 6.31438e-05	 4.83942e-05	 8.98573e-06	-6.20104e-05	-1.74997e-04	-3.03855e-04
