    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.33563e-09	 2.61799e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83260e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000014e-01	 0.00000e+00	 5.34203e-05	 1.68660e-04	 1.95654e-04	 1.48198e-04	 9.25609e-05	 5.37550e-05	 2.85534e-05	 1.14445e-05	 8.98810e-07	-3.51997e-06	-3.07956e-06	 1.87362e-10	 3.07994e-06	 3.51927e-06	-8.99341e-07	-1.14449e-05	-2.85531e-05	-5.37551e-05	-9.25621e-05	-1.48200e-04	-1.95654e-04	-1.68661e-04	-5.34202e-05
U  1	1.000014e-01	 7.76416e-04	 4.09886e-04	 1.04315e-04	 5.60951e-05	 8.68127e-05	 1.06341e-04	 1.08249e-04	 1.01551e-04	 9.06965e-05	 7.81437e-05	 6.65899e-05	 5.85706e-05	 5.57054e-05	 5.85712e-05	 6.65917e-05	 7.81457e-05	 9.06985e-05	 1.01553e-04	 1.08251e-04	 1.06342e-04	 8.68143e-05	 5.60971e-05	 1.04317e-04	 4.09888e-04
U  2	1.000014e-01	-1.28389e-04	-1.15127e-04	-7.96214e-05	-3.30166e-05	 1.20861e-05	 4.55264e-05	 6.11094e-05	 5.73804e-05	 3.75724e-05	 8.55259e-06	-2.09969e-05	-4.27385e-05	-5.07038e-05	-4.27346e-05	-2.09903e-05	 8.55994e-06	 3.75791e-05	 5.73832e-05	 6.11087e-05	 4.55233e-05	 1.20818e-05	-3.30204e-05	-7.96242e-05	-1.15129e-04
UR 0	1.000014e-01	 6.74668e-04	 6.46131e-04	 5.59019e-04	 4.36487e-04	 3.07320e-04	 1.85703e-04	 7.36592e-05	-3.18742e-05	-1.34151e-04	-2.31062e-04	-3.13933e-04	-3.70769e-04	-3.91087e-04	-3.70762e-04	-3.13912e-04	-2.31031e-04	-1.34107e-04	-3.18227e-05	 7.37038e-05	 1.85728e-04	 3.07289e-04	 4.36393e-04	 5.58939e-04	 6.46064e-04
UR 1	1.000014e-01	-8.56430e-09	-1.67964e-04	-3.12537e-04	-4.24206e-04	-5.03209e-04	-5.45842e-04	-5.45989e-04	-5.02228e-04	-4.23203e-04	-3.22569e-04	-2.13894e-04	-1.05686e-04	 2.67840e-08	 1.05734e-04	 2.13933e-04	 3.22593e-04	 4.23225e-04	 5.02261e-04	 5.46024e-04	 5.45855e-04	 5.03259e-04	 4.24288e-04	 3.12568e-04	 1.67958e-04
UR 2	1.000014e-01	-1.30549e-08	-5.99285e-03	-2.25145e-03	 3.40129e-04	 8.53262e-04	 6.22633e-04	 3.93389e-04	 2.84787e-04	 2.29984e-04	 1.79384e-04	 1.22106e-04	 6.14410e-05	-1.44646e-09	-6.14572e-05	-1.22122e-04	-1.79383e-04	-2.29974e-04	-2.84775e-04	-3.93409e-04	-6.22639e-04	-8.53246e-04	-3.40114e-04	 2.25144e-03	 5.99282e-03
U  0	2.000028e-01	 0.00000e+00	 1.05268e-04	 3.34817e-04	 3.88911e-04	 2.94257e-04	 1.83511e-04	 1.06583e-04	 5.67935e-05	 2.30022e-05	 2.11257e-06	-6.69544e-06	-5.94307e-06	 2.22107e-09	 5.94770e-06	 6.69958e-06	-2.10996e-06	-2.30022e-05	-5.67947e-05	-1.06583e-04	-1.83511e-04	-2.94253e-04	-3.88910e-04	-3.34818e-04	-1.05268e-04
U  1	2.000028e-01	 1.55341e-03	 8.18819e-04	 2.06451e-04	 1.09888e-04	 1.71214e-04	 2.10184e-04	 2.14107e-04	 2.01010e-04	 1.79687e-04	 1.54946e-04	 1.32147e-04	 1.16301e-04	 1.10644e-04	 1.16300e-04	 1.32146e-04	 1.54948e-04	 1.79691e-04	 2.01015e-04	 2.14111e-04	 2.10188e-04	 1.71220e-04	 1.09894e-04	 2.06454e-04	 8.18819e-04
U  2	2.000028e-01	-3.27003e-04	-2.93868e-04	-2.04443e-04	-8.70098e-05	 2.62546e-05	 1.10013e-04	 1.49299e-04	 1.41007e-04	 9.34287e-05	 2.35299e-05	-4.75888e-05	-9.98621e-05	-1.19007e-04	-9.98683e-05	-4.76017e-05	 2.35118e-05	 9.34083e-05	 1.40982e-04	 1.49288e-04	 1.10007e-04	 2.62596e-05	-8.69950e-05	-2.04419e-04	-2.93861e-04
UR 0	2.000028e-01	 1.73472e-03	 1.65775e-03	 1.42991e-03	 1.11348e-03	 7.80519e-04	 4.71125e-04	 1.92215e-04	-6.67817e-05	-3.14845e-04	-5.48716e-04	-7.48701e-04	-8.86026e-04	-9.35254e-04	-8.86045e-04	-7.48736e-04	-5.48770e-04	-3.14912e-04	-6.68605e-05	 1.92125e-04	 4.71011e-04	 7.80335e-04	 1.11325e-03	 1.42970e-03	 1.65756e-03
UR 1	2.000028e-01	 7.05629e-08	-4.16564e-04	-7.77810e-04	-1.05181e-03	-1.24455e-03	-1.34635e-03	-1.34101e-03	-1.23000e-03	-1.03297e-03	-7.84393e-04	-5.18205e-04	-2.55378e-04	-4.08410e-08	 2.55287e-04	 5.18096e-04	 7.84260e-04	 1.03281e-03	 1.22985e-03	 1.34089e-03	 1.34622e-03	 1.24458e-03	 1.05195e-03	 7.77974e-04	 4.16717e-04
UR 2	2.000028e-01	-1.15291e-08	-1.20013e-02	-4.50690e-03	 6.79075e-04	 1.70088e-03	 1.23663e-03	 7.78005e-04	 5.62448e-04	 4.54531e-04	 3.54755e-04	 2.41542e-04	 1.21531e-04	 1.08891e-08	-1.21521e-04	-2.41570e-04	-3.54798e-04	-4.54572e-04	-5.62437e-04	-7.77993e-04	-1.23660e-03	-1.70087e-03	-6.79123e-04	 4.50689e-03	 1.20012e-02
U  0	3.000007e-01	 0.00000e+00	 1.55287e-04	 4.97820e-04	 5.78863e-04	 4.37129e-04	 2.71795e-04	 1.57477e-04	 8.38260e-05	 3.39452e-05	 3.13071e-06	-9.83953e-06	-8.73419e-06	 1.37694e-09	 8.73740e-06	 9.84264e-06	-3.12943e-06	-3.39470e-05	-8.38258e-05	-1.57478e-04	-2.71798e-04	-4.37131e-04	-5.78864e-04	-4.97823e-04	-1.55290e-04
