    	Node label->	           1	           3	           5	           7	           9	          11	          13	          15	          17	          19	          21	          23	          25	          27	          29	          31	          33	          35	          37	          39	          41	          43	          45	          47	          49	          51	          53	          55	          57	          59	          61	          63	          65	          67	          69	          71	          73	          75	          77	          79	          81	          83	          85	          87	          89	          91	          93	          95
    	Angle ->    	 3.33334e-09	 1.30900e-01	 2.61803e-01	 3.92702e-01	 5.23603e-01	 6.54504e-01	 7.85398e-01	 9.16293e-01	 1.04719e+00	 1.17809e+00	 1.30899e+00	 1.43990e+00	 1.57080e+00	 1.70170e+00	 1.83260e+00	 1.96350e+00	 2.09440e+00	 2.22530e+00	 2.35619e+00	 2.48709e+00	 2.61799e+00	 2.74889e+00	 2.87979e+00	 3.01069e+00	 3.14159e+00	 3.27249e+00	 3.40340e+00	 3.53429e+00	 3.66520e+00	 3.79610e+00	 3.92699e+00	 4.05789e+00	 4.18879e+00	 4.31969e+00	 4.45059e+00	 4.58149e+00	 4.71239e+00	 4.84329e+00	 4.97419e+00	 5.10509e+00	 5.23599e+00	 5.36689e+00	 5.49779e+00	 5.62868e+00	 5.75958e+00	 5.89048e+00	 6.02138e+00	 6.15229e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000000e-01	 0.00000e+00	 1.91528e-05	 8.95757e-05	 1.61211e-04	 1.88752e-04	 1.75994e-04	 1.45272e-04	 1.10714e-04	 8.87482e-05	 6.73387e-05	 5.66903e-05	 4.20249e-05	 3.18339e-05	 2.11023e-05	 1.01832e-05	 4.35168e-06	-4.57965e-06	-6.48126e-06	-1.10695e-05	-1.07072e-05	-1.05027e-05	-8.92645e-06	-5.90343e-06	-3.37715e-06	-7.25552e-10	 3.37633e-06	 5.90357e-06	 8.92695e-06	 1.05034e-05	 1.07070e-05	 1.10693e-05	 6.48104e-06	 4.58055e-06	-4.35074e-06	-1.01830e-05	-2.11018e-05	-3.18337e-05	-4.20248e-05	-5.66905e-05	-6.73374e-05	-8.87472e-05	-1.10712e-04	-1.45270e-04	-1.75991e-04	-1.88750e-04	-1.61210e-04	-8.95746e-05	-1.91519e-05
U  1	1.000000e-01	 9.99556e-04	 7.01786e-04	 3.13801e-04	 8.17140e-05	 1.27337e-05	 2.33174e-05	 5.21087e-05	 7.78407e-05	 8.86661e-05	 9.56866e-05	 9.57818e-05	 9.49221e-05	 9.17937e-05	 8.71389e-05	 8.12350e-05	 7.55553e-05	 6.75254e-05	 6.23919e-05	 5.39005e-05	 4.90335e-05	 4.26283e-05	 3.76150e-05	 3.53080e-05	 3.09004e-05	 3.28539e-05	 3.09002e-05	 3.53074e-05	 3.76148e-05	 4.26283e-05	 4.90338e-05	 5.39014e-05	 6.23924e-05	 6.75252e-05	 7.55543e-05	 8.12331e-05	 8.71377e-05	 9.17931e-05	 9.49212e-05	 9.57814e-05	 9.56865e-05	 8.86650e-05	 7.78405e-05	 5.21091e-05	 2.33184e-05	 1.27347e-05	 8.17150e-05	 3.13802e-04	 7.01787e-04
U  2	1.000000e-01	-8.55499e-04	-7.90077e-04	-6.28879e-04	-3.89460e-04	-1.10073e-04	 1.66084e-04	 4.02998e-04	 5.67863e-04	 6.42195e-04	 6.19554e-04	 5.08556e-04	 3.29187e-04	 1.11581e-04	-1.11015e-04	-3.04568e-04	-4.41863e-04	-5.03611e-04	-4.83924e-04	-3.87860e-04	-2.33391e-04	-4.56411e-05	 1.44293e-04	 3.06734e-04	 4.15394e-04	 4.53863e-04	 4.15379e-04	 3.06705e-04	 1.44254e-04	-4.56826e-05	-2.33430e-04	-3.87891e-04	-4.83946e-04	-5.03619e-04	-4.41860e-04	-3.04552e-04	-1.10988e-04	 1.11615e-04	 3.29222e-04	 5.08587e-04	 6.19585e-04	 6.42214e-04	 5.67870e-04	 4.02996e-04	 1.66075e-04	-1.10085e-04	-3.89472e-04	-6.28887e-04	-7.90084e-04
UR 0	1.000000e-01	 6.99972e-03	 6.72710e-03	 6.11927e-03	 5.20029e-03	 3.94216e-03	 2.47474e-03	 8.59088e-04	-8.02534e-04	-2.37748e-03	-3.75280e-03	-4.81854e-03	-5.49008e-03	-5.72378e-03	-5.51423e-03	-4.89875e-03	-3.95265e-03	-2.77279e-03	-1.47080e-03	-1.49239e-04	 1.09273e-03	 2.18660e-03	 3.07220e-03	 3.72365e-03	 4.11716e-03	 4.25112e-03	 4.11712e-03	 3.72357e-03	 3.07205e-03	 2.18637e-03	 1.09243e-03	-1.49574e-04	-1.47115e-03	-2.77312e-03	-3.95294e-03	-4.89900e-03	-5.51442e-03	-5.72392e-03	-5.49013e-03	-4.81853e-03	-3.75278e-03	-2.37742e-03	-8.02499e-04	 8.59123e-04	 2.47480e-03	 3.94224e-03	 5.20032e-03	 6.11931e-03	 6.72713e-03
UR 1	1.000000e-01	-7.64137e-08	-2.16146e-03	-3.75458e-03	-5.16354e-03	-6.05113e-03	-6.48839e-03	-6.50829e-03	-6.12565e-03	-5.43179e-03	-4.48648e-03	-3.36352e-03	-2.12533e-03	-8.34683e-04	 4.58417e-04	 1.68753e-03	 2.80124e-03	 3.72597e-03	 4.40314e-03	 4.76678e-03	 4.77827e-03	 4.41363e-03	 3.69050e-03	 2.65421e-03	 1.38834e-03	-1.95557e-07	-1.38872e-03	-2.65453e-03	-3.69072e-03	-4.41379e-03	-4.77834e-03	-4.76678e-03	-4.40309e-03	-3.72583e-03	-2.80098e-03	-1.68718e-03	-4.57979e-04	 8.35165e-04	 2.12581e-03	 3.36401e-03	 4.48696e-03	 5.43227e-03	 6.12602e-03	 6.50858e-03	 6.48852e-03	 6.05114e-03	 5.16350e-03	 3.75446e-03	 2.16132e-03
