    	Node label->	           1	           3	           5	           7	           9	          11	          13	          15	          17	          19	          21	          23	          25	          27	          29	          31	          33	          35	          37	          39	          41	          43	          45	          47	          49	          51	          53	          55	          57	          59	          61	          63	          65	          67	          69	          71
    	Angle ->    	 3.17776e-09	 1.74535e-01	 3.49080e-01	 5.23596e-01	 6.98145e-01	 8.72652e-01	 1.04720e+00	 1.22172e+00	 1.39626e+00	 1.57080e+00	 1.74533e+00	 1.91988e+00	 2.09439e+00	 2.26894e+00	 2.44345e+00	 2.61800e+00	 2.79251e+00	 2.96706e+00	 3.14159e+00	 3.31613e+00	 3.49067e+00	 3.66519e+00	 3.83974e+00	 4.01424e+00	 4.18879e+00	 4.36331e+00	 4.53785e+00	 4.71239e+00	 4.88692e+00	 5.06147e+00	 5.23598e+00	 5.41053e+00	 5.58504e+00	 5.75959e+00	 5.93411e+00	 6.10865e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000002e-01	 0.00000e+00	 2.93716e-05	 1.24605e-04	 1.38105e-04	 1.00032e-04	 4.99068e-05	-1.35031e-05	 2.56398e-06	-2.94734e-05	 7.68419e-07	-8.64784e-06	-6.92688e-06	-3.20532e-07	-1.34496e-05	-2.85504e-06	-6.61825e-06	-1.82089e-06	 1.38691e-07	-2.13280e-09	-1.43187e-07	 1.81606e-06	 6.61377e-06	 2.85125e-06	 1.34464e-05	 3.16973e-07	 6.92574e-06	 8.64674e-06	-7.68714e-07	 2.94728e-05	-2.56331e-06	 1.35044e-05	-4.99065e-05	-1.00028e-04	-1.38103e-04	-1.24603e-04	-2.93713e-05
U  1	1.000002e-01	 9.99604e-04	 6.74911e-04	 2.07423e-04	 6.03292e-05	 2.78317e-05	 2.77591e-05	 5.59269e-05	 4.68443e-05	 5.30363e-05	 4.07991e-05	 2.41653e-05	 1.12782e-05	 6.50395e-06	-4.18796e-06	 6.21882e-06	-2.63059e-06	 1.37913e-06	 7.91995e-07	-3.55733e-06	 7.91573e-07	 1.37763e-06	-2.63338e-06	 6.21589e-06	-4.19152e-06	 6.50031e-06	 1.12728e-05	 2.41603e-05	 4.07950e-05	 5.30332e-05	 4.68417e-05	 5.59250e-05	 2.77559e-05	 2.78299e-05	 6.03259e-05	 2.07421e-04	 6.74909e-04
U  2	1.000002e-01	 6.53902e-03	 5.94606e-03	 4.31772e-03	 2.08131e-03	-2.42708e-04	-2.18220e-03	-3.39846e-03	-3.74675e-03	-3.28636e-03	-2.24837e-03	-9.57765e-04	 2.48375e-04	 1.10516e-03	 1.47504e-03	 1.36914e-03	 9.26933e-04	 3.66759e-04	-8.37244e-05	-2.54857e-04	-8.37485e-05	 3.66726e-04	 9.26911e-04	 1.36914e-03	 1.47509e-03	 1.10525e-03	 2.48482e-04	-9.57667e-04	-2.24830e-03	-3.28633e-03	-3.74678e-03	-3.39853e-03	-2.18230e-03	-2.42813e-04	 2.08121e-03	 4.31766e-03	 5.94602e-03
UR 0	1.000002e-01	-8.80544e-02	-7.88571e-02	-5.75179e-02	-3.16608e-02	-8.32227e-03	 8.70077e-03	 1.81575e-02	 2.16263e-02	 2.19852e-02	 2.20994e-02	 2.32538e-02	 2.48762e-02	 2.51315e-02	 2.20065e-02	 1.46619e-02	 4.00311e-03	-7.34471e-03	-1.60270e-02	-1.92822e-02	-1.60278e-02	-7.34581e-03	 4.00210e-03	 1.46615e-02	 2.20069e-02	 2.51321e-02	 2.48769e-02	 2.32545e-02	 2.21001e-02	 2.19861e-02	 2.16274e-02	 1.81585e-02	 8.70225e-03	-8.32077e-03	-3.16599e-02	-5.75171e-02	-7.88574e-02
