    	Node label->	           1	           4	           7	          10	          13	          16	          19	          22	          25	          28	          31	          34	          37	          40	          43	          46	          49	          52	          55	          58	          61	          64	          67	          70
    	Angle ->    	 3.33631e-09	 2.61798e-01	 5.23595e-01	 7.85398e-01	 1.04720e+00	 1.30900e+00	 1.57080e+00	 1.83259e+00	 2.09439e+00	 2.35619e+00	 2.61800e+00	 2.87979e+00	 3.14159e+00	 3.40339e+00	 3.66519e+00	 3.92699e+00	 4.18879e+00	 4.45059e+00	 4.71239e+00	 4.97419e+00	 5.23598e+00	 5.49779e+00	 5.75959e+00	 6.02139e+00
DOF 	DOF        
U  0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 0	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 1	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
UR 2	0.000000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00	 0.00000e+00
U  0	1.000009e-01	 0.00000e+00	 7.02138e-05	 2.13628e-04	 2.50568e-04	 1.88886e-04	 1.12951e-04	 7.13470e-05	 3.23714e-05	 1.63664e-05	 1.29395e-06	-5.03610e-06	-2.86981e-06	-5.57116e-10	 2.86937e-06	 5.03649e-06	-1.29386e-06	-1.63661e-05	-3.23722e-05	-7.13461e-05	-1.12949e-04	-1.88886e-04	-2.50567e-04	-2.13627e-04	-7.02140e-05
U  1	1.000009e-01	 9.99856e-04	 5.15964e-04	 1.32801e-04	 6.79309e-05	 1.07231e-04	 1.34446e-04	 1.35959e-04	 1.26717e-04	 1.15614e-04	 9.81076e-05	 8.28586e-05	 7.64262e-05	 6.70146e-05	 7.64267e-05	 8.28574e-05	 9.81068e-05	 1.15612e-04	 1.26715e-04	 1.35958e-04	 1.34445e-04	 1.07231e-04	 6.79301e-05	 1.32800e-04	 5.15965e-04
U  2	1.000009e-01	-9.71959e-04	-8.36054e-04	-5.41382e-04	-1.84520e-04	 1.54738e-04	 3.93458e-04	 4.93853e-04	 4.47439e-04	 2.87272e-04	 6.28511e-05	-1.57837e-04	-3.19736e-04	-3.77276e-04	-3.19760e-04	-1.57879e-04	 6.28019e-05	 2.87230e-04	 4.47415e-04	 4.93860e-04	 3.93491e-04	 1.54795e-04	-1.84454e-04	-5.41324e-04	-8.36015e-04
UR 0	1.000009e-01	 5.77983e-03	 5.28421e-03	 4.31453e-03	 3.29610e-03	 2.21239e-03	 1.19942e-03	 3.18789e-04	-4.73639e-04	-1.20386e-03	-1.88813e-03	-2.45212e-03	-2.85563e-03	-2.98345e-03	-2.85572e-03	-2.45229e-03	-1.88836e-03	-1.20416e-03	-4.73994e-04	 3.18401e-04	 1.19902e-03	 2.21194e-03	 3.29567e-03	 4.31422e-03	 5.28402e-03
