Angle,, 3.33333e-09, 1.74533e-01, 3.49076e-01, 5.23595e-01, 6.98148e-01, 8.72648e-01, 1.04720e+00, 1.22172e+00, 1.39626e+00, 1.57080e+00, 1.74533e+00, 1.91987e+00, 2.09439e+00, 2.26894e+00, 2.44344e+00, 2.61800e+00, 2.79252e+00, 2.96706e+00, 3.14159e+00, 3.31613e+00, 3.49067e+00, 3.66519e+00, 3.83974e+00, 4.01424e+00, 4.18879e+00, 4.36331e+00, 4.53786e+00, 4.71239e+00, 4.88692e+00, 5.06146e+00, 5.23598e+00, 5.41054e+00, 5.58504e+00, 5.75959e+00, 5.93411e+00, 6.10865e+00
DOF,Time [s],           1,           3,           5,           7,           9,          11,          13,          15,          17,          19,          21,          23,          25,          27,          29,          31,          33,          35,          37,          39,          41,          43,          45,          47,          49,          51,          53,          55,          57,          59,          61,          63,          65,          67,          69,          71
U1,2.220000e-16,-3.36904e-19,-9.40230e-09, 1.66957e-08,-2.08915e-08, 2.12406e-08,-1.84428e-08, 1.32991e-08,-7.24086e-09, 1.41758e-09, 3.13810e-09,-5.97180e-09, 6.98233e-09,-6.52390e-09, 5.13492e-09,-3.42829e-09, 1.90315e-09,-8.33527e-10, 2.63661e-10, 3.36395e-19,-2.63661e-10, 8.33527e-10,-1.90315e-09, 3.42829e-09,-5.13492e-09, 6.52390e-09,-6.98233e-09, 5.97180e-09,-3.13810e-09,-1.41758e-09, 7.24086e-09,-1.32991e-08, 1.84428e-08,-2.12406e-08, 2.08915e-08,-1.66957e-08, 9.40230e-09
U2,2.220000e-16,-5.45432e-08, 5.16366e-08,-4.46371e-08, 3.49127e-08,-2.43129e-08, 1.45632e-08,-6.98407e-09, 2.04487e-09, 1.55351e-10,-3.08375e-10,-8.97640e-10, 2.46030e-09,-3.80919e-09, 4.39916e-09,-4.26570e-09, 3.49873e-09,-2.55353e-09, 1.75453e-09,-1.47259e-09, 1.75453e-09,-2.55353e-09, 3.49873e-09,-4.26570e-09, 4.39916e-09,-3.80919e-09, 2.46030e-09,-8.97640e-10,-3.08375e-10, 1.55351e-10, 2.04487e-09,-6.98407e-09, 1.45632e-08,-2.43129e-08, 3.49127e-08,-4.46371e-08, 5.16366e-08
U3,2.220000e-16, 6.55281e-06, 6.35961e-06, 5.82563e-06, 5.02719e-06, 4.06111e-06, 3.02854e-06, 2.02091e-06, 1.11368e-06, 3.59681e-07,-2.11755e-07,-5.93517e-07,-7.98455e-07,-8.54028e-07,-7.98292e-07,-6.74085e-07,-5.24049e-07,-3.86376e-07,-2.91043e-07,-2.57059e-07,-2.91043e-07,-3.86376e-07,-5.24049e-07,-6.74085e-07,-7.98292e-07,-8.54028e-07,-7.98455e-07,-5.93517e-07,-2.11755e-07, 3.59681e-07, 1.11368e-06, 2.02091e-06, 3.02854e-06, 4.06111e-06, 5.02719e-06, 5.82563e-06, 6.35961e-06
UR1,2.220000e-16,-3.93506e-05,-3.68643e-05,-3.12118e-05,-2.45324e-05,-1.84194e-05,-1.37936e-05,-1.09236e-05,-9.57325e-06,-9.19124e-06,-9.12192e-06,-8.78322e-06,-7.78661e-06,-5.99005e-06,-3.49585e-06,-5.99697e-07, 2.29266e-06, 4.74750e-06, 6.38939e-06, 6.96683e-06, 6.38939e-06, 4.74750e-06, 2.29266e-06,-5.99697e-07,-3.49585e-06,-5.99005e-06,-7.78661e-06,-8.78322e-06,-9.12192e-06,-9.19124e-06,-9.57325e-06,-1.09236e-05,-1.37936e-05,-1.84194e-05,-2.45324e-05,-3.12118e-05,-3.68643e-05
UR2,2.220000e-16,-1.77631e-18, 6.27096e-07, 2.36641e-06, 5.55223e-06, 9.77107e-06, 1.42149e-05, 1.80114e-05, 2.04609e-05, 2.11857e-05, 2.01709e-05, 1.77090e-05, 1.43061e-05, 1.05497e-05, 6.98971e-06, 4.04527e-06, 1.94244e-06, 7.03202e-07, 1.59198e-07, 2.93622e-19,-1.59198e-07,-7.03202e-07,-1.94244e-06,-4.04527e-06,-6.98971e-06,-1.05497e-05,-1.43061e-05,-1.77090e-05,-2.01709e-05,-2.11857e-05,-2.04609e-05,-1.80114e-05,-1.42149e-05,-9.77107e-06,-5.55223e-06,-2.36641e-06,-6.27096e-07
UR3,2.220000e-16,-1.05805e-18, 1.79646e-07,-3.20600e-07, 4.21336e-07,-4.73805e-07, 4.80885e-07,-4.48161e-07, 3.85913e-07,-3.04884e-07, 2.15971e-07,-1.29246e-07, 5.25292e-08, 8.26143e-09,-4.95213e-08, 7.05592e-08,-7.22902e-08, 5.79320e-08,-3.19797e-08,-1.11614e-18, 3.19797e-08,-5.79320e-08, 7.22902e-08,-7.05592e-08, 4.95213e-08,-8.26143e-09,-5.25292e-08, 1.29246e-07,-2.15971e-07, 3.04884e-07,-3.85913e-07, 4.48161e-07,-4.80885e-07, 4.73805e-07,-4.21336e-07, 3.20600e-07,-1.79646e-07
